#adm1+name+i_eng+is_latn,#adm1+code+v_pcode,#adm1+name,#adm1+name+alt1+i_eng+is_latn,#adm1+name+alt2+i_eng+is_latn,#country+name+i_eng+is_latn,#country+code+v_iso3166p1a2,#date+start,#date+updated,#date+end
Yap,FM1,,,,Federated States of Micronesia,FM,2019-06-17,2019-06-17,
Chuuk,FM2,,,,Federated States of Micronesia,FM,2019-06-17,2019-06-17,
Pohnpei,FM3,,,,Federated States of Micronesia,FM,2019-06-17,2019-06-17,
Kosrae,FM4,,,,Federated States of Micronesia,FM,2019-06-17,2019-06-17,
