#country+name+i_eng+is_latn,#country+name+i_sqi+is_latn,#country+code+v_iso3166p1a2,#country+name,#country+name+alt1+i_sqi+is_latn,#country+name+alt2+i_sqi+is_latn,#country+name+alt1+i_eng+is_latn,#country+name+alt2+i_eng+is_latn,#date+start,#date+updated,#date+end
Albania,Shqipëri,AL,,,,,,2019-12-21,2019-12-21,
