#adm1+name+i_eng+is_latn,#adm1+code+v_pcode,#adm1+name,#adm1+name+alt1+i_eng+is_latn,#adm1+name+alt2+i_eng+is_latn,#country+name+i_eng+is_latn,#country+code+v_iso3166p1a2,#date+start,#date+updated,#date+end
Western Cape,ZA1,,,,South Africa,ZA,2018-12-27,2020-11-12,
Eastern Cape,ZA2,,,,South Africa,ZA,2018-12-27,2020-11-12,
Nothern Cape,ZA3,,,,South Africa,ZA,2018-12-27,2020-11-12,
Free State,ZA4,,,,South Africa,ZA,2018-12-27,2020-11-12,
KwaZulu-Natal,ZA5,,,,South Africa,ZA,2018-12-27,2020-11-12,
North West,ZA6,,,,South Africa,ZA,2018-12-27,2020-11-12,
Gauteng,ZA7,,,,South Africa,ZA,2018-12-27,2020-11-12,
Mpumalanga,ZA8,,,,South Africa,ZA,2018-12-27,2020-11-12,
Limpopo,ZA9,,,,South Africa,ZA,2018-12-27,2020-11-12,
