#adm1+name+i_eng+is_latn,#adm1+code+v_pcode,#adm1+name,#adm1+name+alt1+i_eng+is_latn,#adm1+name+alt2+i_eng+is_latn,#country+name+i_eng+is_latn,#country+code+v_iso3166p1a2,#date+start,#date+updated,#date+end
Khyber Pakhtunkhwa,PK2,,,,Pakistan,PK,2018-12-26,2019-11-10,
Federal Capital Territory,PK5,,,,Pakistan,PK,2018-12-26,2019-11-10,
Punjab,PK6,,,,Pakistan,PK,2018-12-26,2019-11-10,
Balochistan,PK7,,,,Pakistan,PK,2018-12-26,2019-11-10,
Sindh,PK8,,,,Pakistan,PK,2018-12-26,2019-11-10,
