#country+name+i_eng+is_latn,#country+name+i_rus+is_cyrl,#country+name+i_kir+is_zyyy,#country+code+v_iso3166p1a2,#country+name,#country+name+alt1+i_eng+is_latn,#country+name+alt2+i_eng+is_latn,#country+name+alt1+i_rus+is_cyrl,#country+name+alt2+i_rus+is_cyrl,#country+name+alt1+i_kir+is_zyyy,#country+name+alt2+i_kir+is_zyyy,#date+start,#date+updated,#date+end
Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,,,,,,,,2018-08-28,2018-11-19,
