#adm3+name+i_eng+is_latn,#adm3+code+v_pcode,#adm3+name,#adm3+name+alt1+i_eng+is_latn,#adm3+name+alt2+i_eng+is_latn,#adm2+name+i_eng+is_latn,#adm2+code+v_pcode,#adm1+name+i_eng+is_latn,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#country+code+v_iso3166p1a2,#date+start,#date+updated,#date+end
Balimo Urban LLG,PG010101,,,,Middle Fly District,PG0101,Western Province,PG01,Papua New Guinea,PG,2015-02-24,2019-05-08,
Bamu Rural LLG,PG010102,,,,Middle Fly District,PG0101,Western Province,PG01,Papua New Guinea,PG,2015-02-24,2019-05-08,
Gogodala Rural LLG,PG010103,,,,Middle Fly District,PG0101,Western Province,PG01,Papua New Guinea,PG,2015-02-24,2019-05-08,
Lake Murray Rural LLG,PG010104,,,,Middle Fly District,PG0101,Western Province,PG01,Papua New Guinea,PG,2015-02-24,2019-05-08,
Nomad Rural LLG,PG010105,,,,Middle Fly District,PG0101,Western Province,PG01,Papua New Guinea,PG,2015-02-24,2019-05-08,
Kiunga Rural LLG,PG010206,,,,North Fly District,PG0102,Western Province,PG01,Papua New Guinea,PG,2015-02-24,2019-05-08,
Kiunga Urban LLG,PG010207,,,,North Fly District,PG0102,Western Province,PG01,Papua New Guinea,PG,2015-02-24,2019-05-08,
Ningerum Rural LLG,PG010208,,,,North Fly District,PG0102,Western Province,PG01,Papua New Guinea,PG,2015-02-24,2019-05-08,
Olsobip Rural LLG,PG010209,,,,North Fly District,PG0102,Western Province,PG01,Papua New Guinea,PG,2015-02-24,2019-05-08,
Star Mountains Rural LLG,PG010210,,,,North Fly District,PG0102,Western Province,PG01,Papua New Guinea,PG,2015-02-24,2019-05-08,
Daru Urban LLG,PG010311,,,,South Fly District,PG0103,Western Province,PG01,Papua New Guinea,PG,2015-02-24,2019-05-08,
Kiwai Rural LLG,PG010312,,,,South Fly District,PG0103,Western Province,PG01,Papua New Guinea,PG,2015-02-24,2019-05-08,
Morehead Rural LLG,PG010313,,,,South Fly District,PG0103,Western Province,PG01,Papua New Guinea,PG,2015-02-24,2019-05-08,
Oriomo-Bituri Rural LLG,PG010314,,,,South Fly District,PG0103,Western Province,PG01,Papua New Guinea,PG,2015-02-24,2019-05-08,
Central Kerema Rural LLG,PG020101,,,,Kerema District,PG0201,Gulf Province,PG02,Papua New Guinea,PG,2015-02-24,2019-05-08,
