#country+name+i_por+is_latn,#country+name+i_eng+is_latn,#country+code+v_iso3166p1a2,#country+name,#country+name+alt1+i_por+is_latn,#country+name+alt2+i_por+is_latn,#country+name+alt1+i_eng+is_latn,#country+name+alt2+i_eng+is_latn,#date+start,#date+updated,#date+end
Moçambique,Mozambique,MZ,Mocambique,,,,,2019-04-02,2019-06-07,
