#country+name+i_hun+is_latn,#country+code+v_iso3166p1a2,#country+name,#country+name+alt1+i_hun+is_latn,#country+name+alt2+i_hun+is_latn,#date+start,#date+updated,#date+end
Magyarország,HU,,,,2022-03-09,2022-03-22,
