#country+name+i_eng+is_latn,#country+name+i_rus+is_cyrl,#country+name+i_uzb+is_latn,#country+code+v_iso3166p1a2,#country+name,#country+name+alt1+i_eng+is_latn,#country+name+alt2+i_eng+is_latn,#country+name+alt1+i_rus+is_cyrl,#country+name+alt2+i_rus+is_cyrl,#country+name+alt1+i_uzb+is_latn,#country+name+alt2+i_uzb+is_latn,#date+start,#date+updated,#date+end
Uzbekistan,Республика Узбекистан,O'zbekiston Respublikasi,UZ,,,,,,,,2018-07-12,2020-05-27,
