#adm3+name+i_eng+is_latn,#adm3+name+i_sin+is_sinh,#adm3+name+i_tam+is_taml,#adm3+code+v_pcode,#adm3+name,#adm3+name+alt1+i_eng+is_latn,#adm3+name+alt2+i_eng+is_latn,#adm3+name+alt1+i_sin+is_sinh,#adm3+name+alt2+i_sin+is_sinh,#adm3+name+alt1+i_tam+is_taml,#adm3+name+alt2+i_tam+is_taml,#adm2+name+i_eng+is_latn,#adm2+name+i_sin+is_sinh,#adm2+name+i_tam+is_taml,#adm2+code+v_pcode,#adm1+name+i_eng+is_latn,#adm1+name+i_sin+is_sinh,#adm1+name+i_tam+is_taml,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#country+name+i_sin+is_sinh,#country+name+i_tam+is_taml,#country+code+v_iso3166p1a2,#date+start,#date+updated,#date+end
Walapane,වලපනේ,வலப்பனை,LK2309,,,,,,,,Nuwara Eliya,නුවරඑළිය දිස්ත්‍රික්කය,நுவரேலியா மாவட்டம்,LK23,Central,මධ්‍යම පළාත,மத்திய மாகாணம்,LK2,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Nuwara Eliya,නුවර එළිය,நுவரெலியா,LK2312,,,,,,,,Nuwara Eliya,නුවරඑළිය දිස්ත්‍රික්කය,நுவரேலியா மாவட்டம்,LK23,Central,මධ්‍යම පළාත,மத்திய மாகாணம்,LK2,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Ambagamuwa,අඹගමුව,அம்பகமுவை,LK2315,,,,,,,,Nuwara Eliya,නුවරඑළිය දිස්ත්‍රික්කය,நுவரேலியா மாவட்டம்,LK23,Central,මධ්‍යම පළාත,மத்திய மாகாணம்,LK2,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Bentota,බෙන්තොට,பெந்தோட்டை,LK3103,,,,,,,,Galle,ගාල්ල දිස්ත්‍රික්කය,காலி மாவட்டம்,LK31,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Balapitiya,බලපිටිය,பலப்பிட்டி,LK3106,,,,,,,,Galle,ගාල්ල දිස්ත්‍රික්කය,காலி மாவட்டம்,LK31,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Karandeniya,කරන්දෙනිය,கரந்தெனிய,LK3109,,,,,,,,Galle,ගාල්ල දිස්ත්‍රික්කය,காலி மாவட்டம்,LK31,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Elpitiya,ඇල්පිටිය,எல்பிட்டி,LK3112,,,,,,,,Galle,ගාල්ල දිස්ත්‍රික්කය,காலி மாவட்டம்,LK31,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Niyagama,නියාගම,நியாகமை,LK3115,,,,,,,,Galle,ගාල්ල දිස්ත්‍රික්කය,காலி மாவட்டம்,LK31,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Thawalama,තවලම,தவலமை,LK3118,,,,,,,,Galle,ගාල්ල දිස්ත්‍රික්කය,காலி மாவட்டம்,LK31,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Neluwa,නෙළුව,நெலுவை,LK3121,,,,,,,,Galle,ගාල්ල දිස්ත්‍රික්කය,காலி மாவட்டம்,LK31,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Nagoda,නාගොඩ,நாகொடை,LK3124,,,,,,,,Galle,ගාල්ල දිස්ත්‍රික්කය,காலி மாவட்டம்,LK31,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Baddegama,බද්දේගම,பத்தேகமை,LK3127,,,,,,,,Galle,ගාල්ල දිස්ත්‍රික්කය,காலி மாவட்டம்,LK31,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Welivitiya-Divitura,වැලිවිටිය-දිවිතුර,வெலிவிட்டிய திவிதுரை,LK3130,,,,,,,,Galle,ගාල්ල දිස්ත්‍රික්කය,காலி மாவட்டம்,LK31,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Ambalangoda,අම්බලන්ගොඩ,அம்பலாங்கொடை,LK3133,,,,,,,,Galle,ගාල්ල දිස්ත්‍රික්කය,காலி மாவட்டம்,LK31,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Gonapinuwala,ගෝනපීනුවල,கோனபின்னுவலை,LK3134,,,,,,,,Galle,ගාල්ල දිස්ත්‍රික්කය,காலி மாவட்டம்,LK31,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Hikkaduwa,හික්කඩුව,இக்கடுவை,LK3136,,,,,,,,Galle,ගාල්ල දිස්ත්‍රික්කය,காலி மாவட்டம்,LK31,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Galle4Gravets,කඩවත්සතර,காலி,LK3139,,,,,,,,Galle,ගාල්ල දිස්ත්‍රික්කය,காலி மாவட்டம்,LK31,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Bope-Poddala,බෝපෙ-පෝද්දල,போப்பே பொட்டலை,LK3142,,,,,,,,Galle,ගාල්ල දිස්ත්‍රික්කය,காலி மாவட்டம்,LK31,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Akmeemana,අක්මීමණ,அக்மீமனை,LK3145,,,,,,,,Galle,ගාල්ල දිස්ත්‍රික්කය,காலி மாவட்டம்,LK31,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Yakkalamulla,යක්කලමුල්ල,யக்கலமுல்லை,LK3148,,,,,,,,Galle,ගාල්ල දිස්ත්‍රික්කය,காலி மாவட்டம்,LK31,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Imaduwa,ඉමදුව,இமதுவை,LK3151,,,,,,,,Galle,ගාල්ල දිස්ත්‍රික්කය,காலி மாவட்டம்,LK31,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Habaraduwa,හබරාදුව,கபராதுவை,LK3154,,,,,,,,Galle,ගාල්ල දිස්ත්‍රික්කය,காலி மாவட்டம்,LK31,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Pitabaddara,පිටබැද්දර,பிட்டபத்தறை,LK3203,,,,,,,,Matara,මාතර දිස්ත්‍රික්කය,மாத்தறை மாவட்டம்,LK32,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Kotapola,කොටපොල,கொட்டப்பொலை,LK3206,,,,,,,,Matara,මාතර දිස්ත්‍රික්කය,மாத்தறை மாவட்டம்,LK32,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Pasgoda,පස්ගොඩ,பஸ்கொடை,LK3209,,,,,,,,Matara,මාතර දිස්ත්‍රික්කය,மாத்தறை மாவட்டம்,LK32,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Mulatiyana,මුලටියන,முலட்டியானை,LK3212,,,,,,,,Matara,මාතර දිස්ත්‍රික්කය,மாத்தறை மாவட்டம்,LK32,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Athuraliya,අතුරලිය,அத்துரலிய,LK3215,,,,,,,,Matara,මාතර දිස්ත්‍රික්කය,மாத்தறை மாவட்டம்,LK32,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Akuressa,අකුරැස්ස,அக்குரசை,LK3218,,,,,,,,Matara,මාතර දිස්ත්‍රික්කය,மாத்தறை மாவட்டம்,LK32,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Welipitiya,වැලිපිටිය,வெலிபிட்டிய,LK3221,,,,,,,,Matara,මාතර දිස්ත්‍රික්කය,மாத்தறை மாவட்டம்,LK32,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Malimbada,මාලිම්බඩ,மாலிம்படை,LK3224,,,,,,,,Matara,මාතර දිස්ත්‍රික්කය,மாத்தறை மாவட்டம்,LK32,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Kaburupitiya,කඹුරුපිටිය,கம்புறுபிட்டிய,LK3227,,,,,,,,Matara,මාතර දිස්ත්‍රික්කය,மாத்தறை மாவட்டம்,LK32,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Hakmana,හක්මන,கக்மனை,LK3230,,,,,,,,Matara,මාතර දිස්ත්‍රික්කය,மாத்தறை மாவட்டம்,LK32,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Kirinda Puhulwella,කිරින්ද පුහුල්වැල්ල,கிரிந்தை புகுவெல்லை,LK3233,,,,,,,,Matara,මාතර දිස්ත්‍රික්කය,மாத்தறை மாவட்டம்,LK32,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Thihagoda,තිහගොඩ,திக்கொடை,LK3236,,,,,,,,Matara,මාතර දිස්ත්‍රික්කය,மாத்தறை மாவட்டம்,LK32,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Weligama,වැලිගම,வெலிகமை,LK3239,,,,,,,,Matara,මාතර දිස්ත්‍රික්කය,மாத்தறை மாவட்டம்,LK32,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Matara Four Gravets,මාතර කඩවත්සතර,மாத்தறை,LK3242,,,,,,,,Matara,මාතර දිස්ත්‍රික්කය,மாத்தறை மாவட்டம்,LK32,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Devinuwara,දෙවිනුවර,தெவிநுவரை,LK3245,,,,,,,,Matara,මාතර දිස්ත්‍රික්කය,மாத்தறை மாவட்டம்,LK32,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Dikwella,දික්වැල්ල,திக்வெலை,LK3248,,,,,,,,Matara,මාතර දිස්ත්‍රික්කය,மாத்தறை மாவட்டம்,LK32,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Sooriyawewa,සූරියවැව,சூரியவெவை,LK3303,,,,,,,,Hambantota,හම්බන්තොට දිස්ත්‍රික්කය,அம்பாந்தோட்டை மாவட்டம்,LK33,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Lunugamwehera,ලුණුගම්වෙහෙර,லுனுகம்வெகரை,LK3306,,,,,,,,Hambantota,හම්බන්තොට දිස්ත්‍රික්කය,அம்பாந்தோட்டை மாவட்டம்,LK33,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Thissamaharama,තිස්සමහාරාම,திஸ்சமகாராமை,LK3309,,,,,,,,Hambantota,හම්බන්තොට දිස්ත්‍රික්කය,அம்பாந்தோட்டை மாவட்டம்,LK33,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Hambantota,හම්බන්තොට,அம்பாந்தோட்டை,LK3312,,,,,,,,Hambantota,හම්බන්තොට දිස්ත්‍රික්කය,அம்பாந்தோட்டை மாவட்டம்,LK33,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Ambalantota,අම්බලන්තොට,அம்பலாந்தோட்டை,LK3315,,,,,,,,Hambantota,හම්බන්තොට දිස්ත්‍රික්කය,அம்பாந்தோட்டை மாவட்டம்,LK33,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Angunakolapelessa,අඟුණුකොළපැලැස්ස,அங்குனகொலபெலஸ்சை,LK3318,,,,,,,,Hambantota,හම්බන්තොට දිස්ත්‍රික්කය,அம்பாந்தோட்டை மாவட்டம்,LK33,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Weeraketiya,වීරකැටිය,வீரகெட்டிய,LK3321,,,,,,,,Hambantota,හම්බන්තොට දිස්ත්‍රික්කය,அம்பாந்தோட்டை மாவட்டம்,LK33,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Katuwana,කටුවන,கட்டுவனை,LK3324,,,,,,,,Hambantota,හම්බන්තොට දිස්ත්‍රික්කය,அம்பாந்தோட்டை மாவட்டம்,LK33,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Walasmulla,වලස්මුල්ල,வலஸ்முல்லை,LK3325,,,,,,,,Hambantota,හම්බන්තොට දිස්ත්‍රික්කය,அம்பாந்தோட்டை மாவட்டம்,LK33,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Okewela,ඕකේවෙල,ஒக்வெலை,LK3327,,,,,,,,Hambantota,හම්බන්තොට දිස්ත්‍රික්කය,அம்பாந்தோட்டை மாவட்டம்,LK33,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Beliatta,බෙලිඅත්ත,பெலியத்தை,LK3330,,,,,,,,Hambantota,හම්බන්තොට දිස්ත්‍රික්කය,அம்பாந்தோட்டை மாவட்டம்,LK33,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Tangalle,තංගල්ල,தங்காலை,LK3333,,,,,,,,Hambantota,හම්බන්තොට දිස්ත්‍රික්කය,அம்பாந்தோட்டை மாவட்டம்,LK33,Southern,දකුණු පළාත,தென் மாகாணம்,LK3,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
[unknown],[unknown],[unknown],LK4100,,,,,,,,Jaffna,යාපනය දිස්ත්‍රික්කය,யாழ்ப்பாணம் மாவட்டம் ,LK41,Northern,උතුරු පළාත,வட மாகாணம்,LK4,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Islands North (Kayts),දුපත උතුර (කයිට්ස්),ஊர்காவற்றுறை,LK4103,,,,,,,,Jaffna,යාපනය දිස්ත්‍රික්කය,யாழ்ப்பாணம் மாவட்டம் ,LK41,Northern,උතුරු පළාත,வட மாகாணம்,LK4,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Karainagar,කාරෛනගර්,காரைநகர்,LK4104,,,,,,,,Jaffna,යාපනය දිස්ත්‍රික්කය,யாழ்ப்பாணம் மாவட்டம் ,LK41,Northern,උතුරු පළාත,வட மாகாணம்,LK4,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Valikamam West (Chankanai),වලිකාමම් බටහිර (චන්කානෛයි),சங்கானை,LK4106,,,,,,,,Jaffna,යාපනය දිස්ත්‍රික්කය,யாழ்ப்பாணம் மாவட்டம் ,LK41,Northern,උතුරු පළාත,வட மாகாணம்,LK4,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Valikamam South West (Sandilipay),වලිකාමම් නිරිත (සංදිලිපේ),சண்டிலிப்பாய்,LK4109,,,,,,,,Jaffna,යාපනය දිස්ත්‍රික්කය,யாழ்ப்பாணம் மாவட்டம் ,LK41,Northern,උතුරු පළාත,வட மாகாணம்,LK4,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Valikamam North (Thllippalai),වලිකාමම් උතුර (තෙල්ලිපලෛයි),தெல்லிப்பழை,LK4112,,,,,,,,Jaffna,යාපනය දිස්ත්‍රික්කය,யாழ்ப்பாணம் மாவட்டம் ,LK41,Northern,උතුරු පළාත,வட மாகாணம்,LK4,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Valikamam South (Uduvil),වලිකාමම් දකුණ (උඩුවිල),உடுவில்,LK4115,,,,,,,,Jaffna,යාපනය දිස්ත්‍රික්කය,யாழ்ப்பாணம் மாவட்டம் ,LK41,Northern,උතුරු පළාත,வட மாகாணம்,LK4,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Valikamam East (Kopay),වලිකාමම් නැගෙනහිර (කෝපායි),கோப்பாய்,LK4118,,,,,,,,Jaffna,යාපනය දිස්ත්‍රික්කය,யாழ்ப்பாணம் மாவட்டம் ,LK41,Northern,උතුරු පළාත,வட மாகாணம்,LK4,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Vadamaradchchi South-West (Karaveddy),වඩමාරච්චි නිරිත (කරවෙඩ්ඩිය),கரவெட்டி,LK4121,,,,,,,,Jaffna,යාපනය දිස්ත්‍රික්කය,யாழ்ப்பாணம் மாவட்டம் ,LK41,Northern,උතුරු පළාත,வட மாகாணம்,LK4,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Vadamaradchchi East,වඩමාරච්චි නැගෙනහිර,மருதங்கேணி,LK4124,,,,,,,,Jaffna,යාපනය දිස්ත්‍රික්කය,யாழ்ப்பாணம் மாவட்டம் ,LK41,Northern,උතුරු පළාත,வட மாகாணம்,LK4,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Vadamaradchi North (Point Pedro),වඩමාරච්චි උතුර (පේදුරු තුඩුව),பருத்தித்துறை,LK4127,,,,,,,,Jaffna,යාපනය දිස්ත්‍රික්කය,யாழ்ப்பாணம் மாவட்டம் ,LK41,Northern,උතුරු පළාත,வட மாகாணம்,LK4,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Thenmaradchi (Chavakachcheri),තේන්මාරච්චි (ජාවකච්චේරි),சாவகச்சேரி,LK4130,,,,,,,,Jaffna,යාපනය දිස්ත්‍රික්කය,யாழ்ப்பாணம் மாவட்டம் ,LK41,Northern,උතුරු පළාත,வட மாகாணம்,LK4,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Nallur,නල්ලූර්,நல்லூர்,LK4133,,,,,,,,Jaffna,යාපනය දිස්ත්‍රික්කය,யாழ்ப்பாணம் மாவட்டம் ,LK41,Northern,උතුරු පළාත,வட மாகாணம்,LK4,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Jaffna,යාපනය,யாழ்ப்பாணம்,LK4136,,,,,,,,Jaffna,යාපනය දිස්ත්‍රික්කය,யாழ்ப்பாணம் மாவட்டம் ,LK41,Northern,උතුරු පළාත,வட மாகாணம்,LK4,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Islands South (Velanai),දුපත දකුණ (වෙලනයි),வேலணை,LK4139,,,,,,,,Jaffna,යාපනය දිස්ත්‍රික්කය,யாழ்ப்பாணம் மாவட்டம் ,LK41,Northern,උතුරු පළාත,வட மாகாணம்,LK4,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Delft,ඩෙල්ෆ්,நெடுந்தீவு,LK4142,,,,,,,,Jaffna,යාපනය දිස්ත්‍රික්කය,யாழ்ப்பாணம் மாவட்டம் ,LK41,Northern,උතුරු පළාත,வட மாகாணம்,LK4,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Mannar Town,මන්නාරම නගර,மன்னார் நகரம்,LK4203,,,,,,,,Mannar,මන්නාරම දිස්ත්‍රික්කය,மன்னார் மாவட்டம்,LK42,Northern,උතුරු පළාත,வட மாகாணம்,LK4,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Manthai West,මාන්තෛ බටහිර,மாந்தை மேற்கு,LK4206,,,,,,,,Mannar,මන්නාරම දිස්ත්‍රික්කය,மன்னார் மாவட்டம்,LK42,Northern,උතුරු පළාත,வட மாகாணம்,LK4,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Madhu,මඩු,மடு,LK4209,,,,,,,,Mannar,මන්නාරම දිස්ත්‍රික්කය,மன்னார் மாவட்டம்,LK42,Northern,උතුරු පළාත,வட மாகாணம்,LK4,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Nanaddan,නානාට්ටාන්,நானாட்டான்,LK4212,,,,,,,,Mannar,මන්නාරම දිස්ත්‍රික්කය,மன்னார் மாவட்டம்,LK42,Northern,උතුරු පළාත,வட மாகாணம்,LK4,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Musali,මූසාලේ,முசலி,LK4215,,,,,,,,Mannar,මන්නාරම දිස්ත්‍රික්කය,மன்னார் மாவட்டம்,LK42,Northern,උතුරු පළාත,வட மாகாணம்,LK4,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Vavuniya North,වවුනියාව උතුර,வவுனியா வடக்கு,LK4303,,,,,,,,Vavuniya,වවුනියා දිස්ත්‍රික්කය,வவுனியா மாவட்டம்,LK43,Northern,උතුරු පළාත,வட மாகாணம்,LK4,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Vavuniya South,වවුනියාව දකුණ,வவுனியா தெற்கு,LK4306,,,,,,,,Vavuniya,වවුනියා දිස්ත්‍රික්කය,வவுனியா மாவட்டம்,LK43,Northern,උතුරු පළාත,வட மாகாணம்,LK4,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Vavuniya,වවුනියාව,வவுனியா,LK4309,,,,,,,,Vavuniya,වවුනියා දිස්ත්‍රික්කය,வவுனியா மாவட்டம்,LK43,Northern,උතුරු පළාත,வட மாகாணம்,LK4,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Vengalacheddikulam,වෙන්ගලචෙඩ්ඩිකුලම,வெங்கலச்செட்டிக்குளம்,LK4312,,,,,,,,Vavuniya,වවුනියා දිස්ත්‍රික්කය,வவுனியா மாவட்டம்,LK43,Northern,උතුරු පළාත,வட மாகாணம்,LK4,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Thunukkai,තුනුක්‌කායි,துணுக்காய்,LK4403,,,,,,,,Mullaitivu,මුලතිවු දිස්ත්‍රික්කය,முல்லைத்தீவு மாவட்டம்,LK44,Northern,උතුරු පළාත,வட மாகாணம்,LK4,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Manthai East,මාන්තේ නැගෙනහිර,மாந்தை கிழக்கு,LK4406,,,,,,,,Mullaitivu,මුලතිවු දිස්ත්‍රික්කය,முல்லைத்தீவு மாவட்டம்,LK44,Northern,උතුරු පළාත,வட மாகாணம்,LK4,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Puthukkudiyiruppu,පුදුකුඩිඉරිප්පු,புதுக்குடியிருப்பு,LK4409,,,,,,,,Mullaitivu,මුලතිවු දිස්ත්‍රික්කය,முல்லைத்தீவு மாவட்டம்,LK44,Northern,උතුරු පළාත,வட மாகாணம்,LK4,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Oddusuddan,ඔඩ්ඩුසුඩාන්,ஒட்டுசுட்டான்,LK4412,,,,,,,,Mullaitivu,මුලතිවු දිස්ත්‍රික්කය,முல்லைத்தீவு மாவட்டம்,LK44,Northern,උතුරු පළාත,வட மாகாணம்,LK4,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Maritimepattu,මුහුදුබඩපත්තුව,கரைதுறைப்பற்று,LK4415,,,,,,,,Mullaitivu,මුලතිවු දිස්ත්‍රික්කය,முல்லைத்தீவு மாவட்டம்,LK44,Northern,උතුරු පළාත,வட மாகாணம்,LK4,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Welioya,වැලි ඔය,மனல் ஆரு,LK4418,,,,,,,,Mullaitivu,මුලතිවු දිස්ත්‍රික්කය,முல்லைத்தீவு மாவட்டம்,LK44,Northern,උතුරු පළාත,வட மாகாணம்,LK4,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
