#adm3+name+i_eng+is_latn,#adm3+name+i_sin+is_sinh,#adm3+name+i_tam+is_taml,#adm3+code+v_pcode,#adm3+name,#adm3+name+alt1+i_eng+is_latn,#adm3+name+alt2+i_eng+is_latn,#adm3+name+alt1+i_sin+is_sinh,#adm3+name+alt2+i_sin+is_sinh,#adm3+name+alt1+i_tam+is_taml,#adm3+name+alt2+i_tam+is_taml,#adm2+name+i_eng+is_latn,#adm2+name+i_sin+is_sinh,#adm2+name+i_tam+is_taml,#adm2+code+v_pcode,#adm1+name+i_eng+is_latn,#adm1+name+i_sin+is_sinh,#adm1+name+i_tam+is_taml,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#country+name+i_sin+is_sinh,#country+name+i_tam+is_taml,#country+code+v_iso3166p1a2,#date+start,#date+updated,#date+end
Pannala,පන්නල,பன்னலை,LK6178,,,,,,,,Kurunegala,කුරුණෑගල දිස්ත්‍රික්කය,குருநாகல் மாவட்டம்,LK61,North Western,වයඹ පළාත,வட மேல் மாகாணம்,LK6,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Narammala,නාරම්මල,நாரம்மலை,LK6181,,,,,,,,Kurunegala,කුරුණෑගල දිස්ත්‍රික්කය,குருநாகல் மாவட்டம்,LK61,North Western,වයඹ පළාත,வட மேல் மாகாணம்,LK6,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Alawwa,අලව්ව,அலவை,LK6184,,,,,,,,Kurunegala,කුරුණෑගල දිස්ත්‍රික්කය,குருநாகல் மாவட்டம்,LK61,North Western,වයඹ පළාත,வட மேல் மாகாணம்,LK6,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Polgahawela,පොල්ගහවෙල,பொல்கஹவெலை,LK6187,,,,,,,,Kurunegala,කුරුණෑගල දිස්ත්‍රික්කය,குருநாகல் மாவட்டம்,LK61,North Western,වයඹ පළාත,வட மேல் மாகாணம்,LK6,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Kalpitiya,කල්පිටිය,கற்பிட்டி,LK6203,,,,,,,,Puttalam,පුත්තලම දිස්ත්‍රික්කය,புத்தளம் மாவட்டம்,LK62,North Western,වයඹ පළාත,வட மேல் மாகாணம்,LK6,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Vanathavilluwa,වනාතවිල්ලුව,வானத்தவில்லு,LK6206,,,,,,,,Puttalam,පුත්තලම දිස්ත්‍රික්කය,புத்தளம் மாவட்டம்,LK62,North Western,වයඹ පළාත,வட மேல் மாகாணம்,LK6,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Karuwalagaswewa,කරුවලගස්වැව,கறுவெலகஸ்வெவை,LK6209,,,,,,,,Puttalam,පුත්තලම දිස්ත්‍රික්කය,புத்தளம் மாவட்டம்,LK62,North Western,වයඹ පළාත,வட மேல் மாகாணம்,LK6,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Nawagattegama,නවගත්තේගම,நவகத்தேகமை,LK6212,,,,,,,,Puttalam,පුත්තලම දිස්ත්‍රික්කය,புத்தளம் மாவட்டம்,LK62,North Western,වයඹ පළාත,வட மேல் மாகாணம்,LK6,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Puttalam,පුත්තලම,புத்தளம்,LK6215,,,,,,,,Puttalam,පුත්තලම දිස්ත්‍රික්කය,புத்தளம் மாவட்டம்,LK62,North Western,වයඹ පළාත,வட மேல் மாகாணம்,LK6,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Mundel,මුන්දලම,முந்தல்,LK6218,,,,,,,,Puttalam,පුත්තලම දිස්ත්‍රික්කය,புத்தளம் மாவட்டம்,LK62,North Western,වයඹ පළාත,வட மேல் மாகாணம்,LK6,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Mahakumbukkadawala,මහකුඹුක්කඩවල,மகாகும்புக்கடவலை,LK6221,,,,,,,,Puttalam,පුත්තලම දිස්ත්‍රික්කය,புத்தளம் மாவட்டம்,LK62,North Western,වයඹ පළාත,வட மேல் மாகாணம்,LK6,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Anamaduwa,ආණමඩුව,ஆனமடுவை,LK6224,,,,,,,,Puttalam,පුත්තලම දිස්ත්‍රික්කය,புத்தளம் மாவட்டம்,LK62,North Western,වයඹ පළාත,வட மேல் மாகாணம்,LK6,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Pallama,පල්ලම,பள்ளமை,LK6227,,,,,,,,Puttalam,පුත්තලම දිස්ත්‍රික්කය,புத்தளம் மாவட்டம்,LK62,North Western,වයඹ පළාත,வட மேல் மாகாணம்,LK6,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Arachchikattuwa,ආරච්චිකට්ටුව,ஆராச்சிக்கட்டு,LK6230,,,,,,,,Puttalam,පුත්තලම දිස්ත්‍රික්කය,புத்தளம் மாவட்டம்,LK62,North Western,වයඹ පළාත,வட மேல் மாகாணம்,LK6,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Chilaw,හලාවත,சிலாபம்,LK6233,,,,,,,,Puttalam,පුත්තලම දිස්ත්‍රික්කය,புத்தளம் மாவட்டம்,LK62,North Western,වයඹ පළාත,வட மேல் மாகாணம்,LK6,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Madampe,මාදම්පෙ,மாதம்பை,LK6236,,,,,,,,Puttalam,පුත්තලම දිස්ත්‍රික්කය,புத்தளம் மாவட்டம்,LK62,North Western,වයඹ පළාත,வட மேல் மாகாணம்,LK6,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Mahawewa,මහවැව,மகாவெவை,LK6239,,,,,,,,Puttalam,පුත්තලම දිස්ත්‍රික්කය,புத்தளம் மாவட்டம்,LK62,North Western,වයඹ පළාත,வட மேல் மாகாணம்,LK6,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Nattandiya,නාත්තන්ඩිය,நாத்தாண்டி,LK6242,,,,,,,,Puttalam,පුත්තලම දිස්ත්‍රික්කය,புத்தளம் மாவட்டம்,LK62,North Western,වයඹ පළාත,வட மேல் மாகாணம்,LK6,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Wennappuwa,වෙන්නප්පුව,வென்னப்புவை,LK6245,,,,,,,,Puttalam,පුත්තලම දිස්ත්‍රික්කය,புத்தளம் மாவட்டம்,LK62,North Western,වයඹ පළාත,வட மேல் மாகாணம்,LK6,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Dankotuwa,දංකොටුව,தங்கொட்டுவை,LK6248,,,,,,,,Puttalam,පුත්තලම දිස්ත්‍රික්කය,புத்தளம் மாவட்டம்,LK62,North Western,වයඹ පළාත,வட மேல் மாகாணம்,LK6,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Padaviya,පදවිය,பதவியா,LK7103,,,,,,,,Anuradhapura,අනුරාධපුර දිස්ත්‍රික්කය,அனுராதபுரம் மாவட்டம்,LK71,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Kebithigollewa,කැඹිතිගොල්ලෑව,கெப்பிட்டிக்கொல்லாவை,LK7106,,,,,,,,Anuradhapura,අනුරාධපුර දිස්ත්‍රික්කය,அனுராதபுரம் மாவட்டம்,LK71,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Medawachchiya,මැදවච්චිය,மதவாச்சி,LK7109,,,,,,,,Anuradhapura,අනුරාධපුර දිස්ත්‍රික්කය,அனுராதபுரம் மாவட்டம்,LK71,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Mahawilachchiya,මහාවිලච්චිය,மகாவிலாச்சி,LK7112,,,,,,,,Anuradhapura,අනුරාධපුර දිස්ත්‍රික්කය,அனுராதபுரம் மாவட்டம்,LK71,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Nuwaragam Palatha Central,නුවරගම් පළාත මධ්‍යම,நுவரகமை பலாத்தை மத்தி,LK7115,,,,,,,,Anuradhapura,අනුරාධපුර දිස්ත්‍රික්කය,அனுராதபுரம் மாவட்டம்,LK71,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Rambewa,රඹෑව,இறம்பாவை,LK7118,,,,,,,,Anuradhapura,අනුරාධපුර දිස්ත්‍රික්කය,அனுராதபுரம் மாவட்டம்,LK71,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Kahatagasdigiliya,කහටගස්දිගිලිය,ககட்டகஸ்திகிலியை,LK7121,,,,,,,,Anuradhapura,අනුරාධපුර දිස්ත්‍රික්කය,அனுராதபுரம் மாவட்டம்,LK71,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Horowpathana,හොරොව්පොතාන,கொரவப்பொத்தானை,LK7124,,,,,,,,Anuradhapura,අනුරාධපුර දිස්ත්‍රික්කය,அனுராதபுரம் மாவட்டம்,LK71,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Galenbidunuwewa,ගලෙන්බිදුනුවැව,கலன்பிந்துனுவெவை,LK7127,,,,,,,,Anuradhapura,අනුරාධපුර දිස්ත්‍රික්කය,அனுராதபுரம் மாவட்டம்,LK71,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Mihinthale,මිහින්තලේ,மிகிந்தலை,LK7130,,,,,,,,Anuradhapura,අනුරාධපුර දිස්ත්‍රික්කය,அனுராதபுரம் மாவட்டம்,LK71,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Nuwaragam Palatha East,නුවරගම් පළාත නැගෙනහිර,நுவரகமை பலாத்தை கிழக்கு,LK7133,,,,,,,,Anuradhapura,අනුරාධපුර දිස්ත්‍රික්කය,அனுராதபுரம் மாவட்டம்,LK71,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Nachchaduwa,නච්චදූව,நாச்சாதுவை,LK7136,,,,,,,,Anuradhapura,අනුරාධපුර දිස්ත්‍රික්කය,அனுராதபுரம் மாவட்டம்,LK71,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Nochchiyagama,නොච්චියාගම,நொச்சியாகமை,LK7139,,,,,,,,Anuradhapura,අනුරාධපුර දිස්ත්‍රික්කය,அனுராதபுரம் மாவட்டம்,LK71,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Rajanganaya,රාජාංගනය,இராஜாங்கனை,LK7142,,,,,,,,Anuradhapura,අනුරාධපුර දිස්ත්‍රික්කය,அனுராதபுரம் மாவட்டம்,LK71,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Thambuththegama,තඹුත්තේගම,தம்புத்தேகமை,LK7145,,,,,,,,Anuradhapura,අනුරාධපුර දිස්ත්‍රික්කය,அனுராதபுரம் மாவட்டம்,LK71,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Thalawa,තලාව,தலாவை,LK7148,,,,,,,,Anuradhapura,අනුරාධපුර දිස්ත්‍රික්කය,அனுராதபுரம் மாவட்டம்,LK71,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Thirappane,තිරප්පනේ,திறப்பனை,LK7151,,,,,,,,Anuradhapura,අනුරාධපුර දිස්ත්‍රික්කය,அனுராதபுரம் மாவட்டம்,LK71,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Kekirawa,කැකිරාව,கெக்கிராவை,LK7154,,,,,,,,Anuradhapura,අනුරාධපුර දිස්ත්‍රික්කය,அனுராதபுரம் மாவட்டம்,LK71,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Palugaswewa,පලුගස්වැව,பலுகஸ்வெவை,LK7157,,,,,,,,Anuradhapura,අනුරාධපුර දිස්ත්‍රික්කය,அனுராதபுரம் மாவட்டம்,LK71,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Ipalogama,ඉපලෝගම,இபலோகமை,LK7160,,,,,,,,Anuradhapura,අනුරාධපුර දිස්ත්‍රික්කය,அனுராதபுரம் மாவட்டம்,LK71,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Galnewa,ගල්නෑව,கல்னேவை,LK7163,,,,,,,,Anuradhapura,අනුරාධපුර දිස්ත්‍රික්කය,அனுராதபுரம் மாவட்டம்,LK71,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Palagala,පළාගල,பலாகலை,LK7166,,,,,,,,Anuradhapura,අනුරාධපුර දිස්ත්‍රික්කය,அனுராதபுரம் மாவட்டம்,LK71,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Higurakgoda,හිඟුරක්ගොඩ,இங்குராகொடை,LK7203,,,,,,,,Polonnaruwa,පොළොන්නරුව දිස්ත්‍රික්කය,பொலன்னறுவை மாவட்டம்,LK72,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Medirigiriya,මැදිරිගිරිය,மெதிரிகிரியை,LK7206,,,,,,,,Polonnaruwa,පොළොන්නරුව දිස්ත්‍රික්කය,பொலன்னறுவை மாவட்டம்,LK72,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Lankapura,ලංකාපුර,இலங்காபுரம்,LK7209,,,,,,,,Polonnaruwa,පොළොන්නරුව දිස්ත්‍රික්කය,பொலன்னறுவை மாவட்டம்,LK72,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Welikanda,වැලිකන්ද,வெலிக்கந்தை,LK7210,,,,,,,,Polonnaruwa,පොළොන්නරුව දිස්ත්‍රික්කය,பொலன்னறுவை மாவட்டம்,LK72,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Dimbulagala,දිඹුලාගල,திம்புலாகலை,LK7212,,,,,,,,Polonnaruwa,පොළොන්නරුව දිස්ත්‍රික්කය,பொலன்னறுவை மாவட்டம்,LK72,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Thamankaduwa,තමන්කඩුව,தமன்கடுவை,LK7215,,,,,,,,Polonnaruwa,පොළොන්නරුව දිස්ත්‍රික්කය,பொலன்னறுவை மாவட்டம்,LK72,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Elahera,ඇලහැර,எலகெரை,LK7218,,,,,,,,Polonnaruwa,පොළොන්නරුව දිස්ත්‍රික්කය,பொலன்னறுவை மாவட்டம்,LK72,North Central,උතුරු මැද පළාත,வட மத்திய மாகாணம்,LK7,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Mahiyanganaya,මහියංගනය,மகியங்கனை,LK8103,,,,,,,,Badulla,බදුල්ල දිස්ත්‍රික්කය,பதுளை மாவட்டம்,LK81,Uva,ඌව පළාත,ஊவா மாகாணம்,LK8,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Rideemaliyadda,රිදීමාලියැද්ද,றிதிமாலியத்தை,LK8106,,,,,,,,Badulla,බදුල්ල දිස්ත්‍රික්කය,பதுளை மாவட்டம்,LK81,Uva,ඌව පළාත,ஊவா மாகாணம்,LK8,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Meegahakiula,මීගහකිවුල,மீகாககிவுலை,LK8109,,,,,,,,Badulla,බදුල්ල දිස්ත්‍රික්කය,பதுளை மாவட்டம்,LK81,Uva,ඌව පළාත,ஊவா மாகாணம்,LK8,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Kandeketiya,කන්දෙකැටිය,கந்தகெட்டிய,LK8112,,,,,,,,Badulla,බදුල්ල දිස්ත්‍රික්කය,பதுளை மாவட்டம்,LK81,Uva,ඌව පළාත,ஊவா மாகாணம்,LK8,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Soranathota,සොරණාතොට,சொரணாதோட்டை,LK8115,,,,,,,,Badulla,බදුල්ල දිස්ත්‍රික්කය,பதுளை மாவட்டம்,LK81,Uva,ඌව පළාත,ஊவா மாகாணம்,LK8,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Passara,පස්සර,பசறை,LK8118,,,,,,,,Badulla,බදුල්ල දිස්ත්‍රික්කය,பதுளை மாவட்டம்,LK81,Uva,ඌව පළාත,ஊவா மாகாணம்,LK8,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Lunugala,ලුණුගල,லுணுகலை,LK8119,,,,,,,,Badulla,බදුල්ල දිස්ත්‍රික්කය,பதுளை மாவட்டம்,LK81,Uva,ඌව පළාත,ஊவா மாகாணம்,LK8,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Badulla,බදුල්ල,பதுளை,LK8121,,,,,,,,Badulla,බදුල්ල දිස්ත්‍රික්කය,பதுளை மாவட்டம்,LK81,Uva,ඌව පළාත,ஊவா மாகாணம்,LK8,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Hali-Ela,හාලිඇල,ஆலி-எலை,LK8124,,,,,,,,Badulla,බදුල්ල දිස්ත්‍රික්කය,பதுளை மாவட்டம்,LK81,Uva,ඌව පළාත,ஊவா மாகாணம்,LK8,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Uvaparanagama,ඌවපරණගම,ஊவா பறணகமை,LK8127,,,,,,,,Badulla,බදුල්ල දිස්ත්‍රික්කය,பதுளை மாவட்டம்,LK81,Uva,ඌව පළාත,ஊவா மாகாணம்,LK8,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Welimada,වැලිමඩ,வெலிமடை,LK8130,,,,,,,,Badulla,බදුල්ල දිස්ත්‍රික්කය,பதுளை மாவட்டம்,LK81,Uva,ඌව පළාත,ஊவா மாகாணம்,LK8,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Bandarawela,බණ්ඩාරවෙල,பண்டாரவளை,LK8133,,,,,,,,Badulla,බදුල්ල දිස්ත්‍රික්කය,பதுளை மாவட்டம்,LK81,Uva,ඌව පළාත,ஊவா மாகாணம்,LK8,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Ella,ඇල්ල,எல்லை,LK8136,,,,,,,,Badulla,බදුල්ල දිස්ත්‍රික්කය,பதுளை மாவட்டம்,LK81,Uva,ඌව පළාත,ஊவா மாகாணம்,LK8,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Haputale,හපුතලේ,அப்புத்தளை,LK8139,,,,,,,,Badulla,බදුල්ල දිස්ත්‍රික්කය,பதுளை மாவட்டம்,LK81,Uva,ඌව පළාත,ஊவா மாகாணம்,LK8,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Haldummulla,හල්දුම්මුල්ල,ஹல்துமுல்லை,LK8142,,,,,,,,Badulla,බදුල්ල දිස්ත්‍රික්කය,பதுளை மாவட்டம்,LK81,Uva,ඌව පළාත,ஊவா மாகாணம்,LK8,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Bibile,බිබිල,பிபிலை,LK8203,,,,,,,,Monaragala,මොණරාගල දිස්ත්‍රික්කය,மொணராகலை மாவட்டம்,LK82,Uva,ඌව පළාත,ஊவா மாகாணம்,LK8,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Madulla,මඩුල්ල,மதுள்ளை,LK8206,,,,,,,,Monaragala,මොණරාගල දිස්ත්‍රික්කය,மொணராகலை மாவட்டம்,LK82,Uva,ඌව පළාත,ஊவா மாகாணம்,LK8,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Medagama,මැදගම,மெதகமை,LK8209,,,,,,,,Monaragala,මොණරාගල දිස්ත්‍රික්කය,மொணராகலை மாவட்டம்,LK82,Uva,ඌව පළාත,ஊவா மாகாணம்,LK8,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Siyambalanduwa,සියඹලාණ්ඩුව,சியம்பலான்டுவை,LK8212,,,,,,,,Monaragala,මොණරාගල දිස්ත්‍රික්කය,மொணராகலை மாவட்டம்,LK82,Uva,ඌව පළාත,ஊவா மாகாணம்,LK8,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Monaragala,මොණරාගල,மொனராகலை,LK8215,,,,,,,,Monaragala,මොණරාගල දිස්ත්‍රික්කය,மொணராகலை மாவட்டம்,LK82,Uva,ඌව පළාත,ஊவா மாகாணம்,LK8,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Badalkumbura,බඩල්කුඹුර,படல்கும்புரை,LK8218,,,,,,,,Monaragala,මොණරාගල දිස්ත්‍රික්කය,மொணராகலை மாவட்டம்,LK82,Uva,ඌව පළාත,ஊவா மாகாணம்,LK8,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Wellawaya,වැල්ලවාය,வெல்லவாய,LK8221,,,,,,,,Monaragala,මොණරාගල දිස්ත්‍රික්කය,மொணராகலை மாவட்டம்,LK82,Uva,ඌව පළාත,ஊவா மாகாணம்,LK8,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Buttala,බුත්තල,புத்தலை,LK8224,,,,,,,,Monaragala,මොණරාගල දිස්ත්‍රික්කය,மொணராகலை மாவட்டம்,LK82,Uva,ඌව පළාත,ஊவா மாகாணம்,LK8,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Katharagama,කතරගම,கதிர்காமம்,LK8227,,,,,,,,Monaragala,මොණරාගල දිස්ත්‍රික්කය,மொணராகலை மாவட்டம்,LK82,Uva,ඌව පළාත,ஊவா மாகாணம்,LK8,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Thanamalwila,තණමල්විල,தனமல்விலை,LK8230,,,,,,,,Monaragala,මොණරාගල දිස්ත්‍රික්කය,மொணராகலை மாவட்டம்,LK82,Uva,ඌව පළාත,ஊவா மாகாணம்,LK8,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Sevanagala,සෙවනගල,செவனகலை,LK8233,,,,,,,,Monaragala,මොණරාගල දිස්ත්‍රික්කය,மொணராகலை மாவட்டம்,LK82,Uva,ඌව පළාත,ஊவா மாகாணம்,LK8,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Eheliyagoda,ඇහැලියගොඩ,எகலியகொடை,LK9103,,,,,,,,Ratnapura,රත්නපුර දිස්ත්‍රික්කය,இரத்தினபுரம் மாவட்டம்,LK91,Sabaragamuwa,සබරගමුව පළාත,சபரகமுவ மாகாணம்,LK9,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Kuruvita,කුරුවිට,குருவிட்டை,LK9106,,,,,,,,Ratnapura,රත්නපුර දිස්ත්‍රික්කය,இரத்தினபுரம் மாவட்டம்,LK91,Sabaragamuwa,සබරගමුව පළාත,சபரகமுவ மாகாணம்,LK9,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Kiriella,කිරිඇල්ල,கிரியெல்லை,LK9109,,,,,,,,Ratnapura,රත්නපුර දිස්ත්‍රික්කය,இரத்தினபுரம் மாவட்டம்,LK91,Sabaragamuwa,සබරගමුව පළාත,சபரகமுவ மாகாணம்,LK9,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
Ratnapura,රත්නපුර,இரத்தினபுரி,LK9112,,,,,,,,Ratnapura,රත්නපුර දිස්ත්‍රික්කය,இரத்தினபுரம் மாவட்டம்,LK91,Sabaragamuwa,සබරගමුව පළාත,சபரகமுவ மாகாணம்,LK9,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
