#country+name+i_eng+is_latn,#country+name+i_kat+is_geor,#country+code+v_iso3166p1a2,#country+name,#country+name+alt1+i_eng+is_latn,#country+name+alt2+i_eng+is_latn,#country+name+alt1+i_kat+is_geor,#country+name+alt2+i_kat+is_geor,#date+start,#date+updated,#date+end
Georgia,საქართველო,GE,,,,,,2019-08-28,2020-05-20,
