#country+name+i_spa+is_latn,#country+code+v_iso3166p1a2,#country+name,#country+name+alt1+i_spa+is_latn,#country+name+alt2+i_spa+is_latn,#date+start,#date+updated,#date+end
Panamá,PA,Panama,,,2020-06-15,2021-10-27,
