#adm2+name+i_eng+is_latn,#adm2+code+v_pcode,#adm2+name,#adm2+name+alt1+i_eng+is_latn,#adm2+name+alt2+i_eng+is_latn,#adm1+name+i_eng+is_latn,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#country+code+v_iso3166p1a2,#date+start,#date+updated,#date+end
Jenin,PS0101,,,,West Bank,PS01,State of Palestine (the),PS,2021-03-10,2021-08-10,
Tubas,PS0105,,,,West Bank,PS01,State of Palestine (the),PS,2021-03-10,2021-08-10,
Tulkarm,PS0110,,,,West Bank,PS01,State of Palestine (the),PS,2021-03-10,2021-08-10,
Nablus,PS0115,,,,West Bank,PS01,State of Palestine (the),PS,2021-03-10,2021-08-10,
Qalqilya,PS0120,,,,West Bank,PS01,State of Palestine (the),PS,2021-03-10,2021-08-10,
Salfit,PS0125,,,,West Bank,PS01,State of Palestine (the),PS,2021-03-10,2021-08-10,
Ramallah,PS0130,,,,West Bank,PS01,State of Palestine (the),PS,2021-03-10,2021-08-10,
Jericho,PS0135,,,,West Bank,PS01,State of Palestine (the),PS,2021-03-10,2021-08-10,
Jerusalem,PS0140,,,,West Bank,PS01,State of Palestine (the),PS,2021-03-10,2021-08-10,
Bethlehem,PS0145,,,,West Bank,PS01,State of Palestine (the),PS,2021-03-10,2021-08-10,
Hebron,PS0150,,,,West Bank,PS01,State of Palestine (the),PS,2021-03-10,2021-08-10,
North Gaza,PS0255,,,,Gaza Strip,PS02,State of Palestine (the),PS,2021-03-10,2021-08-10,
Gaza,PS0260,,,,Gaza Strip,PS02,State of Palestine (the),PS,2021-03-10,2021-08-10,
Deir Al-Balah,PS0265,,,,Gaza Strip,PS02,State of Palestine (the),PS,2021-03-10,2021-08-10,
Khan Younis,PS0270,,,,Gaza Strip,PS02,State of Palestine (the),PS,2021-03-10,2021-08-10,
Rafah,PS0275,,,,Gaza Strip,PS02,State of Palestine (the),PS,2021-03-10,2021-08-10,
