#adm1+name+i_eng+is_latn,#adm1+code+v_pcode,#adm1+name,#adm1+name+alt1+i_eng+is_latn,#adm1+name+alt2+i_eng+is_latn,#country+name+i_eng+is_latn,#country+code+v_iso3166p1a2,#date+start,#date+updated,#date+end
Carriacou,GD01,,,,Grenada,GD,2017-09-08,2021-12-03,
Saint Andrew,GD02,,,,Grenada,GD,2017-09-08,2021-12-03,
Saint David,GD03,,,,Grenada,GD,2017-09-08,2021-12-03,
Saint George,GD04,,,,Grenada,GD,2017-09-08,2021-12-03,
Saint John,GD05,,,,Grenada,GD,2017-09-08,2021-12-03,
Saint Mark,GD06,,,,Grenada,GD,2017-09-08,2021-12-03,
Saint Patrick,GD07,,,,Grenada,GD,2017-09-08,2021-12-03,
