#country+name+i_slk+is_latn,#country+code+v_iso3166p1a2,#country+name,#country+name+alt1+i_slk+is_latn,#country+name+alt2+i_slk+is_latn,#date+start,#date+updated,#date+end
Slovensko,SK,,,,2022-03-09,2022-03-22,
