#country+name+i_eng+is_latn,#country+name+i_ara+is_arab,#country+code+v_iso3166p1a2,#country+name,#country+name+alt1+i_eng+is_latn,#country+name+alt2+i_eng+is_latn,#country+name+alt1+i_ara+is_arab,#country+name+alt2+i_ara+is_arab,#date+start,#date+updated,#date+end
Sudan (the),السودان‎,SD,,,,,,2020-09-03,2020-09-03,
