#country+name+i_eng+is_latn,#country+name+i_swa+is_latn,#country+code+v_iso3166p1a2,#country+name,#country+name+alt1+i_eng+is_latn,#country+name+alt2+i_eng+is_latn,#country+name+alt1+i_swa+is_latn,#country+name+alt2+i_swa+is_latn,#date+start,#date+updated,#date+end
United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,,,,,,2018-10-19,2018-10-22,
