#country+name+i_eng+is_latn,#country+name+i_vie+is_latn,#country+code+v_iso3166p1a2,#country+name,#country+name+alt1+i_eng+is_latn,#country+name+alt2+i_eng+is_latn,#country+name+alt1+i_vie+is_latn,#country+name+alt2+i_vie+is_latn,#date+start,#date+updated,#date+end
Viet Nam,Việt Nam,VN,,,,,,2019-10-01,2020-01-03,
