#adm2+name+i_eng+is_latn,#adm2+code+v_pcode,#adm2+name,#adm2+name+alt1+i_eng+is_latn,#adm2+name+alt2+i_eng+is_latn,#adm1+name+i_eng+is_latn,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#country+code+v_iso3166p1a2,#date+start,#date+updated,#date+end
Ambriz,AO01001,,,,Bengo,AO01,Angola,AO,2018-08-30,2020-11-12,
Dande,AO01002,,,,Bengo,AO01,Angola,AO,2018-08-30,2020-11-12,
Nambuangongo,AO01005,,,,Bengo,AO01,Angola,AO,2018-08-30,2020-11-12,
Bula-Atumba,AO01040,,,,Bengo,AO01,Angola,AO,2018-08-30,2020-11-12,
Dembos-Quibaxe,AO01043,,,,Bengo,AO01,Angola,AO,2018-08-30,2020-11-12,
Pango-Aluquém,AO01047,Pango-Aluquem,,,Bengo,AO01,Angola,AO,2018-08-30,2020-11-12,
Baía Farta,AO02006,Baia Farta,,,Benguela,AO02,Angola,AO,2018-08-30,2020-11-12,
Balombo,AO02007,,,,Benguela,AO02,Angola,AO,2018-08-30,2020-11-12,
Benguela,AO02008,,,,Benguela,AO02,Angola,AO,2018-08-30,2020-11-12,
Bocoio,AO02009,,,,Benguela,AO02,Angola,AO,2018-08-30,2020-11-12,
Caimbambo,AO02010,,,,Benguela,AO02,Angola,AO,2018-08-30,2020-11-12,
Chongoroi,AO02011,,,,Benguela,AO02,Angola,AO,2018-08-30,2020-11-12,
Cubal,AO02012,,,,Benguela,AO02,Angola,AO,2018-08-30,2020-11-12,
Ganda,AO02013,,,,Benguela,AO02,Angola,AO,2018-08-30,2020-11-12,
Lobito,AO02014,,,,Benguela,AO02,Angola,AO,2018-08-30,2020-11-12,
Catumbela,AO02164,,,,Benguela,AO02,Angola,AO,2018-08-30,2020-11-12,
Andulo,AO03015,,,,Bié,AO03,Angola,AO,2018-08-30,2020-11-12,
Camacupa,AO03016,,,,Bié,AO03,Angola,AO,2018-08-30,2020-11-12,
Catabola,AO03017,,,,Bié,AO03,Angola,AO,2018-08-30,2020-11-12,
Chinguar,AO03018,,,,Bié,AO03,Angola,AO,2018-08-30,2020-11-12,
Chitembo,AO03019,,,,Bié,AO03,Angola,AO,2018-08-30,2020-11-12,
Cuemba,AO03020,,,,Bié,AO03,Angola,AO,2018-08-30,2020-11-12,
Cunhinga,AO03021,,,,Bié,AO03,Angola,AO,2018-08-30,2020-11-12,
Cuito (Kuito),AO03022,,,,Bié,AO03,Angola,AO,2018-08-30,2020-11-12,
N'harea,AO03023,Nharea,,,Bié,AO03,Angola,AO,2018-08-30,2020-11-12,
Belize,AO04024,,,,Cabinda,AO04,Angola,AO,2018-08-30,2020-11-12,
Buco Zau,AO04025,,,,Cabinda,AO04,Angola,AO,2018-08-30,2020-11-12,
Cabinda,AO04026,,,,Cabinda,AO04,Angola,AO,2018-08-30,2020-11-12,
Cacongo (Landana),AO04027,,,,Cabinda,AO04,Angola,AO,2018-08-30,2020-11-12,
Calai,AO05028,,,,Cuando Cubango,AO05,Angola,AO,2018-08-30,2020-11-12,
Cuangar,AO05029,,,,Cuando Cubango,AO05,Angola,AO,2018-08-30,2020-11-12,
Cuchi,AO05030,,,,Cuando Cubango,AO05,Angola,AO,2018-08-30,2020-11-12,
Cuito Cuanavale,AO05031,,,,Cuando Cubango,AO05,Angola,AO,2018-08-30,2020-11-12,
Dirico,AO05032,,,,Cuando Cubango,AO05,Angola,AO,2018-08-30,2020-11-12,
Mavinga,AO05033,,,,Cuando Cubango,AO05,Angola,AO,2018-08-30,2020-11-12,
Menongue,AO05034,,,,Cuando Cubango,AO05,Angola,AO,2018-08-30,2020-11-12,
Nancova,AO05035,,,,Cuando Cubango,AO05,Angola,AO,2018-08-30,2020-11-12,
Rivungo,AO05036,,,,Cuando Cubango,AO05,Angola,AO,2018-08-30,2020-11-12,
Ambaca,AO06037,,,,Cuanza Norte,AO06,Angola,AO,2018-08-30,2020-11-12,
Banga,AO06038,,,,Cuanza Norte,AO06,Angola,AO,2018-08-30,2020-11-12,
Bolongongo,AO06039,,,,Cuanza Norte,AO06,Angola,AO,2018-08-30,2020-11-12,
Cambambe (Kambambe),AO06041,,,,Cuanza Norte,AO06,Angola,AO,2018-08-30,2020-11-12,
Cazengo,AO06042,,,,Cuanza Norte,AO06,Angola,AO,2018-08-30,2020-11-12,
Golungo Alto,AO06044,,,,Cuanza Norte,AO06,Angola,AO,2018-08-30,2020-11-12,
Lucala,AO06045,,,,Cuanza Norte,AO06,Angola,AO,2018-08-30,2020-11-12,
Ngonguembo,AO06046,,,,Cuanza Norte,AO06,Angola,AO,2018-08-30,2020-11-12,
Quiculungo,AO06048,,,,Cuanza Norte,AO06,Angola,AO,2018-08-30,2020-11-12,
Samba Cajú,AO06049,Samba Caju,,,Cuanza Norte,AO06,Angola,AO,2018-08-30,2020-11-12,
Amboim (Gabela),AO07050,,,,Cuanza Sul,AO07,Angola,AO,2018-08-30,2020-11-12,
Cassongue,AO07051,,,,Cuanza Sul,AO07,Angola,AO,2018-08-30,2020-11-12,
Conda,AO07052,,,,Cuanza Sul,AO07,Angola,AO,2018-08-30,2020-11-12,
Ebo,AO07053,,,,Cuanza Sul,AO07,Angola,AO,2018-08-30,2020-11-12,
Libolo (Calulo),AO07054,,,,Cuanza Sul,AO07,Angola,AO,2018-08-30,2020-11-12,
Mussende,AO07055,,,,Cuanza Sul,AO07,Angola,AO,2018-08-30,2020-11-12,
Porto Amboim,AO07056,,,,Cuanza Sul,AO07,Angola,AO,2018-08-30,2020-11-12,
Quibala,AO07057,,,,Cuanza Sul,AO07,Angola,AO,2018-08-30,2020-11-12,
Quilenda,AO07058,,,,Cuanza Sul,AO07,Angola,AO,2018-08-30,2020-11-12,
Seles (Uku Seles),AO07059,,,,Cuanza Sul,AO07,Angola,AO,2018-08-30,2020-11-12,
Sumbe (Ngangula),AO07060,,,,Cuanza Sul,AO07,Angola,AO,2018-08-30,2020-11-12,
Cela (Waku Kungo),AO07061,,,,Cuanza Sul,AO07,Angola,AO,2018-08-30,2020-11-12,
Cahama,AO08062,,,,Cunene,AO08,Angola,AO,2018-08-30,2020-11-12,
Cuanhama,AO08063,,,,Cunene,AO08,Angola,AO,2018-08-30,2020-11-12,
Curoca,AO08064,,,,Cunene,AO08,Angola,AO,2018-08-30,2020-11-12,
Cuvelai,AO08065,,,,Cunene,AO08,Angola,AO,2018-08-30,2020-11-12,
Namacunde,AO08066,,,,Cunene,AO08,Angola,AO,2018-08-30,2020-11-12,
Ombadja,AO08067,,,,Cunene,AO08,Angola,AO,2018-08-30,2020-11-12,
Caconda,AO09068,,,,Huíla,AO09,Angola,AO,2018-08-30,2020-11-12,
Caluquembe,AO09069,,,,Huíla,AO09,Angola,AO,2018-08-30,2020-11-12,
