#adm2+name+i_eng+is_latn,#adm2+code+v_pcode,#adm2+name,#adm2+name+alt1+i_eng+is_latn,#adm2+name+alt2+i_eng+is_latn,#adm1+name+i_eng+is_latn,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#country+code+v_iso3166p1a2,#date+start,#date+updated,#date+end
Chibia,AO09070,,,,Huíla,AO09,Angola,AO,2018-08-30,2020-11-12,
Chicomba,AO09071,,,,Huíla,AO09,Angola,AO,2018-08-30,2020-11-12,
Chipindo,AO09072,,,,Huíla,AO09,Angola,AO,2018-08-30,2020-11-12,
Gambos (ex-Chiange),AO09073,,,,Huíla,AO09,Angola,AO,2018-08-30,2020-11-12,
Humpata,AO09074,,,,Huíla,AO09,Angola,AO,2018-08-30,2020-11-12,
Jamba,AO09075,,,,Huíla,AO09,Angola,AO,2018-08-30,2020-11-12,
Cuvango (Kuvango),AO09076,,,,Huíla,AO09,Angola,AO,2018-08-30,2020-11-12,
Lubango,AO09077,,,,Huíla,AO09,Angola,AO,2018-08-30,2020-11-12,
Matala,AO09078,,,,Huíla,AO09,Angola,AO,2018-08-30,2020-11-12,
Quilengues,AO09079,,,,Huíla,AO09,Angola,AO,2018-08-30,2020-11-12,
Quipungo (Tchipungo),AO09080,,,,Huíla,AO09,Angola,AO,2018-08-30,2020-11-12,
Cacula,AO09165,,,,Huíla,AO09,Angola,AO,2018-08-30,2020-11-12,
Bailundo,AO10081,,,,Huambo,AO10,Angola,AO,2018-08-30,2020-11-12,
Caála,AO10082,Caala,,,Huambo,AO10,Angola,AO,2018-08-30,2020-11-12,
Catchiungo,AO10083,,,,Huambo,AO10,Angola,AO,2018-08-30,2020-11-12,
Ecunha (Ekunha),AO10084,,,,Huambo,AO10,Angola,AO,2018-08-30,2020-11-12,
Huambo,AO10085,,,,Huambo,AO10,Angola,AO,2018-08-30,2020-11-12,
Londuimbale,AO10086,,,,Huambo,AO10,Angola,AO,2018-08-30,2020-11-12,
Longonjo,AO10087,,,,Huambo,AO10,Angola,AO,2018-08-30,2020-11-12,
Mungo,AO10088,,,,Huambo,AO10,Angola,AO,2018-08-30,2020-11-12,
Tchikala-Tcholohanga,AO10089,,,,Huambo,AO10,Angola,AO,2018-08-30,2020-11-12,
Tchinjenje,AO10090,,,,Huambo,AO10,Angola,AO,2018-08-30,2020-11-12,
Ukuma,AO10091,,,,Huambo,AO10,Angola,AO,2018-08-30,2020-11-12,
Icolo e Bengo,AO11003,,,,Luanda,AO11,Angola,AO,2018-08-30,2020-11-12,
"Quissama (Muxima, Quiçama)",AO11004,"Quissama (Muxima, Quicama)",,,Luanda,AO11,Angola,AO,2018-08-30,2020-11-12,
Cacuaco,AO11092,,,,Luanda,AO11,Angola,AO,2018-08-30,2020-11-12,
Cazenga,AO11093,,,,Luanda,AO11,Angola,AO,2018-08-30,2020-11-12,
Luanda,AO11094,,,,Luanda,AO11,Angola,AO,2018-08-30,2020-11-12,
Belas (Samba),AO11098,,,,Luanda,AO11,Angola,AO,2018-08-30,2020-11-12,
Viana,AO11100,,,,Luanda,AO11,Angola,AO,2018-08-30,2020-11-12,
Cambulo,AO12101,,,,Lunda Norte,AO12,Angola,AO,2018-08-30,2020-11-12,
Capenda-Camulemba,AO12102,,,,Lunda Norte,AO12,Angola,AO,2018-08-30,2020-11-12,
Caungula,AO12103,,,,Lunda Norte,AO12,Angola,AO,2018-08-30,2020-11-12,
Chitato (Lóvua),AO12104,Chitato (Lovua),,,Lunda Norte,AO12,Angola,AO,2018-08-30,2020-11-12,
Cuango,AO12105,,,,Lunda Norte,AO12,Angola,AO,2018-08-30,2020-11-12,
Cuilo,AO12106,,,,Lunda Norte,AO12,Angola,AO,2018-08-30,2020-11-12,
Lubalo,AO12107,,,,Lunda Norte,AO12,Angola,AO,2018-08-30,2020-11-12,
Lucapa,AO12108,,,,Lunda Norte,AO12,Angola,AO,2018-08-30,2020-11-12,
Xá-Muteba,AO12109,Xa-Muteba,,,Lunda Norte,AO12,Angola,AO,2018-08-30,2020-11-12,
Cacolo,AO13110,,,,Lunda Sul,AO13,Angola,AO,2018-08-30,2020-11-12,
Dala,AO13111,,,,Lunda Sul,AO13,Angola,AO,2018-08-30,2020-11-12,
Muconda,AO13112,,,,Lunda Sul,AO13,Angola,AO,2018-08-30,2020-11-12,
Saurimo,AO13113,,,,Lunda Sul,AO13,Angola,AO,2018-08-30,2020-11-12,
Cacuso,AO14114,,,,Malanje,AO14,Angola,AO,2018-08-30,2020-11-12,
Calandula,AO14115,,,,Malanje,AO14,Angola,AO,2018-08-30,2020-11-12,
Cambundi-Catembo,AO14116,,,,Malanje,AO14,Angola,AO,2018-08-30,2020-11-12,
Cangandala,AO14117,,,,Malanje,AO14,Angola,AO,2018-08-30,2020-11-12,
Cahombo,AO14118,,,,Malanje,AO14,Angola,AO,2018-08-30,2020-11-12,
Kiuaba-N'Zoji (Cuaba Nzogo),AO14119,Kiuaba-NZoji (Cuaba Nzogo),,,Malanje,AO14,Angola,AO,2018-08-30,2020-11-12,
Cunda-dia-Baze,AO14120,,,,Malanje,AO14,Angola,AO,2018-08-30,2020-11-12,
Luquembo,AO14121,,,,Malanje,AO14,Angola,AO,2018-08-30,2020-11-12,
Malanje,AO14122,,,,Malanje,AO14,Angola,AO,2018-08-30,2020-11-12,
Marimba,AO14123,,,,Malanje,AO14,Angola,AO,2018-08-30,2020-11-12,
Massango,AO14124,,,,Malanje,AO14,Angola,AO,2018-08-30,2020-11-12,
Mucari,AO14125,,,,Malanje,AO14,Angola,AO,2018-08-30,2020-11-12,
Quela,AO14126,,,,Malanje,AO14,Angola,AO,2018-08-30,2020-11-12,
Quirima,AO14127,,,,Malanje,AO14,Angola,AO,2018-08-30,2020-11-12,
Alto Zambeze,AO15128,,,,Moxico,AO15,Angola,AO,2018-08-30,2020-11-12,
Camanongue,AO15129,,,,Moxico,AO15,Angola,AO,2018-08-30,2020-11-12,
Cameia (Lumeje),AO15130,,,,Moxico,AO15,Angola,AO,2018-08-30,2020-11-12,
Léua,AO15131,Leua,,,Moxico,AO15,Angola,AO,2018-08-30,2020-11-12,
Luau,AO15132,,,,Moxico,AO15,Angola,AO,2018-08-30,2020-11-12,
Luacano,AO15133,,,,Moxico,AO15,Angola,AO,2018-08-30,2020-11-12,
Luchazes,AO15134,,,,Moxico,AO15,Angola,AO,2018-08-30,2020-11-12,
Bundas (Lumbala-Nguimbo),AO15135,,,,Moxico,AO15,Angola,AO,2018-08-30,2020-11-12,
Luena,AO15136,,,,Moxico,AO15,Angola,AO,2018-08-30,2020-11-12,
Bibala,AO16137,,,,Namibe,AO16,Angola,AO,2018-08-30,2020-11-12,
Camucuio,AO16138,,,,Namibe,AO16,Angola,AO,2018-08-30,2020-11-12,
Namibe,AO16139,,,,Namibe,AO16,Angola,AO,2018-08-30,2020-11-12,
Tômbwa (Porto Alexandre),AO16140,Tombwa (Porto Alexandre),,,Namibe,AO16,Angola,AO,2018-08-30,2020-11-12,
Virei,AO16141,,,,Namibe,AO16,Angola,AO,2018-08-30,2020-11-12,
Cangola (Alto Cauale),AO17142,,,,Uíge,AO17,Angola,AO,2018-08-30,2020-11-12,
Ambuíla,AO17143,Ambuila,,,Uíge,AO17,Angola,AO,2018-08-30,2020-11-12,
Bembe,AO17144,,,,Uíge,AO17,Angola,AO,2018-08-30,2020-11-12,
Buengas,AO17145,,,,Uíge,AO17,Angola,AO,2018-08-30,2020-11-12,
Bungo,AO17146,,,,Uíge,AO17,Angola,AO,2018-08-30,2020-11-12,
Damba,AO17147,,,,Uíge,AO17,Angola,AO,2018-08-30,2020-11-12,
Maquela do Zombo,AO17148,,,,Uíge,AO17,Angola,AO,2018-08-30,2020-11-12,
Milunga,AO17149,,,,Uíge,AO17,Angola,AO,2018-08-30,2020-11-12,
Mucaba,AO17150,,,,Uíge,AO17,Angola,AO,2018-08-30,2020-11-12,
Negage,AO17151,,,,Uíge,AO17,Angola,AO,2018-08-30,2020-11-12,
Puri,AO17152,,,,Uíge,AO17,Angola,AO,2018-08-30,2020-11-12,
Quimbele,AO17153,,,,Uíge,AO17,Angola,AO,2018-08-30,2020-11-12,
Quitexe,AO17154,,,,Uíge,AO17,Angola,AO,2018-08-30,2020-11-12,
Sanza Pombo,AO17155,,,,Uíge,AO17,Angola,AO,2018-08-30,2020-11-12,
Songo,AO17156,,,,Uíge,AO17,Angola,AO,2018-08-30,2020-11-12,
Uíge,AO17157,Uige,,,Uíge,AO17,Angola,AO,2018-08-30,2020-11-12,
Cuimba,AO18158,,,,Zaire,AO18,Angola,AO,2018-08-30,2020-11-12,
Mbanza Congo,AO18159,,,,Zaire,AO18,Angola,AO,2018-08-30,2020-11-12,
N'Zeto,AO18160,NZeto,,,Zaire,AO18,Angola,AO,2018-08-30,2020-11-12,
Nóqui,AO18161,Noqui,,,Zaire,AO18,Angola,AO,2018-08-30,2020-11-12,
Soyo,AO18162,,,,Zaire,AO18,Angola,AO,2018-08-30,2020-11-12,
Tomboco,AO18163,,,,Zaire,AO18,Angola,AO,2018-08-30,2020-11-12,
