#adm2+name+i_eng+is_latn,#adm2+code+v_pcode,#adm2+name,#adm2+name+alt1+i_eng+is_latn,#adm2+name+alt2+i_eng+is_latn,#adm1+name+i_eng+is_latn,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#country+code+v_iso3166p1a2,#date+start,#date+updated,#date+end
Gaua,VU01053,,,,Torba,VU01,Vanuatu,VU,2018-09-12,2021-09-30,
Vanua Lava,VU01054,,,,Torba,VU01,Vanuatu,VU,2018-09-12,2021-09-30,
Torres,VU01055,,,,Torba,VU01,Vanuatu,VU,2018-09-12,2021-09-30,
Motalava,VU01063,,,,Torba,VU01,Vanuatu,VU,2018-09-12,2021-09-30,
Mota,VU01064,,,,Torba,VU01,Vanuatu,VU,2018-09-12,2021-09-30,
Merelava,VU01065,,,,Torba,VU01,Vanuatu,VU,2018-09-12,2021-09-30,
Ureparapara,VU01066,,,,Torba,VU01,Vanuatu,VU,2018-09-12,2021-09-30,
Luganville,VU02001,,,,Sanma,VU02,Vanuatu,VU,2018-09-12,2021-09-30,
East Malo,VU02042,,,,Sanma,VU02,Vanuatu,VU,2018-09-12,2021-09-30,
West Malo,VU02043,,,,Sanma,VU02,Vanuatu,VU,2018-09-12,2021-09-30,
North West Santo,VU02044,,,,Sanma,VU02,Vanuatu,VU,2018-09-12,2021-09-30,
South Santo,VU02045,,,,Sanma,VU02,Vanuatu,VU,2018-09-12,2021-09-30,
South East Santo,VU02046,,,,Sanma,VU02,Vanuatu,VU,2018-09-12,2021-09-30,
North Santo,VU02047,,,,Sanma,VU02,Vanuatu,VU,2018-09-12,2021-09-30,
West Santo,VU02048,,,,Sanma,VU02,Vanuatu,VU,2018-09-12,2021-09-30,
East Santo,VU02056,,,,Sanma,VU02,Vanuatu,VU,2018-09-12,2021-09-30,
Canal - Fanafo,VU02061,,,,Sanma,VU02,Vanuatu,VU,2018-09-12,2021-09-30,
North Maewo,VU03014,,,,Penama,VU03,Vanuatu,VU,2018-09-12,2021-09-30,
South Maewo,VU03015,,,,Penama,VU03,Vanuatu,VU,2018-09-12,2021-09-30,
South Pentecost,VU03016,,,,Penama,VU03,Vanuatu,VU,2018-09-12,2021-09-30,
North Pentecost,VU03017,,,,Penama,VU03,Vanuatu,VU,2018-09-12,2021-09-30,
Central Pentecost 2,VU03018,,,,Penama,VU03,Vanuatu,VU,2018-09-12,2021-09-30,
South Ambae,VU03049,,,,Penama,VU03,Vanuatu,VU,2018-09-12,2021-09-30,
North Ambae,VU03050,,,,Penama,VU03,Vanuatu,VU,2018-09-12,2021-09-30,
East Ambae,VU03051,,,,Penama,VU03,Vanuatu,VU,2018-09-12,2021-09-30,
West Ambae,VU03052,,,,Penama,VU03,Vanuatu,VU,2018-09-12,2021-09-30,
Central Pentecost 1,VU03060,,,,Penama,VU03,Vanuatu,VU,2018-09-12,2021-09-30,
North West Malekula,VU04006,,,,Malampa,VU04,Vanuatu,VU,2018-09-12,2021-09-30,
North East Malekula,VU04007,,,,Malampa,VU04,Vanuatu,VU,2018-09-12,2021-09-30,
Central Malekula,VU04008,,,,Malampa,VU04,Vanuatu,VU,2018-09-12,2021-09-30,
South East Malekula,VU04009,,,,Malampa,VU04,Vanuatu,VU,2018-09-12,2021-09-30,
West Ambrym,VU04010,,,,Malampa,VU04,Vanuatu,VU,2018-09-12,2021-09-30,
North Ambrym,VU04011,,,,Malampa,VU04,Vanuatu,VU,2018-09-12,2021-09-30,
South East Ambrym,VU04012,,,,Malampa,VU04,Vanuatu,VU,2018-09-12,2021-09-30,
Paama,VU04013,,,,Malampa,VU04,Vanuatu,VU,2018-09-12,2021-09-30,
South Malekula,VU04058,,,,Malampa,VU04,Vanuatu,VU,2018-09-12,2021-09-30,
South West Malekula,VU04059,,,,Malampa,VU04,Vanuatu,VU,2018-09-12,2021-09-30,
Port Vila,VU05002,,,,Shefa,VU05,Vanuatu,VU,2018-09-12,2021-09-30,
Eratap,VU05003,,,,Shefa,VU05,Vanuatu,VU,2018-09-12,2021-09-30,
South Epi,VU05027,,,,Shefa,VU05,Vanuatu,VU,2018-09-12,2021-09-30,
Vermaul,VU05028,,,,Shefa,VU05,Vanuatu,VU,2018-09-12,2021-09-30,
Vermali,VU05029,,,,Shefa,VU05,Vanuatu,VU,2018-09-12,2021-09-30,
Varisu,VU05030,,,,Shefa,VU05,Vanuatu,VU,2018-09-12,2021-09-30,
North Tongoa,VU05031,,,,Shefa,VU05,Vanuatu,VU,2018-09-12,2021-09-30,
Tongariki,VU05032,,,,Shefa,VU05,Vanuatu,VU,2018-09-12,2021-09-30,
Makimae,VU05033,,,,Shefa,VU05,Vanuatu,VU,2018-09-12,2021-09-30,
Emau,VU05034,,,,Shefa,VU05,Vanuatu,VU,2018-09-12,2021-09-30,
North Efate,VU05035,,,,Shefa,VU05,Vanuatu,VU,2018-09-12,2021-09-30,
Nguna,VU05036,,,,Shefa,VU05,Vanuatu,VU,2018-09-12,2021-09-30,
Eton,VU05037,,,,Shefa,VU05,Vanuatu,VU,2018-09-12,2021-09-30,
Pango,VU05038,,,,Shefa,VU05,Vanuatu,VU,2018-09-12,2021-09-30,
