#adm2+name+i_eng+is_latn,#adm2+code+v_pcode,#adm2+name,#adm2+name+alt1+i_eng+is_latn,#adm2+name+alt2+i_eng+is_latn,#adm1+name+i_eng+is_latn,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#country+code+v_iso3166p1a2,#date+start,#date+updated,#date+end
Ifira,VU05039,,,,Shefa,VU05,Vanuatu,VU,2018-09-12,2021-09-30,
Erakor,VU05040,,,,Shefa,VU05,Vanuatu,VU,2018-09-12,2021-09-30,
Malorua,VU05041,,,,Shefa,VU05,Vanuatu,VU,2018-09-12,2021-09-30,
Mele,VU05057,,,,Shefa,VU05,Vanuatu,VU,2018-09-12,2021-09-30,
Futuna,VU06004,,,,Tafea,VU06,Vanuatu,VU,2018-09-12,2021-09-30,
Aniwa,VU06005,,,,Tafea,VU06,Vanuatu,VU,2018-09-12,2021-09-30,
North Erromango,VU06019,,,,Tafea,VU06,Vanuatu,VU,2018-09-12,2021-09-30,
South Erromango,VU06020,,,,Tafea,VU06,Vanuatu,VU,2018-09-12,2021-09-30,
Aneityum,VU06021,,,,Tafea,VU06,Vanuatu,VU,2018-09-12,2021-09-30,
South Tanna,VU06022,,,,Tafea,VU06,Vanuatu,VU,2018-09-12,2021-09-30,
South West Tanna,VU06023,,,,Tafea,VU06,Vanuatu,VU,2018-09-12,2021-09-30,
Whitesands,VU06024,,,,Tafea,VU06,Vanuatu,VU,2018-09-12,2021-09-30,
West Tanna,VU06025,,,,Tafea,VU06,Vanuatu,VU,2018-09-12,2021-09-30,
North Tanna,VU06026,,,,Tafea,VU06,Vanuatu,VU,2018-09-12,2021-09-30,
Middle Bush Tanna,VU06062,,,,Tafea,VU06,Vanuatu,VU,2018-09-12,2021-09-30,
