#adm1+name+i_eng+is_latn,#adm1+code+v_pcode,#adm1+name,#adm1+name+alt1+i_eng+is_latn,#adm1+name+alt2+i_eng+is_latn,#country+name+i_eng+is_latn,#country+code+v_iso3166p1a2,#date+start,#date+updated,#date+end
Anjouan (Ndzouani),KM1,,,,Comoros (the),KM,2018-12-28,2019-12-12,
Grande Comore (Ngazidja),KM2,,,,Comoros (the),KM,2018-12-28,2019-12-12,
Mohéli (Mwali),KM3,Moheli (Mwali),,,Comoros (the),KM,2018-12-28,2019-12-12,
