#adm2+name+i_eng+is_latn,#adm2+code+v_pcode,#adm2+name,#adm2+name+alt1+i_eng+is_latn,#adm2+name+alt2+i_eng+is_latn,#adm1+name+i_eng+is_latn,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#country+code+v_iso3166p1a2,#date+start,#date+updated,#date+end
Juba,SS0101,,,,Central Equatoria,SS01,South Sudan,SS,2018-08-15,2022-01-21,
Kajo-keji,SS0102,,,,Central Equatoria,SS01,South Sudan,SS,2018-08-15,2022-01-21,
Lainya,SS0103,,,,Central Equatoria,SS01,South Sudan,SS,2018-08-15,2022-01-21,
Morobo,SS0104,,,,Central Equatoria,SS01,South Sudan,SS,2018-08-15,2022-01-21,
Terekeka,SS0105,,,,Central Equatoria,SS01,South Sudan,SS,2018-08-15,2022-01-21,
Yei,SS0106,,,,Central Equatoria,SS01,South Sudan,SS,2018-08-15,2022-01-21,
Budi,SS0201,,,,Eastern Equatoria,SS02,South Sudan,SS,2018-08-15,2022-01-21,
Ikotos,SS0202,,,,Eastern Equatoria,SS02,South Sudan,SS,2018-08-15,2022-01-21,
Kapoeta East,SS0203,,,,Eastern Equatoria,SS02,South Sudan,SS,2018-08-15,2022-01-21,
Kapoeta North,SS0204,,,,Eastern Equatoria,SS02,South Sudan,SS,2018-08-15,2022-01-21,
Kapoeta South,SS0205,,,,Eastern Equatoria,SS02,South Sudan,SS,2018-08-15,2022-01-21,
Lafon,SS0206,,,,Eastern Equatoria,SS02,South Sudan,SS,2018-08-15,2022-01-21,
Magwi,SS0207,,,,Eastern Equatoria,SS02,South Sudan,SS,2018-08-15,2022-01-21,
Torit,SS0208,,,,Eastern Equatoria,SS02,South Sudan,SS,2018-08-15,2022-01-21,
Akobo,SS0301,,,,Jonglei,SS03,South Sudan,SS,2018-08-15,2022-01-21,
Ayod,SS0302,,,,Jonglei,SS03,South Sudan,SS,2018-08-15,2022-01-21,
Bor South,SS0303,,,,Jonglei,SS03,South Sudan,SS,2018-08-15,2022-01-21,
Canal-Pigi,SS0304,,,,Jonglei,SS03,South Sudan,SS,2018-08-15,2022-01-21,
Duk,SS0305,,,,Jonglei,SS03,South Sudan,SS,2018-08-15,2022-01-21,
Fangak,SS0306,,,,Jonglei,SS03,South Sudan,SS,2018-08-15,2022-01-21,
Nyirol,SS0307,,,,Jonglei,SS03,South Sudan,SS,2018-08-15,2022-01-21,
Pibor,SS0308,,,,Jonglei,SS03,South Sudan,SS,2018-08-15,2022-01-21,
Pochalla,SS0309,,,,Jonglei,SS03,South Sudan,SS,2018-08-15,2022-01-21,
Twic East,SS0310,,,,Jonglei,SS03,South Sudan,SS,2018-08-15,2022-01-21,
Uror,SS0311,,,,Jonglei,SS03,South Sudan,SS,2018-08-15,2022-01-21,
Awerial,SS0401,,,,Lakes,SS04,South Sudan,SS,2018-08-15,2022-01-21,
Cueibet,SS0402,,,,Lakes,SS04,South Sudan,SS,2018-08-15,2022-01-21,
Rumbek Centre,SS0403,,,,Lakes,SS04,South Sudan,SS,2018-08-15,2022-01-21,
Rumbek East,SS0404,,,,Lakes,SS04,South Sudan,SS,2018-08-15,2022-01-21,
Rumbek North,SS0405,,,,Lakes,SS04,South Sudan,SS,2018-08-15,2022-01-21,
Wulu,SS0406,,,,Lakes,SS04,South Sudan,SS,2018-08-15,2022-01-21,
Yirol East,SS0407,,,,Lakes,SS04,South Sudan,SS,2018-08-15,2022-01-21,
Yirol West,SS0408,,,,Lakes,SS04,South Sudan,SS,2018-08-15,2022-01-21,
Aweil Centre,SS0501,,,,Northern Bahr el Ghazal,SS05,South Sudan,SS,2018-08-15,2022-01-21,
Aweil East,SS0502,,,,Northern Bahr el Ghazal,SS05,South Sudan,SS,2018-08-15,2022-01-21,
Aweil North,SS0503,,,,Northern Bahr el Ghazal,SS05,South Sudan,SS,2018-08-15,2022-01-21,
Aweil South,SS0504,,,,Northern Bahr el Ghazal,SS05,South Sudan,SS,2018-08-15,2022-01-21,
Aweil West,SS0505,,,,Northern Bahr el Ghazal,SS05,South Sudan,SS,2018-08-15,2022-01-21,
Abiemnhom,SS0601,,,,Unity,SS06,South Sudan,SS,2018-08-15,2022-01-21,
Guit,SS0602,,,,Unity,SS06,South Sudan,SS,2018-08-15,2022-01-21,
Koch,SS0603,,,,Unity,SS06,South Sudan,SS,2018-08-15,2022-01-21,
Leer,SS0604,,,,Unity,SS06,South Sudan,SS,2018-08-15,2022-01-21,
Mayendit,SS0605,,,,Unity,SS06,South Sudan,SS,2018-08-15,2022-01-21,
