#adm3+name+i_eng+is_latn,#adm3+code+v_pcode,#adm3+name,#adm3+name+alt1+i_eng+is_latn,#adm3+name+alt2+i_eng+is_latn,#adm2+name+i_eng+is_latn,#adm2+code+v_pcode,#adm1+name+i_eng+is_latn,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#country+code+v_iso3166p1a2,#date+start,#date+updated,#date+end
Mojan Wedera,ET030511,,,,North Shewa (AM),ET0305,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Kewet,ET030512,,,,North Shewa (AM),ET0305,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Angolelana Tera,ET030513,,,,North Shewa (AM),ET0305,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Assagirt,ET030514,,,,North Shewa (AM),ET0305,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Ankober,ET030515,,,,North Shewa (AM),ET0305,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Hagere Mariam,ET030516,,,,North Shewa (AM),ET0305,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Berehet,ET030517,,,,North Shewa (AM),ET0305,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Minjar Shenkora,ET030518,,,,North Shewa (AM),ET0305,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Basona Worena,ET030519,,,,North Shewa (AM),ET0305,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Debre Berhan town,ET030520,,,,North Shewa (AM),ET0305,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Menze Keya Gabriel,ET030521,,,,North Shewa (AM),ET0305,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Menze Lalo Midir,ET030522,,,,North Shewa (AM),ET0305,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Siya Debirna Wayu,ET030523,,,,North Shewa (AM),ET0305,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Tulefa town,ET030524,,,,North Shewa (AM),ET0305,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Arerti town,ET030525,,,,North Shewa (AM),ET0305,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Molale town,ET030526,,,,North Shewa (AM),ET0305,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Debre Sina town,ET030527,,,,North Shewa (AM),ET0305,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Shoa Robit,ET030595,,,,North Shewa (AM),ET0305,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Mehale Meda town,ET030597,,,,North Shewa (AM),ET0305,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Ataye town,ET030598,,,,North Shewa (AM),ET0305,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Aleme Ketma town,ET030599,,,,North Shewa (AM),ET0305,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Bibugn,ET030601,,,,East Gojam,ET0306,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Hulet Ej Enese,ET030602,,,,East Gojam,ET0306,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Goncha Siso Enebse,ET030603,,,,East Gojam,ET0306,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Enebse Sarmder,ET030604,,,,East Gojam,ET0306,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Enarj Enawga,ET030605,,,,East Gojam,ET0306,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Enemay,ET030606,,,,East Gojam,ET0306,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Debay Telatgen,ET030607,,,,East Gojam,ET0306,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Debre Elias,ET030608,,,,East Gojam,ET0306,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Michakel,ET030609,,,,East Gojam,ET0306,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Guzamn,ET030610,,,,East Gojam,ET0306,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Baso Liben,ET030611,,,,East Gojam,ET0306,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Awabel,ET030612,,,,East Gojam,ET0306,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Dejen,ET030613,,,,East Gojam,ET0306,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Shebel Bernta,ET030614,,,,East Gojam,ET0306,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Debre Markos town,ET030615,,,,East Gojam,ET0306,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Senan,ET030616,,,,East Gojam,ET0306,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Aneded,ET030617,,,,East Gojam,ET0306,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Amanuel town,ET030618,,,,East Gojam,ET0306,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Sedae,ET030619,,,,East Gojam,ET0306,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Gundwoin town,ET030620,,,,East Gojam,ET0306,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Debrework town,ET030621,,,,East Gojam,ET0306,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Lumame town,ET030622,,,,East Gojam,ET0306,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Merto Lemariyam town,ET030623,,,,East Gojam,ET0306,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Mota Town,ET030694,,,,East Gojam,ET0306,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Dejen town,ET030698,,,,East Gojam,ET0306,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Bechena Town,ET030699,,,,East Gojam,ET0306,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Semen Achefer,ET030701,,,,West Gojam,ET0307,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Bahirdar Zuria,ET030702,,,,West Gojam,ET0307,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Yilmana Densa,ET030703,,,,West Gojam,ET0307,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Mecha,ET030704,,,,West Gojam,ET0307,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Sekela,ET030705,,,,West Gojam,ET0307,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Quarit,ET030706,,,,West Gojam,ET0307,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Dega Damot,ET030707,,,,West Gojam,ET0307,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Dembecha,ET030708,,,,West Gojam,ET0307,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Jabi Tehnan,ET030709,,,,West Gojam,ET0307,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Bure (AM),ET030710,,,,West Gojam,ET0307,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Wemberma,ET030711,,,,West Gojam,ET0307,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Bahir Dar town,ET030712,,,,West Gojam,ET0307,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Debub Achefer,ET030713,,,,West Gojam,ET0307,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Finote Selam town,ET030714,,,,West Gojam,ET0307,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Debub Mecha,ET030715,,,,West Gojam,ET0307,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Shendi town,ET030716,,,,West Gojam,ET0307,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Denbecha town,ET030717,,,,West Gojam,ET0307,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Gonje,ET030718,,,,West Gojam,ET0307,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Dure Bete,ET030719,,,,West Gojam,ET0307,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Jiga town,ET030720,,,,West Gojam,ET0307,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Merawi town,ET030797,,,,West Gojam,ET0307,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Bure town,ET030798,,,,West Gojam,ET0307,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Adete town,ET030799,,,,West Gojam,ET0307,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Zequala,ET030801,,,,Wag Hamra,ET0308,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Sekota,ET030802,,,,Wag Hamra,ET0308,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Dehana,ET030803,,,,Wag Hamra,ET0308,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Gaz Gibla,ET030804,,,,Wag Hamra,ET0308,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Abergele (AM),ET030805,,,,Wag Hamra,ET0308,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Sahila,ET030806,,,,Wag Hamra,ET0308,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Sekota town,ET030807,,,,Wag Hamra,ET0308,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Tsagbeji,ET030808,,,,Wag Hamra,ET0308,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Amde Work town,ET030809,,,,Wag Hamra,ET0308,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Dangila,ET030901,,,,Awi,ET0309,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Banja,ET030902,,,,Awi,ET0309,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Ankasha,ET030903,,,,Awi,ET0309,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Guangua,ET030904,,,,Awi,ET0309,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Fagta Lakoma,ET030905,,,,Awi,ET0309,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Jawi,ET030906,,,,Awi,ET0309,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Guagusa Shikudad,ET030907,,,,Awi,ET0309,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Ayehu Guwagusa,ET030908,,,,Awi,ET0309,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Agew Gimija Bet,ET030909,,,,Awi,ET0309,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Adiss Kidame town,ET030910,,,,Awi,ET0309,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Tilili town,ET030911,,,,Awi,ET0309,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Fendika town,ET030912,,,,Awi,ET0309,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Injibara town,ET030996,,,,Awi,ET0309,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Zigem,ET030997,,,,Awi,ET0309,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Dangila town,ET030998,,,,Awi,ET0309,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Chagni town,ET030999,,,,Awi,ET0309,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Dewa Cheffa,ET031001,,,,Oromia,ET0310,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Bati,ET031002,,,,Oromia,ET0310,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Jilye Tumuga,ET031003,,,,Oromia,ET0310,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Artuma Fursi,ET031004,,,,Oromia,ET0310,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Dewa Harewa,ET031005,,,,Oromia,ET0310,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Kemisie town,ET031006,,,,Oromia,ET0310,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Chef Robit town,ET031007,,,,Oromia,ET0310,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Senbete town,ET031008,,,,Oromia,ET0310,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Bati Town,ET031099,,,,Oromia,ET0310,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Amba Giorgis town,ET031103,,,,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Shawra town,ET031104,,,,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Kolla Debba town,ET031105,,,,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Chilga 1,ET031106,,,,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Tegede,ET031107,,,,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Lay Armacho,ET031108,,,,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Wegera,ET031109,,,,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Gonder Zuria,ET031110,,,,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
East Dembia,ET031111,,,,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Chilga 2,ET031112,,,,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Alefa,ET031115,,,,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
West Belesa,ET031116,,,,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
East Belesa,ET031117,,,,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Gondar town,ET031118,,,,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Masero Denb /Central Armacho,ET031119,,,,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Tach Armacho,ET031120,,,,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Takusa,ET031121,,,,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Kinfaz Begela,ET031122,,,,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
West Dembiya,ET031125,,,,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Aykel town,ET031199,,,,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Adagn Ager Chaqo,ET031205,,,,West Gondar,ET0312,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Mirab Armacho,ET031206,,,,West Gondar,ET0312,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Metema,ET031213,,,,West Gondar,ET0312,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Quara,ET031214,,,,West Gondar,ET0312,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Midre Genet,ET031223,,,,West Gondar,ET0312,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Metema Yohanes town,ET031224,,,,West Gondar,ET0312,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Gendawuha town,ET031292,,,,West Gondar,ET0312,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
Mana Sibu,ET040101,,,,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Nejo,ET040102,,,,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Gimbi,ET040103,,,,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Lalo Asabi,ET040104,,,,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Kiltu Kara,ET040105,,,,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Boji Dirmeji,ET040106,,,,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Ayira,ET040107,,,,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Jarso (West Wellega),ET040108,,,,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Gudetu Kondole,ET040109,,,,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Boji Chekorsa,ET040110,,,,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Babo,ET040111,,,,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Yubdo,ET040112,,,,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Gaji,ET040113,,,,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Haru,ET040114,,,,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Nole Kaba,ET040115,,,,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Begi,ET040116,,,,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Homa,ET040117,,,,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Sayo Nole,ET040118,,,,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Guliso,ET040119,,,,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Gimbi town,ET040193,,,,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Leta Sibu,ET040197,,,,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Mendi town,ET040198,,,,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Nejo town,ET040199,,,,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Limu (OR),ET040201,,,,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Ibantu,ET040202,,,,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Gida Ayana,ET040203,,,,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Haro Limu,ET040204,,,,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Boneya Boshe,ET040205,,,,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Wayu Tuka,ET040206,,,,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Bila Seyo,ET040207,,,,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Gobu Seyo,ET040208,,,,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Sibu Sire,ET040209,,,,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Diga,ET040210,,,,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Sasiga,ET040211,,,,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Leka Dulecha,ET040212,,,,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Guto Gida,ET040213,,,,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Jimma Arjo,ET040214,,,,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Nunu Kumba,ET040215,,,,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Wama Hagalo,ET040216,,,,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Kiremu,ET040217,,,,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Nekemte town,ET040297,,,,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Darimu,ET040301,,,,Ilu Aba Bora,ET0403,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Alge Sachi,ET040302,,,,Ilu Aba Bora,ET0403,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Yayu,ET040309,,,,Ilu Aba Bora,ET0403,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Metu Zuria,ET040310,,,,Ilu Aba Bora,ET0403,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Ale,ET040311,,,,Ilu Aba Bora,ET0403,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Bure (OR),ET040312,,,,Ilu Aba Bora,ET0403,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Sale Nono,ET040313,,,,Ilu Aba Bora,ET0403,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Becho (Ilu Aba Bora),ET040314,,,,Ilu Aba Bora,ET0403,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Bilo Nopha,ET040315,,,,Ilu Aba Bora,ET0403,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Hurumu,ET040316,,,,Ilu Aba Bora,ET0403,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Didu,ET040317,,,,Ilu Aba Bora,ET0403,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Halu /Huka,ET040319,,,,Ilu Aba Bora,ET0403,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Metu town,ET040320,,,,Ilu Aba Bora,ET0403,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Dorani,ET040324,,,,Ilu Aba Bora,ET0403,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Limu Seka,ET040401,,,,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Limu Kosa,ET040402,,,,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Sekoru,ET040403,,,,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Tiro Afeta,ET040404,,,,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Kersa (Jimma),ET040405,,,,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Mena (Jimma),ET040406,,,,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Goma,ET040407,,,,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Gera,ET040408,,,,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Seka Chekorsa,ET040409,,,,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Dedo,ET040410,,,,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Omo Nada,ET040411,,,,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Sigmo,ET040412,,,,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Setema,ET040413,,,,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Shebe Sambo,ET040414,,,,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Chora (Jimma),ET040415,,,,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Gumay,ET040416,,,,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Agaro town,ET040417,,,,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Jimma town,ET040418,,,,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Mancho,ET040490,,,,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Omo Beyam,ET040491,,,,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Botor Tolay,ET040495,,,,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Nono Benja,ET040499,,,,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Illu Galan,ET040500,,,,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Ginde Beret,ET040501,,,,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Jeldu,ET040502,,,,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Ambo Zuria,ET040503,,,,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Mida Kegn,ET040504,,,,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Cheliya,ET040505,,,,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Bako Tibe,ET040506,,,,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Dano,ET040507,,,,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Nono,ET040508,,,,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Tikur Enchini,ET040509,,,,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Dendi,ET040510,,,,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Ejere /Addis Alem,ET040511,,,,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Adda Berga,ET040513,,,,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Meta Robi,ET040514,,,,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Ambo town,ET040515,,,,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Abuna Ginde Beret,ET040516,,,,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Toke Kutaye,ET040517,,,,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Jibat,ET040518,,,,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
Ifata,ET040519,,,,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
