#country+name+i_eng+is_latn,#country+name+i_mya+is_mymr,#country+code+v_iso3166p1a2,#country+name,#country+name+alt1+i_mya+is_mymr,#country+name+alt2+i_mya+is_mymr,#country+name+alt1+i_eng+is_latn,#country+name+alt2+i_eng+is_latn,#date+start,#date+updated,#date+end
Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,,,,,,2021-05-31,2021-08-04,
