#adm2+name+i_eng+is_latn,#adm2+code+v_pcode,#adm2+name,#adm2+name+alt1+i_eng+is_latn,#adm2+name+alt2+i_eng+is_latn,#adm1+name+i_eng+is_latn,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#country+code+v_iso3166p1a2,#date+start,#date+updated,#date+end
Bafata,GW0101,,,,Bafata,GW01,Guinea-Bissau,GW,2021-06-14,2022-03-28,
Bambadinca,GW0102,,,,Bafata,GW01,Guinea-Bissau,GW,2021-06-14,2022-03-28,
Contuboel,GW0103,,,,Bafata,GW01,Guinea-Bissau,GW,2021-06-14,2022-03-28,
Galomaro/Cosse,GW0104,,,,Bafata,GW01,Guinea-Bissau,GW,2021-06-14,2022-03-28,
Gamamudo/Ganadu,GW0105,,,,Bafata,GW01,Guinea-Bissau,GW,2021-06-14,2022-03-28,
Xitole,GW0106,,,,Bafata,GW01,Guinea-Bissau,GW,2021-06-14,2022-03-28,
Quinhamel,GW0201,,,,Biombo,GW02,Guinea-Bissau,GW,2021-06-14,2022-03-28,
Prabis,GW0202,,,,Biombo,GW02,Guinea-Bissau,GW,2021-06-14,2022-03-28,
Safim,GW0203,,,,Biombo,GW02,Guinea-Bissau,GW,2021-06-14,2022-03-28,
Bolama,GW0301,,,,Bolama/Bijagos,GW03,Guinea-Bissau,GW,2021-06-14,2022-03-28,
Bubaque,GW0302,,,,Bolama/Bijagos,GW03,Guinea-Bissau,GW,2021-06-14,2022-03-28,
Caravela,GW0303,,,,Bolama/Bijagos,GW03,Guinea-Bissau,GW,2021-06-14,2022-03-28,
Uno,GW0304,,,,Bolama/Bijagos,GW03,Guinea-Bissau,GW,2021-06-14,2022-03-28,
Bigene,GW0401,,,,Cacheu,GW04,Guinea-Bissau,GW,2021-06-14,2022-03-28,
Bula,GW0402,,,,Cacheu,GW04,Guinea-Bissau,GW,2021-06-14,2022-03-28,
Cacheu/Calequisse,GW0403,,,,Cacheu,GW04,Guinea-Bissau,GW,2021-06-14,2022-03-28,
Caio,GW0404,,,,Cacheu,GW04,Guinea-Bissau,GW,2021-06-14,2022-03-28,
Canchungo,GW0405,,,,Cacheu,GW04,Guinea-Bissau,GW,2021-06-14,2022-03-28,
Sao Domingos,GW0406,,,,Cacheu,GW04,Guinea-Bissau,GW,2021-06-14,2022-03-28,
Boe,GW0501,,,,Gabu,GW05,Guinea-Bissau,GW,2021-06-14,2022-03-28,
Gabu,GW0502,,,,Gabu,GW05,Guinea-Bissau,GW,2021-06-14,2022-03-28,
Pirada,GW0503,,,,Gabu,GW05,Guinea-Bissau,GW,2021-06-14,2022-03-28,
Pitche,GW0504,,,,Gabu,GW05,Guinea-Bissau,GW,2021-06-14,2022-03-28,
Sonaco,GW0505,,,,Gabu,GW05,Guinea-Bissau,GW,2021-06-14,2022-03-28,
Bissora,GW0601,,,,Oio,GW06,Guinea-Bissau,GW,2021-06-14,2022-03-28,
Farim,GW0602,,,,Oio,GW06,Guinea-Bissau,GW,2021-06-14,2022-03-28,
Mansaba,GW0603,,,,Oio,GW06,Guinea-Bissau,GW,2021-06-14,2022-03-28,
Mansoa,GW0604,,,,Oio,GW06,Guinea-Bissau,GW,2021-06-14,2022-03-28,
Nhacra,GW0605,,,,Oio,GW06,Guinea-Bissau,GW,2021-06-14,2022-03-28,
Buba,GW0701,,,,Quinara,GW07,Guinea-Bissau,GW,2021-06-14,2022-03-28,
Empada,GW0702,,,,Quinara,GW07,Guinea-Bissau,GW,2021-06-14,2022-03-28,
Fulacunda,GW0703,,,,Quinara,GW07,Guinea-Bissau,GW,2021-06-14,2022-03-28,
Tite,GW0704,,,,Quinara,GW07,Guinea-Bissau,GW,2021-06-14,2022-03-28,
Sector Autonomo de Bissau,GW0800,,,,Bissau,GW08,Guinea-Bissau,GW,2021-06-14,2022-03-28,
Bedanda,GW0901,,,,Tombali,GW09,Guinea-Bissau,GW,2021-06-14,2022-03-28,
Cacine,GW0902,,,,Tombali,GW09,Guinea-Bissau,GW,2021-06-14,2022-03-28,
Catio,GW0903,,,,Tombali,GW09,Guinea-Bissau,GW,2021-06-14,2022-03-28,
Quebo,GW0904,,,,Tombali,GW09,Guinea-Bissau,GW,2021-06-14,2022-03-28,
Komo,GW0905,,,,Tombali,GW09,Guinea-Bissau,GW,2021-06-14,2022-03-28,
