#country+name+i_nld+is_latn,#country+code+v_iso3166p1a2,#country+name,#country+name+alt1+i_nld+is_latn,#country+name+alt2+i_nld+is_latn,#date+start,#date+updated,#date+end
Suriname,SR,,,,2019-10-24,2019-10-24,
