#adm4+name+i_eng+is_latn,#adm4+code+v_pcode,#adm4+name+alt1+i_eng+is_latn,#adm4+name+alt2+i_eng+is_latn,#adm3+name+i_eng+is_latn,#adm3+code+v_pcode,#adm2+name+i_eng+is_latn,#adm2+code+v_pcode,#adm1+name+i_eng+is_latn,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#country+code+v_iso3166p1a2,#date+start,#date+updated,#date+end
Gbo Lambayama A-Re,SL01029105,,,Kenema Town,SL010291,Kenema,SL0102,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Gbo Kakajama A-Tec,SL01029106,,,Kenema Town,SL010291,Kenema,SL0102,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Gbo Kakajama A-Nja,SL01029107,,,Kenema Town,SL010291,Kenema,SL0102,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Gbo Kakajama A-Kpa,SL01029108,,,Kenema Town,SL010291,Kenema,SL0102,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Gbo Kakajama A-Kis,SL01029109,,,Kenema Town,SL010291,Kenema,SL0102,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Gbo Kakajama A-Shi,SL01029110,,,Kenema Town,SL010291,Kenema,SL0102,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Gbo Lambayama A-Ny,SL01029111,,,Kenema Town,SL010291,Kenema,SL0102,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Gbo Lambayama A-Nd,SL01029112,,,Kenema Town,SL010291,Kenema,SL0102,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Gbo Lambayama A-Fo,SL01029113,,,Kenema Town,SL010291,Kenema,SL0102,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Gbo Kakajama A-Lam,SL01029114,,,Kenema Town,SL010291,Kenema,SL0102,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Gbo Lambayama A-Go,SL01029115,,,Kenema Town,SL010291,Kenema,SL0102,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Gbo Lambayama A-RT,SL01029116,,,Kenema Town,SL010291,Kenema,SL0102,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Gbo Lambayama A-Ko,SL01029117,,,Kenema Town,SL010291,Kenema,SL0102,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Dumbia,SL01030101,,,Fiama,SL010301,Kono,SL0103,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Fiama,SL01030102,,,Fiama,SL010301,Kono,SL0103,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Kokar,SL01030103,,,Fiama,SL010301,Kono,SL0103,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Kooma,SL01030104,,,Fiama,SL010301,Kono,SL0103,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Yorkor,SL01030105,,,Fiama,SL010301,Kono,SL0103,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Gbane Yemao,SL01030201,,,Gbane,SL010302,Kono,SL0103,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Gbikidakor,SL01030202,,,Gbane,SL010302,Kono,SL0103,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Kamara,SL01030203,,,Gbane,SL010302,Kono,SL0103,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Maikandor,SL01030204,,,Gbane,SL010302,Kono,SL0103,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Mongo,SL01030205,,,Gbane,SL010302,Kono,SL0103,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Gbane Kandor,SL01030301,,,Gbane Kandor,SL010303,Kono,SL0103,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Gbane Kour,SL01030302,,,Gbane Kandor,SL010303,Kono,SL0103,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Gbane Tetema,SL01030303,,,Gbane Kandor,SL010303,Kono,SL0103,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Gbendekor,SL01030304,,,Gbane Kandor,SL010303,Kono,SL0103,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Yanbidu,SL01030305,,,Gbane Kandor,SL010303,Kono,SL0103,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Banfinfeh,SL01030401,,,Gbense,SL010304,Kono,SL0103,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Banyafeh,SL01030402,,,Gbense,SL010304,Kono,SL0103,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Banyakor,SL01030403,,,Gbense,SL010304,Kono,SL0103,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Moindefeh,SL01030404,,,Gbense,SL010304,Kono,SL0103,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Moindekor,SL01030405,,,Gbense,SL010304,Kono,SL0103,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Bunabu,SL01030501,,,Gorama Kono,SL010305,Kono,SL0103,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Kangama,SL01030502,,,Gorama Kono,SL010305,Kono,SL0103,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Selokoma,SL01030503,,,Gorama Kono,SL010305,Kono,SL0103,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Dangbaidu,SL01030601,,,Kamara,SL010306,Kono,SL0103,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Gbondu,SL01030602,,,Kamara,SL010306,Kono,SL0103,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Kongofinja,SL01030603,,,Kamara,SL010306,Kono,SL0103,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Sukudu,SL01030604,,,Kamara,SL010306,Kono,SL0103,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Dia,SL01030701,,,Lei,SL010307,Kono,SL0103,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Kamara,SL01030702,,,Lei,SL010307,Kono,SL0103,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Kensay,SL01030703,,,Lei,SL010307,Kono,SL0103,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Koaro,SL01030704,,,Lei,SL010307,Kono,SL0103,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Lei,SL01030705,,,Lei,SL010307,Kono,SL0103,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Sangbada,SL01030706,,,Lei,SL010307,Kono,SL0103,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Tankoro,SL01030707,,,Lei,SL010307,Kono,SL0103,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Tingi-Kor,SL01030708,,,Lei,SL010307,Kono,SL0103,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Yawai,SL01030709,,,Lei,SL010307,Kono,SL0103,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Kamiendor,SL01030801,,,Mafindor,SL010308,Kono,SL0103,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Kutey,SL01030802,,,Mafindor,SL010308,Kono,SL0103,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Mafindor,SL01030803,,,Mafindor,SL010308,Kono,SL0103,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Bafinfeh,SL01030901,,,Nimikoro,SL010309,Kono,SL0103,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Bandafafeh,SL01030902,,,Nimikoro,SL010309,Kono,SL0103,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Gbogboafeh,SL01030903,,,Nimikoro,SL010309,Kono,SL0103,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Jaiama,SL01030904,,,Nimikoro,SL010309,Kono,SL0103,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Masayiefeh,SL01030905,,,Nimikoro,SL010309,Kono,SL0103,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Bafinfeh,SL01031001,,,Nimiyama,SL010310,Kono,SL0103,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Njagbakahun,SL01031002,,,Nimiyama,SL010310,Kono,SL0103,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Njaifeh,SL01031003,,,Nimiyama,SL010310,Kono,SL0103,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Peyifeh,SL01031004,,,Nimiyama,SL010310,Kono,SL0103,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Tama,SL01031005,,,Nimiyama,SL010310,Kono,SL0103,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Bafinfeh,SL01031101,,,Sandor,SL010311,Kono,SL0103,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Dangbaidu,SL01031102,,,Sandor,SL010311,Kono,SL0103,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Fakongofeh,SL01031103,,,Sandor,SL010311,Kono,SL0103,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Kawafeh,SL01031104,,,Sandor,SL010311,Kono,SL0103,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Njeikor,SL01031105,,,Sandor,SL010311,Kono,SL0103,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Samgbafeh,SL01031106,,,Sandor,SL010311,Kono,SL0103,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Sinkongofeh,SL01031107,,,Sandor,SL010311,Kono,SL0103,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Sumunjifeh,SL01031108,,,Sandor,SL010311,Kono,SL0103,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Tharma Forest,SL01031109,,,Sandor,SL010311,Kono,SL0103,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Yawatanda,SL01031110,,,Sandor,SL010311,Kono,SL0103,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Foidu Mongor,SL01031201,,,Soa,SL010312,Kono,SL0103,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Kokongokuma,SL01031202,,,Soa,SL010312,Kono,SL0103,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Maindu,SL01031203,,,Soa,SL010312,Kono,SL0103,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Mofinkor,SL01031204,,,Soa,SL010312,Kono,SL0103,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Sawa Buma,SL01031205,,,Soa,SL010312,Kono,SL0103,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Sawa Fiama,SL01031206,,,Soa,SL010312,Kono,SL0103,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Tensekor,SL01031207,,,Soa,SL010312,Kono,SL0103,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Tensendakor,SL01031208,,,Soa,SL010312,Kono,SL0103,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Njama,SL01031301,,,Tankoro,SL010313,Kono,SL0103,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Tankoro,SL01031302,,,Tankoro,SL010313,Kono,SL0103,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Woafeh,SL01031303,,,Tankoro,SL010313,Kono,SL0103,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Bawadu,SL01031401,,,Toli,SL010314,Kono,SL0103,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Komadu,SL01031402,,,Toli,SL010314,Kono,SL0103,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Kwidu,SL01031403,,,Toli,SL010314,Kono,SL0103,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Gbense-Sina Town,SL01039101,,,Koidu Town,SL010391,Kono,SL0103,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Gbense-Moindekor,SL01039102,,,Koidu Town,SL010391,Kono,SL0103,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Gbense-Moindefeh,SL01039103,,,Koidu Town,SL010391,Kono,SL0103,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Tankoro-Kinsey,SL01039104,,,Koidu Town,SL010391,Kono,SL0103,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Tankoro-New Sembeh,SL01039105,,,Koidu Town,SL010391,Kono,SL0103,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Tankoro-Lebanon,SL01039106,,,Koidu Town,SL010391,Kono,SL0103,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Tankoro-Kwaquima,SL01039107,,,Koidu Town,SL010391,Kono,SL0103,Eastern,SL01,Sierra Leone,SL,2017-08-16,2022-01-04,
Bumban,SL02010101,,,Biriwa,SL020101,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Bumbandain,SL02010102,,,Biriwa,SL020101,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kabakeh/Balandugu,SL02010103,,,Biriwa,SL020101,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kagbankuna,SL02010104,,,Biriwa,SL020101,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kamabai,SL02010105,,,Biriwa,SL020101,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Karassa,SL02010106,,,Biriwa,SL020101,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Karina,SL02010107,,,Biriwa,SL020101,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kayonkoro,SL02010108,,,Biriwa,SL020101,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kafala,SL02010201,,,Bombali Sebora,SL020102,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kagbaran Dokom B,SL02010202,,,Bombali Sebora,SL020102,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Konta,SL02010203,,,Bombali Sebora,SL020102,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Matotoka,SL02010204,,,Bombali Sebora,SL020102,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Gbenkfay,SL02010301,,,Gbanti Kamaranka,SL020103,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Gbonkobana,SL02010302,,,Gbanti Kamaranka,SL020103,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kamaranka,SL02010303,,,Gbanti Kamaranka,SL020103,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kambia,SL02010304,,,Gbanti Kamaranka,SL020103,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kayourgbor,SL02010305,,,Gbanti Kamaranka,SL020103,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Laminaya,SL02010306,,,Gbanti Kamaranka,SL020103,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Makulon,SL02010307,,,Gbanti Kamaranka,SL020103,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Makumray A,SL02010308,,,Gbanti Kamaranka,SL020103,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Makumray B,SL02010309,,,Gbanti Kamaranka,SL020103,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Rogberay,SL02010310,,,Gbanti Kamaranka,SL020103,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Romaneh,SL02010311,,,Gbanti Kamaranka,SL020103,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Royeama A,SL02010312,,,Gbanti Kamaranka,SL020103,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Royeama B,SL02010313,,,Gbanti Kamaranka,SL020103,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Sakuma A,SL02010314,,,Gbanti Kamaranka,SL020103,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Sakuma B,SL02010315,,,Gbanti Kamaranka,SL020103,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Sendugu A,SL02010316,,,Gbanti Kamaranka,SL020103,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Sendugu B,SL02010317,,,Gbanti Kamaranka,SL020103,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Garanganwa,SL02010401,,,Gbendembu Ngowa,SL020104,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Gbendembu,SL02010402,,,Gbendembu Ngowa,SL020104,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kalangba,SL02010403,,,Gbendembu Ngowa,SL020104,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kania,SL02010404,,,Gbendembu Ngowa,SL020104,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Lobanga,SL02010405,,,Gbendembu Ngowa,SL020104,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Lohindie,SL02010406,,,Gbendembu Ngowa,SL020104,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Loko-Madina,SL02010407,,,Gbendembu Ngowa,SL020104,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Makai,SL02010408,,,Gbendembu Ngowa,SL020104,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Makarihiteh,SL02010409,,,Gbendembu Ngowa,SL020104,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Makeregbohun,SL02010410,,,Gbendembu Ngowa,SL020104,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Makump,SL02010411,,,Gbendembu Ngowa,SL020104,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Mamaka,SL02010412,,,Gbendembu Ngowa,SL020104,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Mamukay,SL02010413,,,Gbendembu Ngowa,SL020104,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Masongbo,SL02010414,,,Gbendembu Ngowa,SL020104,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Matehun,SL02010415,,,Gbendembu Ngowa,SL020104,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Mayorthan,SL02010416,,,Gbendembu Ngowa,SL020104,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Sahun,SL02010417,,,Gbendembu Ngowa,SL020104,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Tambiama,SL02010418,,,Gbendembu Ngowa,SL020104,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Tanyehun,SL02010419,,,Gbendembu Ngowa,SL020104,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Batkanu,SL02010501,,,Libeisaygahun,SL020105,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Mafonda,SL02010502,,,Libeisaygahun,SL020105,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Magbaingba,SL02010503,,,Libeisaygahun,SL020105,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Magbanamba,SL02010504,,,Libeisaygahun,SL020105,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Makaiba,SL02010505,,,Libeisaygahun,SL020105,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Makayrembay,SL02010506,,,Libeisaygahun,SL020105,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Mandawahun,SL02010507,,,Libeisaygahun,SL020105,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Manyakoi,SL02010508,,,Libeisaygahun,SL020105,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Mayankay,SL02010509,,,Libeisaygahun,SL020105,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Robaka,SL02010510,,,Libeisaygahun,SL020105,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Rotha-Tha,SL02010511,,,Libeisaygahun,SL020105,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Simbaya,SL02010512,,,Libeisaygahun,SL020105,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Hunduwa,SL02010601,,,Magbaimba Ndorh,SL020106,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kababala,SL02010602,,,Magbaimba Ndorh,SL020106,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kagberay,SL02010603,,,Magbaimba Ndorh,SL020106,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kawungulu,SL02010604,,,Magbaimba Ndorh,SL020106,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Makendema,SL02010605,,,Magbaimba Ndorh,SL020106,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Mambiama,SL02010606,,,Magbaimba Ndorh,SL020106,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Manjahagha,SL02010607,,,Magbaimba Ndorh,SL020106,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Sokudala,SL02010608,,,Magbaimba Ndorh,SL020106,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Yana,SL02010609,,,Magbaimba Ndorh,SL020106,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Gborbana,SL02010701,,,Makari Gbanti,SL020107,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Mabanta,SL02010702,,,Makari Gbanti,SL020107,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Magbenteh,SL02010703,,,Makari Gbanti,SL020107,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Mangay,SL02010704,,,Makari Gbanti,SL020107,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Mankene,SL02010705,,,Makari Gbanti,SL020107,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Masongbo A,SL02010706,,,Makari Gbanti,SL020107,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Masongbo B,SL02010707,,,Makari Gbanti,SL020107,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Punthun,SL02010708,,,Makari Gbanti,SL020107,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Rosint,SL02010709,,,Makari Gbanti,SL020107,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Tonkoba,SL02010710,,,Makari Gbanti,SL020107,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Yainkassa,SL02010711,,,Makari Gbanti,SL020107,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kathanthan,SL02010801,,,Paki Masabong,SL020108,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kathegeya,SL02010802,,,Paki Masabong,SL020108,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Mapaki,SL02010803,,,Paki Masabong,SL020108,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Masabong,SL02010804,,,Paki Masabong,SL020108,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Mayagba,SL02010805,,,Paki Masabong,SL020108,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Rosanda,SL02010806,,,Paki Masabong,SL020108,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Binkolo,SL02010901,,,Safroko Limba,SL020109,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Bombali Bana,SL02010902,,,Safroko Limba,SL020109,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kabonka,SL02010903,,,Safroko Limba,SL020109,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kasengbeh,SL02010904,,,Safroko Limba,SL020109,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kayassi,SL02010905,,,Safroko Limba,SL020109,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Mabamba,SL02010906,,,Safroko Limba,SL020109,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Masapi,SL02010907,,,Safroko Limba,SL020109,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Banka,SL02011001,,,Sanda Loko,SL020110,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Benia,SL02011002,,,Sanda Loko,SL020110,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kaindema,SL02011003,,,Sanda Loko,SL020110,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kamalu,SL02011004,,,Sanda Loko,SL020110,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
