#adm4+name+i_eng+is_latn,#adm4+code+v_pcode,#adm4+name+alt1+i_eng+is_latn,#adm4+name+alt2+i_eng+is_latn,#adm3+name+i_eng+is_latn,#adm3+code+v_pcode,#adm2+name+i_eng+is_latn,#adm2+code+v_pcode,#adm1+name+i_eng+is_latn,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#country+code+v_iso3166p1a2,#date+start,#date+updated,#date+end
Pampakoh,SL02031009,,,Wara Wara Bafodia,SL020310,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Semamaia,SL02031010,,,Wara Wara Bafodia,SL020310,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Taelia,SL02031011,,,Wara Wara Bafodia,SL020310,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Zone 1,SL02031101,,,Wara Wara Yagal,SL020311,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Zone 2,SL02031102,,,Wara Wara Yagal,SL020311,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Zone 3,SL02031103,,,Wara Wara Yagal,SL020311,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Zone 4,SL02031104,,,Wara Wara Yagal,SL020311,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Zone 5,SL02031105,,,Wara Wara Yagal,SL020311,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Zone 6,SL02031106,,,Wara Wara Yagal,SL020311,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Zone 7,SL02031107,,,Wara Wara Yagal,SL020311,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Barmoi,SL02040101,,,Bureh Kasseh Makonteh,SL020401,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kagbanthama,SL02040102,,,Bureh Kasseh Makonteh,SL020401,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kaiyeabor,SL02040103,,,Bureh Kasseh Makonteh,SL020401,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kalangba,SL02040104,,,Bureh Kasseh Makonteh,SL020401,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kambia Morie,SL02040105,,,Bureh Kasseh Makonteh,SL020401,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Konta Ferry,SL02040106,,,Bureh Kasseh Makonteh,SL020401,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Mabombo,SL02040107,,,Bureh Kasseh Makonteh,SL020401,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Makana,SL02040108,,,Bureh Kasseh Makonteh,SL020401,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Mamanka,SL02040109,,,Bureh Kasseh Makonteh,SL020401,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Mange Morie,SL02040110,,,Bureh Kasseh Makonteh,SL020401,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Marenka,SL02040111,,,Bureh Kasseh Makonteh,SL020401,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Minthormore,SL02040112,,,Bureh Kasseh Makonteh,SL020401,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Rogbla,SL02040113,,,Bureh Kasseh Makonteh,SL020401,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Romeni,SL02040114,,,Bureh Kasseh Makonteh,SL020401,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Rotifunk,SL02040115,,,Bureh Kasseh Makonteh,SL020401,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Yali-Sanda,SL02040116,,,Bureh Kasseh Makonteh,SL020401,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Foredugu,SL02040201,,,Buya Romende,SL020402,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Gbaran Kamba,SL02040202,,,Buya Romende,SL020402,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kamasundu,SL02040203,,,Buya Romende,SL020402,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Mabureh Buya,SL02040204,,,Buya Romende,SL020402,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Mabureh Mende,SL02040205,,,Buya Romende,SL020402,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Magbengbe,SL02040206,,,Buya Romende,SL020402,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Manungbu,SL02040207,,,Buya Romende,SL020402,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Petifu Bana,SL02040208,,,Buya Romende,SL020402,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Robis,SL02040209,,,Buya Romende,SL020402,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Rokel,SL02040210,,,Buya Romende,SL020402,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Rosint,SL02040211,,,Buya Romende,SL020402,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Worreh Mapoteh,SL02040212,,,Buya Romende,SL020402,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Karine,SL02040301,,,Dibia,SL020403,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kayembor,SL02040302,,,Dibia,SL020403,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Konta Kargbo,SL02040303,,,Dibia,SL020403,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Mafonda,SL02040304,,,Dibia,SL020403,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Makabari,SL02040305,,,Dibia,SL020403,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Makump,SL02040306,,,Dibia,SL020403,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Rogbalan,SL02040307,,,Dibia,SL020403,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Foronkoya,SL02040401,,,Kaffu Bullom,SL020404,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kasongha,SL02040402,,,Kaffu Bullom,SL020404,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Lungi,SL02040403,,,Kaffu Bullom,SL020404,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Mahera,SL02040404,,,Kaffu Bullom,SL020404,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Mamanki,SL02040405,,,Kaffu Bullom,SL020404,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Mayaya,SL02040406,,,Kaffu Bullom,SL020404,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Rosint,SL02040407,,,Kaffu Bullom,SL020404,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Yongro,SL02040408,,,Kaffu Bullom,SL020404,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Tasso Island,SL02040525,,,Tasso Island,SL020405,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Benkia,SL02040601,,,Lokomasama,SL020406,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Gbainty,SL02040602,,,Lokomasama,SL020406,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kamasondo,SL02040603,,,Lokomasama,SL020406,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kantaya,SL02040604,,,Lokomasama,SL020406,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Katonga,SL02040605,,,Lokomasama,SL020406,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Komrabai,SL02040606,,,Lokomasama,SL020406,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Konta,SL02040607,,,Lokomasama,SL020406,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Magbokorr,SL02040608,,,Lokomasama,SL020406,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Mannah,SL02040609,,,Lokomasama,SL020406,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Mapiterr,SL02040610,,,Lokomasama,SL020406,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Matheng,SL02040611,,,Lokomasama,SL020406,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Petifu,SL02040612,,,Lokomasama,SL020406,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Royema,SL02040613,,,Lokomasama,SL020406,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Yurika,SL02040614,,,Lokomasama,SL020406,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Batpolon,SL02040701,,,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Falaba,SL02040702,,,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Fenka,SL02040703,,,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Gberray Bana,SL02040704,,,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Gberray Morie,SL02040705,,,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Gberray Thunkara,SL02040706,,,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Gbonko Mayira,SL02040707,,,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kabata,SL02040708,,,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Komrabai-Waterloo,SL02040709,,,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kondato,SL02040710,,,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Maboni,SL02040711,,,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Maforay,SL02040712,,,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Magbankitha,SL02040713,,,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Magbengbeh,SL02040714,,,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Magbeni,SL02040715,,,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Makorobolai,SL02040716,,,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Malal,SL02040717,,,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Mamanso,SL02040718,,,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Mapolie,SL02040719,,,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Maronko,SL02040720,,,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Marunia,SL02040721,,,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Massebay,SL02040722,,,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Mathera,SL02040723,,,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Moria,SL02040724,,,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Old Port Loko,SL02040725,,,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Romaka,SL02040726,,,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Rosarr,SL02040727,,,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Sanda,SL02040728,,,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Sendugu,SL02040729,,,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Tauya,SL02040730,,,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Lunsar-Baipolon,SL02040801,,,Marampa,SL020408,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Lunsar-Four Road -,SL02040802,,,Marampa,SL020408,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Lunsar-Kenneday,SL02040803,,,Marampa,SL020408,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Lunsar-Mabai,SL02040804,,,Marampa,SL020408,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Lunsar-Madigbo,SL02040805,,,Marampa,SL020408,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Lunsar-Mamanso,SL02040806,,,Marampa,SL020408,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Lunsar-Mines,SL02040807,,,Marampa,SL020408,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Lunsar-Old Town,SL02040808,,,Marampa,SL020408,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Lunsar-Path Bana,SL02040809,,,Marampa,SL020408,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Lunsar-Robis,SL02040810,,,Marampa,SL020408,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Lunsar-Technical,SL02040811,,,Marampa,SL020408,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Magbele,SL02040812,,,Marampa,SL020408,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Mange,SL02040813,,,Marampa,SL020408,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Marampa,SL02040814,,,Marampa,SL020408,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Mawullay,SL02040815,,,Marampa,SL020408,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Petifu Madina,SL02040816,,,Marampa,SL020408,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Rogballan,SL02040817,,,Marampa,SL020408,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Rolankonoh,SL02040818,,,Marampa,SL020408,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Biki,SL02040901,,,Masimera,SL020409,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Biss-Manika,SL02040902,,,Masimera,SL020409,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Katick,SL02040903,,,Masimera,SL020409,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Maconteh,SL02040904,,,Masimera,SL020409,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Mamalikie,SL02040905,,,Masimera,SL020409,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Masimera,SL02040906,,,Masimera,SL020409,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Matuku,SL02040907,,,Masimera,SL020409,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Mayola-Thatha,SL02040908,,,Masimera,SL020409,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Nonkoba,SL02040909,,,Masimera,SL020409,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Rokel,SL02040910,,,Masimera,SL020409,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Rokon/Komboya,SL02040911,,,Masimera,SL020409,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Yoni-Pet,SL02040912,,,Masimera,SL020409,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Bankro,SL02041001,,,Sanda Magbolontor,SL020410,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Gbaneh-Loko,SL02041002,,,Sanda Magbolontor,SL020410,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Gbogbodo,SL02041003,,,Sanda Magbolontor,SL020410,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Gbonko,SL02041004,,,Sanda Magbolontor,SL020410,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kantia,SL02041005,,,Sanda Magbolontor,SL020410,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Layamantmetank,SL02041006,,,Sanda Magbolontor,SL020410,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Magbolontor,SL02041007,,,Sanda Magbolontor,SL020410,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Malkiya,SL02041008,,,Sanda Magbolontor,SL020410,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Mankneh,SL02041009,,,Sanda Magbolontor,SL020410,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Masien,SL02041010,,,Sanda Magbolontor,SL020410,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Menthen,SL02041011,,,Sanda Magbolontor,SL020410,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Robis,SL02041012,,,Sanda Magbolontor,SL020410,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Rotigbonko,SL02041013,,,Sanda Magbolontor,SL020410,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Sendugu,SL02041014,,,Sanda Magbolontor,SL020410,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Gbaray Bana,SL02041101,,,TMS,SL020411,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kambia,SL02041102,,,TMS,SL020411,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kanu,SL02041103,,,TMS,SL020411,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kargbo,SL02041104,,,TMS,SL020411,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Konkorie,SL02041105,,,TMS,SL020411,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Mafonikay,SL02041106,,,TMS,SL020411,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Magbafth,SL02041107,,,TMS,SL020411,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Magbapsa,SL02041108,,,TMS,SL020411,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Malakuray,SL02041109,,,TMS,SL020411,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Maron,SL02041110,,,TMS,SL020411,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Robombeh,SL02041111,,,TMS,SL020411,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Benkia,SL02041201,,,Koya,SL020412,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Fondu,SL02041202,,,Koya,SL020412,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Foredugu,SL02041203,,,Koya,SL020412,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Futa,SL02041204,,,Koya,SL020412,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Gbabai,SL02041205,,,Koya,SL020412,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kagbala A,SL02041206,,,Koya,SL020412,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kagbala B,SL02041207,,,Koya,SL020412,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Magbandoma,SL02041208,,,Koya,SL020412,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Magbeni,SL02041209,,,Koya,SL020412,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Mahera,SL02041210,,,Koya,SL020412,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Marefa,SL02041211,,,Koya,SL020412,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Matene,SL02041212,,,Koya,SL020412,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Mathirie,SL02041213,,,Koya,SL020412,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Mawoma,SL02041214,,,Koya,SL020412,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Robia,SL02041215,,,Koya,SL020412,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Rokel,SL02041216,,,Koya,SL020412,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Roponka,SL02041217,,,Koya,SL020412,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Rosarr,SL02041218,,,Koya,SL020412,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Sanda,SL02041219,,,Koya,SL020412,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Tumba,SL02041220,,,Koya,SL020412,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Lower Massakong,SL02050101,,,Gbonkolenken,SL020501,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Lower Polie,SL02050102,,,Gbonkolenken,SL020501,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Mayeppoh,SL02050103,,,Gbonkolenken,SL020501,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Petifu Mayawa A,SL02050104,,,Gbonkolenken,SL020501,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Petifu Mayawa B,SL02050105,,,Gbonkolenken,SL020501,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Petifu Mayeppoh,SL02050106,,,Gbonkolenken,SL020501,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Upper Massakong,SL02050107,,,Gbonkolenken,SL020501,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Upper Polie,SL02050108,,,Gbonkolenken,SL020501,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Yele Manowo,SL02050109,,,Gbonkolenken,SL020501,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Yiben,SL02050110,,,Gbonkolenken,SL020501,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kabaia,SL02050201,,,Kafe Simiria,SL020502,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kamarugu,SL02050202,,,Kafe Simiria,SL020502,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Mabonto,SL02050203,,,Kafe Simiria,SL020502,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Makelfa,SL02050204,,,Kafe Simiria,SL020502,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Makontande,SL02050205,,,Kafe Simiria,SL020502,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Mayaso,SL02050206,,,Kafe Simiria,SL020502,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Simiria,SL02050207,,,Kafe Simiria,SL020502,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Fuladugu,SL02050301,,,Kalansogoia,SL020503,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
