#country+name+i_eng+is_latn,#country+name+i_mon+is_cyrl,#country+code+v_iso3166p1a2,#country+name,#country+name+alt1+i_eng+is_latn,#country+name+alt2+i_eng+is_latn,#country+name+alt1+i_mon+is_cyrl,#country+name+alt2+i_mon+is_cyrl,#date+start,#date+updated,#date+end
Mongolia,монгол,MN,,,,Monggol Ulus,,2020-10-26,2021-02-11,
