#country+name+i_por+is_latn,#country+code+v_iso3166p1a2,#country+name,#country+name+alt1+i_por+is_latn,#country+name+alt2+i_por+is_latn,#date+start,#date+updated,#date+end
Brasil,BR,,,,2020-09-30,2020-09-30,
