#adm2+name+i_eng+is_latn,#adm2+code+v_pcode,#adm2+name,#adm2+name+alt1+i_eng+is_latn,#adm2+name+alt2+i_eng+is_latn,#adm1+name+i_eng+is_latn,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#country+code+v_iso3166p1a2,#date+start,#date+updated,#date+end
Bosome Freho,GH0223,,,,Ashanti,GH02,Ghana,GH,2021-03-10,2021-12-31,
Bosomtwe,GH0224,,,,Ashanti,GH02,Ghana,GH,2021-03-10,2021-12-31,
Ejisu Municipal,GH0225,,,,Ashanti,GH02,Ghana,GH,2021-03-10,2021-12-31,
Ejura-Sekyedumase,GH0226,,,,Ashanti,GH02,Ghana,GH,2021-03-10,2021-12-31,
Juaben Municipal,GH0227,,,,Ashanti,GH02,Ghana,GH,2021-03-10,2021-12-31,
Kumasi Metropolitan,GH0228,,,,Ashanti,GH02,Ghana,GH,2021-03-10,2021-12-31,
Kwabre East,GH0229,,,,Ashanti,GH02,Ghana,GH,2021-03-10,2021-12-31,
Kwadaso Municipal,GH0230,,,,Ashanti,GH02,Ghana,GH,2021-03-10,2021-12-31,
Mampong Municipal,GH0231,,,,Ashanti,GH02,Ghana,GH,2021-03-10,2021-12-31,
Obuasi East,GH0232,,,,Ashanti,GH02,Ghana,GH,2021-03-10,2021-12-31,
Obuasi Municipal,GH0233,,,,Ashanti,GH02,Ghana,GH,2021-03-10,2021-12-31,
Offinso Municipal,GH0234,,,,Ashanti,GH02,Ghana,GH,2021-03-10,2021-12-31,
Offinso North,GH0235,,,,Ashanti,GH02,Ghana,GH,2021-03-10,2021-12-31,
Oforikrom Municipal,GH0236,,,,Ashanti,GH02,Ghana,GH,2021-03-10,2021-12-31,
Old Tafo Municipal,GH0237,,,,Ashanti,GH02,Ghana,GH,2021-03-10,2021-12-31,
Sekyere Afram Plains North,GH0238,,,,Ashanti,GH02,Ghana,GH,2021-03-10,2021-12-31,
Sekyere Central,GH0239,,,,Ashanti,GH02,Ghana,GH,2021-03-10,2021-12-31,
Sekyere East,GH0240,,,,Ashanti,GH02,Ghana,GH,2021-03-10,2021-12-31,
Sekyere Kumawu,GH0241,,,,Ashanti,GH02,Ghana,GH,2021-03-10,2021-12-31,
Sekyere South,GH0242,,,,Ashanti,GH02,Ghana,GH,2021-03-10,2021-12-31,
Suame Municipal,GH0243,,,,Ashanti,GH02,Ghana,GH,2021-03-10,2021-12-31,
Banda,GH0301,,,,Bono,GH03,Ghana,GH,2021-03-10,2021-12-31,
Berekum East Municipal,GH0302,,,,Bono,GH03,Ghana,GH,2021-03-10,2021-12-31,
Berekum West,GH0303,,,,Bono,GH03,Ghana,GH,2021-03-10,2021-12-31,
Dormaa East,GH0304,,,,Bono,GH03,Ghana,GH,2021-03-10,2021-12-31,
Dormaa Municipal,GH0305,,,,Bono,GH03,Ghana,GH,2021-03-10,2021-12-31,
Dormaa West,GH0306,,,,Bono,GH03,Ghana,GH,2021-03-10,2021-12-31,
Jaman North,GH0307,,,,Bono,GH03,Ghana,GH,2021-03-10,2021-12-31,
Jaman South Municipal,GH0308,,,,Bono,GH03,Ghana,GH,2021-03-10,2021-12-31,
Sunyani Municipal,GH0309,,,,Bono,GH03,Ghana,GH,2021-03-10,2021-12-31,
Sunyani West,GH0310,,,,Bono,GH03,Ghana,GH,2021-03-10,2021-12-31,
Tain,GH0311,,,,Bono,GH03,Ghana,GH,2021-03-10,2021-12-31,
Wenchi Municipal,GH0312,,,,Bono,GH03,Ghana,GH,2021-03-10,2021-12-31,
Atebubu Amantin,GH0401,,,,Bono East,GH04,Ghana,GH,2021-03-10,2021-12-31,
Kintampo North Municipal,GH0402,,,,Bono East,GH04,Ghana,GH,2021-03-10,2021-12-31,
Kintampo South,GH0403,,,,Bono East,GH04,Ghana,GH,2021-03-10,2021-12-31,
Nkoranza North,GH0404,,,,Bono East,GH04,Ghana,GH,2021-03-10,2021-12-31,
Nkoranza South,GH0405,,,,Bono East,GH04,Ghana,GH,2021-03-10,2021-12-31,
Pru East,GH0406,,,,Bono East,GH04,Ghana,GH,2021-03-10,2021-12-31,
Pru West,GH0407,,,,Bono East,GH04,Ghana,GH,2021-03-10,2021-12-31,
Sene East,GH0408,,,,Bono East,GH04,Ghana,GH,2021-03-10,2021-12-31,
Sene West,GH0409,,,,Bono East,GH04,Ghana,GH,2021-03-10,2021-12-31,
Techiman Municipal,GH0410,,,,Bono East,GH04,Ghana,GH,2021-03-10,2021-12-31,
Techiman North,GH0411,,,,Bono East,GH04,Ghana,GH,2021-03-10,2021-12-31,
Abura-Asebu-Kwamankese,GH0501,,,,Central,GH05,Ghana,GH,2021-03-10,2021-12-31,
Agona East,GH0502,,,,Central,GH05,Ghana,GH,2021-03-10,2021-12-31,
Agona West Municipal,GH0503,,,,Central,GH05,Ghana,GH,2021-03-10,2021-12-31,
Ajumako-Enyan-Essiam,GH0504,,,,Central,GH05,Ghana,GH,2021-03-10,2021-12-31,
Asikuma-Odoben-Brakwa,GH0505,,,,Central,GH05,Ghana,GH,2021-03-10,2021-12-31,
Assin Fosu,GH0506,,,,Central,GH05,Ghana,GH,2021-03-10,2021-12-31,
Assin North,GH0507,,,,Central,GH05,Ghana,GH,2021-03-10,2021-12-31,
Assin South,GH0508,,,,Central,GH05,Ghana,GH,2021-03-10,2021-12-31,
Awutu Senya,GH0509,,,,Central,GH05,Ghana,GH,2021-03-10,2021-12-31,
Awutu Senya East,GH0510,,,,Central,GH05,Ghana,GH,2021-03-10,2021-12-31,
Cape Coast Metropolitan,GH0511,,,,Central,GH05,Ghana,GH,2021-03-10,2021-12-31,
Effutu Municipal,GH0512,,,,Central,GH05,Ghana,GH,2021-03-10,2021-12-31,
Ekumfi,GH0513,,,,Central,GH05,Ghana,GH,2021-03-10,2021-12-31,
Gomoa Central,GH0514,,,,Central,GH05,Ghana,GH,2021-03-10,2021-12-31,
Gomoa East,GH0515,,,,Central,GH05,Ghana,GH,2021-03-10,2021-12-31,
Gomoa West,GH0516,,,,Central,GH05,Ghana,GH,2021-03-10,2021-12-31,
Komenda-Edina-Eguafo-Abirem Municipal,GH0517,,,,Central,GH05,Ghana,GH,2021-03-10,2021-12-31,
Mfantseman Municipal,GH0518,,,,Central,GH05,Ghana,GH,2021-03-10,2021-12-31,
Twifo Atti-Morkwa,GH0519,,,,Central,GH05,Ghana,GH,2021-03-10,2021-12-31,
Twifo Hemang Lower Denkyira,GH0520,,,,Central,GH05,Ghana,GH,2021-03-10,2021-12-31,
Upper Denkyira East Municipal,GH0521,,,,Central,GH05,Ghana,GH,2021-03-10,2021-12-31,
Upper Denkyira West,GH0522,,,,Central,GH05,Ghana,GH,2021-03-10,2021-12-31,
Abuakwa North,GH0601,,,,Eastern,GH06,Ghana,GH,2021-03-10,2021-12-31,
Abuakwa South,GH0602,,,,Eastern,GH06,Ghana,GH,2021-03-10,2021-12-31,
Achiase,GH0603,,,,Eastern,GH06,Ghana,GH,2021-03-10,2021-12-31,
Akwapem North,GH0604,,,,Eastern,GH06,Ghana,GH,2021-03-10,2021-12-31,
Akwapem South,GH0605,,,,Eastern,GH06,Ghana,GH,2021-03-10,2021-12-31,
Akyem Mansa,GH0606,,,,Eastern,GH06,Ghana,GH,2021-03-10,2021-12-31,
Asene Akroso Manso,GH0607,,,,Eastern,GH06,Ghana,GH,2021-03-10,2021-12-31,
Asuogyaman,GH0608,,,,Eastern,GH06,Ghana,GH,2021-03-10,2021-12-31,
Atiwa East,GH0609,,,,Eastern,GH06,Ghana,GH,2021-03-10,2021-12-31,
Atiwa West,GH0610,,,,Eastern,GH06,Ghana,GH,2021-03-10,2021-12-31,
Ayensuano,GH0611,,,,Eastern,GH06,Ghana,GH,2021-03-10,2021-12-31,
Birim Central Municipal,GH0612,,,,Eastern,GH06,Ghana,GH,2021-03-10,2021-12-31,
Birim North,GH0613,,,,Eastern,GH06,Ghana,GH,2021-03-10,2021-12-31,
Birim South,GH0614,,,,Eastern,GH06,Ghana,GH,2021-03-10,2021-12-31,
Denkyembour,GH0615,,,,Eastern,GH06,Ghana,GH,2021-03-10,2021-12-31,
Fanteakwa North,GH0616,,,,Eastern,GH06,Ghana,GH,2021-03-10,2021-12-31,
Fanteakwa South,GH0617,,,,Eastern,GH06,Ghana,GH,2021-03-10,2021-12-31,
Kwaebibirem,GH0618,,,,Eastern,GH06,Ghana,GH,2021-03-10,2021-12-31,
Kwahu Afram Plains North,GH0619,,,,Eastern,GH06,Ghana,GH,2021-03-10,2021-12-31,
Kwahu Afram Plains South,GH0620,,,,Eastern,GH06,Ghana,GH,2021-03-10,2021-12-31,
Kwahu East,GH0621,,,,Eastern,GH06,Ghana,GH,2021-03-10,2021-12-31,
Kwahu South,GH0622,,,,Eastern,GH06,Ghana,GH,2021-03-10,2021-12-31,
Kwahu West,GH0623,,,,Eastern,GH06,Ghana,GH,2021-03-10,2021-12-31,
Lower Manya,GH0624,,,,Eastern,GH06,Ghana,GH,2021-03-10,2021-12-31,
New Juaben North Municipal,GH0625,,,,Eastern,GH06,Ghana,GH,2021-03-10,2021-12-31,
New Juaben South Municipal,GH0626,,,,Eastern,GH06,Ghana,GH,2021-03-10,2021-12-31,
Nsawam Adoagyiri,GH0627,,,,Eastern,GH06,Ghana,GH,2021-03-10,2021-12-31,
Okere,GH0628,,,,Eastern,GH06,Ghana,GH,2021-03-10,2021-12-31,
Suhum Municipal,GH0629,,,,Eastern,GH06,Ghana,GH,2021-03-10,2021-12-31,
Upper Manya,GH0630,,,,Eastern,GH06,Ghana,GH,2021-03-10,2021-12-31,
Upper West Akim,GH0631,,,,Eastern,GH06,Ghana,GH,2021-03-10,2021-12-31,
West Akim,GH0632,,,,Eastern,GH06,Ghana,GH,2021-03-10,2021-12-31,
Yilo Krobo,GH0633,,,,Eastern,GH06,Ghana,GH,2021-03-10,2021-12-31,
Ablekuma Central Municipal,GH0701,,,,Greater Accra,GH07,Ghana,GH,2021-03-10,2021-12-31,
Ablekuma North Municipal,GH0702,,,,Greater Accra,GH07,Ghana,GH,2021-03-10,2021-12-31,
Ablekuma West Municipal,GH0703,,,,Greater Accra,GH07,Ghana,GH,2021-03-10,2021-12-31,
Accra Metropolis,GH0704,,,,Greater Accra,GH07,Ghana,GH,2021-03-10,2021-12-31,
Ada East,GH0705,,,,Greater Accra,GH07,Ghana,GH,2021-03-10,2021-12-31,
Ada West,GH0706,,,,Greater Accra,GH07,Ghana,GH,2021-03-10,2021-12-31,
Adenta Municipal,GH0707,,,,Greater Accra,GH07,Ghana,GH,2021-03-10,2021-12-31,
Ashaiman Municipal,GH0708,,,,Greater Accra,GH07,Ghana,GH,2021-03-10,2021-12-31,
Ayawaso Central Municipal,GH0709,,,,Greater Accra,GH07,Ghana,GH,2021-03-10,2021-12-31,
Ayawaso East Municipal,GH0710,,,,Greater Accra,GH07,Ghana,GH,2021-03-10,2021-12-31,
Ayawaso North Municipal,GH0711,,,,Greater Accra,GH07,Ghana,GH,2021-03-10,2021-12-31,
Ayawaso West,GH0712,,,,Greater Accra,GH07,Ghana,GH,2021-03-10,2021-12-31,
Ga Central Municipal,GH0713,,,,Greater Accra,GH07,Ghana,GH,2021-03-10,2021-12-31,
Ga East,GH0714,,,,Greater Accra,GH07,Ghana,GH,2021-03-10,2021-12-31,
Ga North Municipal,GH0715,,,,Greater Accra,GH07,Ghana,GH,2021-03-10,2021-12-31,
Ga South Municipal,GH0716,,,,Greater Accra,GH07,Ghana,GH,2021-03-10,2021-12-31,
Ga West Municipal,GH0717,,,,Greater Accra,GH07,Ghana,GH,2021-03-10,2021-12-31,
Korle Klottey Municipal,GH0718,,,,Greater Accra,GH07,Ghana,GH,2021-03-10,2021-12-31,
Kpone Katamanso,GH0719,,,,Greater Accra,GH07,Ghana,GH,2021-03-10,2021-12-31,
Krowor Municipal,GH0720,,,,Greater Accra,GH07,Ghana,GH,2021-03-10,2021-12-31,
La Dade-Kotopon,GH0721,,,,Greater Accra,GH07,Ghana,GH,2021-03-10,2021-12-31,
La-Nkwantanang-Madina,GH0722,,,,Greater Accra,GH07,Ghana,GH,2021-03-10,2021-12-31,
Ledzokuku Municipal,GH0723,,,,Greater Accra,GH07,Ghana,GH,2021-03-10,2021-12-31,
Ningo/Prampram,GH0724,,,,Greater Accra,GH07,Ghana,GH,2021-03-10,2021-12-31,
Okaikwei North Municipal,GH0725,,,,Greater Accra,GH07,Ghana,GH,2021-03-10,2021-12-31,
Shai Osudoku,GH0726,,,,Greater Accra,GH07,Ghana,GH,2021-03-10,2021-12-31,
Tema Metropolitan,GH0727,,,,Greater Accra,GH07,Ghana,GH,2021-03-10,2021-12-31,
Tema West Municipal,GH0728,,,,Greater Accra,GH07,Ghana,GH,2021-03-10,2021-12-31,
Weija Gbawe Municipal,GH0729,,,,Greater Accra,GH07,Ghana,GH,2021-03-10,2021-12-31,
Gushegu,GH0801,,,,Northern,GH08,Ghana,GH,2021-03-10,2021-12-31,
Karaga,GH0802,,,,Northern,GH08,Ghana,GH,2021-03-10,2021-12-31,
Kpandai,GH0803,,,,Northern,GH08,Ghana,GH,2021-03-10,2021-12-31,
Kumbungu,GH0804,,,,Northern,GH08,Ghana,GH,2021-03-10,2021-12-31,
Mion,GH0805,,,,Northern,GH08,Ghana,GH,2021-03-10,2021-12-31,
Nanton,GH0806,,,,Northern,GH08,Ghana,GH,2021-03-10,2021-12-31,
Nanumba North,GH0807,,,,Northern,GH08,Ghana,GH,2021-03-10,2021-12-31,
Nanumba South,GH0808,,,,Northern,GH08,Ghana,GH,2021-03-10,2021-12-31,
Saboba,GH0809,,,,Northern,GH08,Ghana,GH,2021-03-10,2021-12-31,
Sagnerigu,GH0810,,,,Northern,GH08,Ghana,GH,2021-03-10,2021-12-31,
Savelugu,GH0811,,,,Northern,GH08,Ghana,GH,2021-03-10,2021-12-31,
Tamale Metropolitan,GH0812,,,,Northern,GH08,Ghana,GH,2021-03-10,2021-12-31,
Tatale Sanguli,GH0813,,,,Northern,GH08,Ghana,GH,2021-03-10,2021-12-31,
Tolon,GH0814,,,,Northern,GH08,Ghana,GH,2021-03-10,2021-12-31,
Yendi Municipal,GH0815,,,,Northern,GH08,Ghana,GH,2021-03-10,2021-12-31,
Zabzugu,GH0816,,,,Northern,GH08,Ghana,GH,2021-03-10,2021-12-31,
Bunkpurugu Nakpanduri,GH0901,,,,Northern East,GH09,Ghana,GH,2021-03-10,2021-12-31,
Chereponi,GH0902,,,,Northern East,GH09,Ghana,GH,2021-03-10,2021-12-31,
East Mamprusi,GH0903,,,,Northern East,GH09,Ghana,GH,2021-03-10,2021-12-31,
Mamprugu Moagduri,GH0904,,,,Northern East,GH09,Ghana,GH,2021-03-10,2021-12-31,
West Mamprusi Municipal,GH0905,,,,Northern East,GH09,Ghana,GH,2021-03-10,2021-12-31,
Yunyoo-Nasuan,GH0906,,,,Northern East,GH09,Ghana,GH,2021-03-10,2021-12-31,
Biakoye,GH1001,,,,Oti,GH10,Ghana,GH,2021-03-10,2021-12-31,
Jasikan,GH1002,,,,Oti,GH10,Ghana,GH,2021-03-10,2021-12-31,
Kadjebi,GH1003,,,,Oti,GH10,Ghana,GH,2021-03-10,2021-12-31,
Krachi East Municipal,GH1004,,,,Oti,GH10,Ghana,GH,2021-03-10,2021-12-31,
Krachi Nchumuru,GH1005,,,,Oti,GH10,Ghana,GH,2021-03-10,2021-12-31,
Krachi West,GH1006,,,,Oti,GH10,Ghana,GH,2021-03-10,2021-12-31,
Nkwanta North,GH1007,,,,Oti,GH10,Ghana,GH,2021-03-10,2021-12-31,
Nkwanta South Municipal,GH1008,,,,Oti,GH10,Ghana,GH,2021-03-10,2021-12-31,
Bole,GH1101,,,,Savannah,GH11,Ghana,GH,2021-03-10,2021-12-31,
Central Gonja,GH1102,,,,Savannah,GH11,Ghana,GH,2021-03-10,2021-12-31,
East Gonja Municipal,GH1103,,,,Savannah,GH11,Ghana,GH,2021-03-10,2021-12-31,
North East Gonja,GH1104,,,,Savannah,GH11,Ghana,GH,2021-03-10,2021-12-31,
North Gonja,GH1105,,,,Savannah,GH11,Ghana,GH,2021-03-10,2021-12-31,
Sawla-Tuna-Kalba,GH1106,,,,Savannah,GH11,Ghana,GH,2021-03-10,2021-12-31,
West Gonja,GH1107,,,,Savannah,GH11,Ghana,GH,2021-03-10,2021-12-31,
Bawku Municipal,GH1201,,,,Upper East,GH12,Ghana,GH,2021-03-10,2021-12-31,
Bawku West,GH1202,,,,Upper East,GH12,Ghana,GH,2021-03-10,2021-12-31,
Binduri,GH1203,,,,Upper East,GH12,Ghana,GH,2021-03-10,2021-12-31,
Bolga  East,GH1204,,,,Upper East,GH12,Ghana,GH,2021-03-10,2021-12-31,
Bolgatanga Municipal,GH1205,,,,Upper East,GH12,Ghana,GH,2021-03-10,2021-12-31,
Bongo,GH1206,,,,Upper East,GH12,Ghana,GH,2021-03-10,2021-12-31,
Builsa North,GH1207,,,,Upper East,GH12,Ghana,GH,2021-03-10,2021-12-31,
Builsa South,GH1208,,,,Upper East,GH12,Ghana,GH,2021-03-10,2021-12-31,
Garu,GH1209,,,,Upper East,GH12,Ghana,GH,2021-03-10,2021-12-31,
Kasena Nankana East,GH1210,,,,Upper East,GH12,Ghana,GH,2021-03-10,2021-12-31,
Kasena Nankana West,GH1211,,,,Upper East,GH12,Ghana,GH,2021-03-10,2021-12-31,
Nabdam,GH1212,,,,Upper East,GH12,Ghana,GH,2021-03-10,2021-12-31,
Pusiga,GH1213,,,,Upper East,GH12,Ghana,GH,2021-03-10,2021-12-31,
Talensi,GH1214,,,,Upper East,GH12,Ghana,GH,2021-03-10,2021-12-31,
Tempane,GH1215,,,,Upper East,GH12,Ghana,GH,2021-03-10,2021-12-31,
Daffiama Bussie Issa,GH1301,,,,Upper West,GH13,Ghana,GH,2021-03-10,2021-12-31,
Jirapa,GH1302,,,,Upper West,GH13,Ghana,GH,2021-03-10,2021-12-31,
Lambussie-Karni,GH1303,,,,Upper West,GH13,Ghana,GH,2021-03-10,2021-12-31,
Lawra,GH1304,,,,Upper West,GH13,Ghana,GH,2021-03-10,2021-12-31,
Nadowli-Kaleo,GH1305,,,,Upper West,GH13,Ghana,GH,2021-03-10,2021-12-31,
Nandom,GH1306,,,,Upper West,GH13,Ghana,GH,2021-03-10,2021-12-31,
Sissala East,GH1307,,,,Upper West,GH13,Ghana,GH,2021-03-10,2021-12-31,
Sissala West,GH1308,,,,Upper West,GH13,Ghana,GH,2021-03-10,2021-12-31,
Wa East,GH1309,,,,Upper West,GH13,Ghana,GH,2021-03-10,2021-12-31,
Wa Municipal,GH1310,,,,Upper West,GH13,Ghana,GH,2021-03-10,2021-12-31,
Wa West,GH1311,,,,Upper West,GH13,Ghana,GH,2021-03-10,2021-12-31,
Adaklu,GH1401,,,,Volta,GH14,Ghana,GH,2021-03-10,2021-12-31,
Afadzato South,GH1402,,,,Volta,GH14,Ghana,GH,2021-03-10,2021-12-31,
Agotime Ziope,GH1403,,,,Volta,GH14,Ghana,GH,2021-03-10,2021-12-31,
Akatsi North,GH1404,,,,Volta,GH14,Ghana,GH,2021-03-10,2021-12-31,
Akatsi South,GH1405,,,,Volta,GH14,Ghana,GH,2021-03-10,2021-12-31,
Anloga,GH1406,,,,Volta,GH14,Ghana,GH,2021-03-10,2021-12-31,
Central Tongu,GH1407,,,,Volta,GH14,Ghana,GH,2021-03-10,2021-12-31,
Ho Municipal,GH1408,,,,Volta,GH14,Ghana,GH,2021-03-10,2021-12-31,
Ho West,GH1409,,,,Volta,GH14,Ghana,GH,2021-03-10,2021-12-31,
Hohoe Municipal,GH1410,,,,Volta,GH14,Ghana,GH,2021-03-10,2021-12-31,
Keta Municipal,GH1411,,,,Volta,GH14,Ghana,GH,2021-03-10,2021-12-31,
Ketu North,GH1412,,,,Volta,GH14,Ghana,GH,2021-03-10,2021-12-31,
Ketu South,GH1413,,,,Volta,GH14,Ghana,GH,2021-03-10,2021-12-31,
Kpando Municipal,GH1414,,,,Volta,GH14,Ghana,GH,2021-03-10,2021-12-31,
North Dayi,GH1415,,,,Volta,GH14,Ghana,GH,2021-03-10,2021-12-31,
North Tongu,GH1416,,,,Volta,GH14,Ghana,GH,2021-03-10,2021-12-31,
South Dayi,GH1417,,,,Volta,GH14,Ghana,GH,2021-03-10,2021-12-31,
South Tongu,GH1418,,,,Volta,GH14,Ghana,GH,2021-03-10,2021-12-31,
Ahanta West Municipal,GH1501,,,,Western,GH15,Ghana,GH,2021-03-10,2021-12-31,
Effia Kwesimintsim Municipal,GH1502,,,,Western,GH15,Ghana,GH,2021-03-10,2021-12-31,
Ellembelle,GH1503,,,,Western,GH15,Ghana,GH,2021-03-10,2021-12-31,
Jomoro,GH1504,,,,Western,GH15,Ghana,GH,2021-03-10,2021-12-31,
Mpohor,GH1505,,,,Western,GH15,Ghana,GH,2021-03-10,2021-12-31,
Nzema East,GH1506,,,,Western,GH15,Ghana,GH,2021-03-10,2021-12-31,
Prestea/Huni Valley,GH1507,,,,Western,GH15,Ghana,GH,2021-03-10,2021-12-31,
Sekondi Takoradi Metropolis,GH1508,,,,Western,GH15,Ghana,GH,2021-03-10,2021-12-31,
Shama,GH1509,,,,Western,GH15,Ghana,GH,2021-03-10,2021-12-31,
Tarkwa Nsuaem,GH1510,,,,Western,GH15,Ghana,GH,2021-03-10,2021-12-31,
Wassa Amenfi Central,GH1511,,,,Western,GH15,Ghana,GH,2021-03-10,2021-12-31,
Wassa Amenfi East,GH1512,,,,Western,GH15,Ghana,GH,2021-03-10,2021-12-31,
Wassa Amenfi West,GH1513,,,,Western,GH15,Ghana,GH,2021-03-10,2021-12-31,
Wassa East,GH1514,,,,Western,GH15,Ghana,GH,2021-03-10,2021-12-31,
Aowin,GH1601,,,,Western North,GH16,Ghana,GH,2021-03-10,2021-12-31,
Bia East,GH1602,,,,Western North,GH16,Ghana,GH,2021-03-10,2021-12-31,
Bia West,GH1603,,,,Western North,GH16,Ghana,GH,2021-03-10,2021-12-31,
Bibiani-Anhwiaso-Bekwai Municipal,GH1604,,,,Western North,GH16,Ghana,GH,2021-03-10,2021-12-31,
Bodi,GH1605,,,,Western North,GH16,Ghana,GH,2021-03-10,2021-12-31,
Juaboso,GH1606,,,,Western North,GH16,Ghana,GH,2021-03-10,2021-12-31,
Sefwi Akontombra,GH1607,,,,Western North,GH16,Ghana,GH,2021-03-10,2021-12-31,
Sefwi-Wiawso,GH1608,,,,Western North,GH16,Ghana,GH,2021-03-10,2021-12-31,
Suaman,GH1609,,,,Western North,GH16,Ghana,GH,2021-03-10,2021-12-31,
