#country+name+i_eng+is_latn,#country+name+i_fas+is_zyyy,#country+code+v_iso3166p1a2,#country+name,#country+name+alt1+i_eng+is_latn,#country+name+alt2+i_eng+is_latn,#country+name+alt1+i_fas+is_zyyy,#country+name+alt2+i_fas+is_zyyy,#date+start,#date+updated,#date+end
Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,,,,,,2019-05-20,2019-05-20,
