#adm3+name+i_eng+is_latn,#adm3+code+v_pcode,#adm3+name,#adm3+name+alt1+i_eng+is_latn,#adm3+name+alt2+i_eng+is_latn,#adm2+name+i_eng+is_latn,#adm2+code+v_pcode,#adm1+name+i_eng+is_latn,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#country+code+v_iso3166p1a2,#date+start,#date+updated,#date+end
Fatumu,TO1409,,,,Tatakamotonga,TO14,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Lapaha,TO1501,,,,Lapaha,TO15,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Talasiu,TO1502,,,,Lapaha,TO15,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Hoi,TO1503,,,,Lapaha,TO15,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Nukuleka,TO1504,,,,Lapaha,TO15,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Makaunga,TO1505,,,,Lapaha,TO15,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Talafo'ou,TO1506,,,,Lapaha,TO15,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Manuka,TO1507,,,,Lapaha,TO15,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Navutoka,TO1508,,,,Lapaha,TO15,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Kolonga,TO1509,,,,Lapaha,TO15,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Afa,TO1510,,,,Lapaha,TO15,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Niutoua,TO1511,,,,Lapaha,TO15,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
'Eueiki,TO1512,,,,Lapaha,TO15,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Fukave,TO1513,,,,Lapaha,TO15,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Nukunuku,TO1601,,,,Nukunuku,TO16,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Matahau,TO1602,,,,Nukunuku,TO16,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Matafonua,TO1603,,,,Nukunuku,TO16,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Fatai,TO1604,,,,Nukunuku,TO16,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Lakepa,TO1605,,,,Nukunuku,TO16,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Vaotu'u,TO1606,,,,Nukunuku,TO16,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
'Utulau,TO1607,,,,Nukunuku,TO16,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Ha'alalo,TO1608,,,,Nukunuku,TO16,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Ha'akame,TO1609,,,,Nukunuku,TO16,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Houma,TO1610,,,,Nukunuku,TO16,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Kolovai,TO1701,,,,Kolovai,TO17,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Te'ekiu,TO1702,,,,Kolovai,TO17,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Masilamea,TO1703,,,,Kolovai,TO17,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Fahefa,TO1704,,,,Kolovai,TO17,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Ha'utu,TO1705,,,,Kolovai,TO17,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Kala'au,TO1706,,,,Kolovai,TO17,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Fo'ui,TO1707,,,,Kolovai,TO17,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Ha'avakatolo,TO1708,,,,Kolovai,TO17,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
'Ahau,TO1709,,,,Kolovai,TO17,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Kanokupolu,TO1710,,,,Kolovai,TO17,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Ha'atafu,TO1711,,,,Kolovai,TO17,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
'Atata,TO1712,,,,Kolovai,TO17,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Neiafu,TO2101,,,,Neiafu,TO21,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Makave,TO2102,,,,Neiafu,TO21,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Toula,TO2103,,,,Neiafu,TO21,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
'Utui,TO2104,,,,Neiafu,TO21,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Ofu,TO2105,,,,Neiafu,TO21,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Okoa,TO2106,,,,Neiafu,TO21,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Olo'ua,TO2107,,,,Neiafu,TO21,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Pangaimotu,TO2201,,,,Pangaimotu,TO22,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
'Utulei,TO2202,,,,Pangaimotu,TO22,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Nga'unoho,TO2203,,,,Pangaimotu,TO22,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
'Utungake,TO2204,,,,Pangaimotu,TO22,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Tapana,TO2205,,,,Pangaimotu,TO22,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Ha'alaufuli,TO2301,,,,Hahake,TO23,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Ha'akio,TO2302,,,,Hahake,TO23,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Houma,TO2303,,,,Hahake,TO23,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Mangia,TO2304,,,,Hahake,TO23,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Ta'anea,TO2305,,,,Hahake,TO23,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Tu'anekivale,TO2306,,,,Hahake,TO23,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Koloa,TO2307,,,,Hahake,TO23,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Holeva,TO2308,,,,Hahake,TO23,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Leimatu'a,TO2401,,,,Leimatu'a,TO24,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Holonga,TO2402,,,,Leimatu'a,TO24,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Feletoa,TO2403,,,,Leimatu'a,TO24,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Mataika,TO2404,,,,Leimatu'a,TO24,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Longomapu,TO2501,,,,Hihifo,TO25,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Taoa,TO2502,,,,Hihifo,TO25,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Tefisi,TO2503,,,,Hihifo,TO25,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Vaimalo,TO2504,,,,Hihifo,TO25,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Tu'anuku,TO2505,,,,Hihifo,TO25,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Kapa,TO2601,,,,Motu,TO26,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Falevai,TO2602,,,,Motu,TO26,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
'Otea,TO2603,,,,Motu,TO26,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Lape,TO2604,,,,Motu,TO26,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Matamaka,TO2605,,,,Motu,TO26,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Nuapapu,TO2606,,,,Motu,TO26,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
'Ovaka,TO2607,,,,Motu,TO26,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Taunga,TO2608,,,,Motu,TO26,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Hunga,TO2609,,,,Motu,TO26,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Foeata Island,TO2610,,,,Motu,TO26,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Vaka'eitu,TO2611,,,,Motu,TO26,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Mounu,TO2612,,,,Motu,TO26,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Eueiki,TO2613,,,,Motu,TO26,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Mala,TO2614,,,,Motu,TO26,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Fofoa Island,TO2615,,,,Motu,TO26,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Lifuka,TO3101,,,,Pangai,TO31,Ha'apai,TO3,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Hihifo,TO3102,,,,Pangai,TO31,Ha'apai,TO3,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Holopeka,TO3103,,,,Pangai,TO31,Ha'apai,TO3,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Koulo,TO3104,,,,Pangai,TO31,Ha'apai,TO3,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Fangale'ounga,TO3201,,,,Foa,TO32,Ha'apai,TO3,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Fotua,TO3202,,,,Foa,TO32,Ha'apai,TO3,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Lotofoa,TO3203,,,,Foa,TO32,Ha'apai,TO3,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
faleloa,TO3204,,,,Foa,TO32,Ha'apai,TO3,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Ha'afakahenga,TO3205,,,,Foa,TO32,Ha'apai,TO3,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Ha'ateiho Si'i,TO3206,,,,Foa,TO32,Ha'apai,TO3,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Ha`afeva,TO3301,,,,Lulunga,TO33,Ha'apai,TO3,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Tungua,TO3302,,,,Lulunga,TO33,Ha'apai,TO3,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Fotuha'a,TO3303,,,,Lulunga,TO33,Ha'apai,TO3,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
`O`ua,TO3304,,,,Lulunga,TO33,Ha'apai,TO3,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Matuku,TO3305,,,,Lulunga,TO33,Ha'apai,TO3,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Kotu,TO3306,,,,Lulunga,TO33,Ha'apai,TO3,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Nomuka,TO3401,,,,Mu'omu'a,TO34,Ha'apai,TO3,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Mango,TO3402,,,,Mu'omu'a,TO34,Ha'apai,TO3,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Fonoifua,TO3403,,,,Mu'omu'a,TO34,Ha'apai,TO3,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Fakakai,TO3501,,,,Ha`ano,TO35,Ha'apai,TO3,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Pukotala,TO3502,,,,Ha`ano,TO35,Ha'apai,TO3,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Ha'ano,TO3503,,,,Ha`ano,TO35,Ha'apai,TO3,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Muitoa,TO3504,,,,Ha`ano,TO35,Ha'apai,TO3,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Mo'unga'one,TO3505,,,,Ha`ano,TO35,Ha'apai,TO3,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
'Uiha,TO3601,,,,'Uiha,TO36,Ha'apai,TO3,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Felemea,TO3602,,,,'Uiha,TO36,Ha'apai,TO3,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Lofanga,TO3603,,,,'Uiha,TO36,Ha'apai,TO3,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
'Ohonua,TO4101,,,,'Eua Prope,TO41,'Eua,TO4,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Tufuvai,TO4102,,,,'Eua Prope,TO41,'Eua,TO4,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Pangai,TO4103,,,,'Eua Prope,TO41,'Eua,TO4,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Houma,TO4104,,,,'Eua Prope,TO41,'Eua,TO4,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Ha'atu'a,TO4105,,,,'Eua Prope,TO41,'Eua,TO4,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Ohonua,TO4106,,,,'Eua Prope,TO41,'Eua,TO4,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Angaha,TO4201,,,,'Eua fo'ou,TO42,'Eua,TO4,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Futu,TO4202,,,,'Eua fo'ou,TO42,'Eua,TO4,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
'Esia,TO4203,,,,'Eua fo'ou,TO42,'Eua,TO4,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Sapa'ata,TO4204,,,,'Eua fo'ou,TO42,'Eua,TO4,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Fata'ulua,TO4205,,,,'Eua fo'ou,TO42,'Eua,TO4,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Mu'a,TO4206,,,,'Eua fo'ou,TO42,'Eua,TO4,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Tongamama'o,TO4207,,,,'Eua fo'ou,TO42,'Eua,TO4,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Petani,TO4208,,,,'Eua fo'ou,TO42,'Eua,TO4,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Mata'aho,TO4209,,,,'Eua fo'ou,TO42,'Eua,TO4,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Hihifo Ntt,TO5101,,,,Niuatoputapu,TO51,Niuas,TO5,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Vaipoa,TO5102,,,,Niuatoputapu,TO51,Niuas,TO5,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Falehau,TO5103,,,,Niuatoputapu,TO51,Niuas,TO5,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Tafahi,TO5104,,,,Niuatoputapu,TO51,Niuas,TO5,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
'Esia Nf,TO5201,,,,Niuafo'ou,TO52,Niuas,TO5,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Kolofo'ou Nf,TO5202,,,,Niuafo'ou,TO52,Niuas,TO5,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
SapaataNf,TO5203,,,,Niuafo'ou,TO52,Niuas,TO5,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Fata'ulua Nf,TO5204,,,,Niuafo'ou,TO52,Niuas,TO5,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Mata'aho Nf,TO5205,,,,Niuafo'ou,TO52,Niuas,TO5,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Mu'a Nf,TO5206,,,,Niuafo'ou,TO52,Niuas,TO5,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Tongamama'o Nf,TO5207,,,,Niuafo'ou,TO52,Niuas,TO5,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Petani Nf,TO5208,,,,Niuafo'ou,TO52,Niuas,TO5,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
