#country+name+i_eng+is_latn,#country+name+i_fra+is_latn,#country+name+i_kin+is_latn,#country+code+v_iso3166p1a2,#country+name,#country+name+alt1+i_eng+is_latn,#country+name+alt2+i_eng+is_latn,#country+name+alt1+i_fra+is_latn,#country+name+alt2+i_fra+is_latn,#country+name+alt1+i_kin+is_latn,#country+name+alt2+i_kin+is_latn,#date+start,#date+updated,#date+end
Rwanda,Rwanda (le),U Rwanda,RW,,,,,,,,2018-09-27,2020-02-20,
