#adm2+name+i_spa+is_latn,#adm2+code+v_pcode,#adm2+name,#adm2+name+alt1+i_spa+is_latn,#adm2+name+alt2+i_spa+is_latn,#adm1+name+i_spa+is_latn,#adm1+code+v_pcode,#country+name+i_spa+is_latn,#country+code+v_iso3166p1a2,#date+start,#date+updated,#date+end
Santa Apolonia,GT0405,Santa Apolonia,,,Chimaltenango,GT04,Guatemala,GT,2018-09-25,2019-02-07,
Tecpán Guatemala,GT0406,Tecpan Guatemala,,,Chimaltenango,GT04,Guatemala,GT,2018-09-25,2019-02-07,
Patzún,GT0407,Patzun,,,Chimaltenango,GT04,Guatemala,GT,2018-09-25,2019-02-07,
Pochuta,GT0408,Pochuta,,,Chimaltenango,GT04,Guatemala,GT,2018-09-25,2019-02-07,
Patzicía,GT0409,Patzicia,,,Chimaltenango,GT04,Guatemala,GT,2018-09-25,2019-02-07,
Santa Cruz Balanyá,GT0410,Santa Cruz Balanya,,,Chimaltenango,GT04,Guatemala,GT,2018-09-25,2019-02-07,
Acatenango,GT0411,Acatenango,,,Chimaltenango,GT04,Guatemala,GT,2018-09-25,2019-02-07,
Yepocapa,GT0412,Yepocapa,,,Chimaltenango,GT04,Guatemala,GT,2018-09-25,2019-02-07,
San Andrés Itzapa,GT0413,San Andres Itzapa,,,Chimaltenango,GT04,Guatemala,GT,2018-09-25,2019-02-07,
Parramos,GT0414,Parramos,,,Chimaltenango,GT04,Guatemala,GT,2018-09-25,2019-02-07,
Zaragoza,GT0415,Zaragoza,,,Chimaltenango,GT04,Guatemala,GT,2018-09-25,2019-02-07,
El Tejar,GT0416,El Tejar,,,Chimaltenango,GT04,Guatemala,GT,2018-09-25,2019-02-07,
Escuintla,GT0501,Escuintla,,,Escuintla,GT05,Guatemala,GT,2018-09-25,2019-02-07,
Santa Lucía Cotzumalguapa,GT0502,Santa Lucia Cotzumalguapa,,,Escuintla,GT05,Guatemala,GT,2018-09-25,2019-02-07,
La Democracia,GT0503,La Democracia,,,Escuintla,GT05,Guatemala,GT,2018-09-25,2019-02-07,
Siquinalá,GT0504,Siquinala,,,Escuintla,GT05,Guatemala,GT,2018-09-25,2019-02-07,
Masagua,GT0505,Masagua,,,Escuintla,GT05,Guatemala,GT,2018-09-25,2019-02-07,
Tiquisate,GT0506,Tiquisate,,,Escuintla,GT05,Guatemala,GT,2018-09-25,2019-02-07,
La Gomera,GT0507,La Gomera,,,Escuintla,GT05,Guatemala,GT,2018-09-25,2019-02-07,
Guanagazapa,GT0508,Guanagazapa,,,Escuintla,GT05,Guatemala,GT,2018-09-25,2019-02-07,
San José,GT0509,San Jose,,,Escuintla,GT05,Guatemala,GT,2018-09-25,2019-02-07,
Iztapa,GT0510,Iztapa,,,Escuintla,GT05,Guatemala,GT,2018-09-25,2019-02-07,
Palín,GT0511,Palin,,,Escuintla,GT05,Guatemala,GT,2018-09-25,2019-02-07,
San Vicente Pacaya,GT0512,San Vicente Pacaya,,,Escuintla,GT05,Guatemala,GT,2018-09-25,2019-02-07,
Nueva Concepción,GT0513,Nueva Concepcion,,,Escuintla,GT05,Guatemala,GT,2018-09-25,2019-02-07,
Sipacate,GT0514,Sipacate,,,Escuintla,GT05,Guatemala,GT,2018-09-25,2019-02-07,
Cuilapa,GT0601,Cuilapa,,,Santa Rosa,GT06,Guatemala,GT,2018-09-25,2019-02-07,
Barberena,GT0602,Barberena,,,Santa Rosa,GT06,Guatemala,GT,2018-09-25,2019-02-07,
Santa Rosa de Lima,GT0603,Santa Rosa de Lima,,,Santa Rosa,GT06,Guatemala,GT,2018-09-25,2019-02-07,
Casillas,GT0604,Casillas,,,Santa Rosa,GT06,Guatemala,GT,2018-09-25,2019-02-07,
San Rafael Las Flores,GT0605,San Rafael Las Flores,,,Santa Rosa,GT06,Guatemala,GT,2018-09-25,2019-02-07,
Oratorio,GT0606,Oratorio,,,Santa Rosa,GT06,Guatemala,GT,2018-09-25,2019-02-07,
San Juan Tecuaco,GT0607,San Juan Tecuaco,,,Santa Rosa,GT06,Guatemala,GT,2018-09-25,2019-02-07,
Chiquimulilla,GT0608,Chiquimulilla,,,Santa Rosa,GT06,Guatemala,GT,2018-09-25,2019-02-07,
Taxisco,GT0609,Taxisco,,,Santa Rosa,GT06,Guatemala,GT,2018-09-25,2019-02-07,
Santa María Ixhuatán,GT0610,Santa Maria Ixhuatan,,,Santa Rosa,GT06,Guatemala,GT,2018-09-25,2019-02-07,
Guazacapán,GT0611,Guazacapan,,,Santa Rosa,GT06,Guatemala,GT,2018-09-25,2019-02-07,
Santa Cruz Naranjo,GT0612,Santa Cruz Naranjo,,,Santa Rosa,GT06,Guatemala,GT,2018-09-25,2019-02-07,
Pueblo Nuevo Viñas,GT0613,Pueblo Nuevo Vinas,,,Santa Rosa,GT06,Guatemala,GT,2018-09-25,2019-02-07,
Nueva Santa Rosa,GT0614,Nueva Santa Rosa,,,Santa Rosa,GT06,Guatemala,GT,2018-09-25,2019-02-07,
Lago De Atitlan,GT0700,Lago De Atitlan,,,Sololá,GT07,Guatemala,GT,2018-09-25,2019-02-07,
Sololá,GT0701,Solola,,,Sololá,GT07,Guatemala,GT,2018-09-25,2019-02-07,
San José Chacayá,GT0702,San Jose Chacaya,,,Sololá,GT07,Guatemala,GT,2018-09-25,2019-02-07,
Santa María Visitación,GT0703,Santa Maria Visitacion,,,Sololá,GT07,Guatemala,GT,2018-09-25,2019-02-07,
Santa Lucía Utatlán,GT0704,Santa Lucia Utatlan,,,Sololá,GT07,Guatemala,GT,2018-09-25,2019-02-07,
Nahualá,GT0705,Nahuala,,,Sololá,GT07,Guatemala,GT,2018-09-25,2019-02-07,
Santa Catarina Ixtahuacán,GT0706,Santa Catarina Ixtahuacan,,,Sololá,GT07,Guatemala,GT,2018-09-25,2019-02-07,
Santa Clara La Laguna,GT0707,Santa Clara La Laguna,,,Sololá,GT07,Guatemala,GT,2018-09-25,2019-02-07,
Concepción,GT0708,Concepcion,,,Sololá,GT07,Guatemala,GT,2018-09-25,2019-02-07,
San Andrés Semetabaj,GT0709,San Andres Semetabaj,,,Sololá,GT07,Guatemala,GT,2018-09-25,2019-02-07,
Panajachel,GT0710,Panajachel,,,Sololá,GT07,Guatemala,GT,2018-09-25,2019-02-07,
Santa Catarina Palopó,GT0711,Santa Catarina Palopo,,,Sololá,GT07,Guatemala,GT,2018-09-25,2019-02-07,
San Antonio Palopó,GT0712,San Antonio Palopo,,,Sololá,GT07,Guatemala,GT,2018-09-25,2019-02-07,
San Lucas Tolimán,GT0713,San Lucas Toliman,,,Sololá,GT07,Guatemala,GT,2018-09-25,2019-02-07,
Santa Cruz La Laguna,GT0714,Santa Cruz La Laguna,,,Sololá,GT07,Guatemala,GT,2018-09-25,2019-02-07,
San Pablo La Laguna,GT0715,San Pablo La Laguna,,,Sololá,GT07,Guatemala,GT,2018-09-25,2019-02-07,
San Marcos La Laguna,GT0716,San Marcos La Laguna,,,Sololá,GT07,Guatemala,GT,2018-09-25,2019-02-07,
San Juan La Laguna,GT0717,San Juan La Laguna,,,Sololá,GT07,Guatemala,GT,2018-09-25,2019-02-07,
San Pedro La Laguna,GT0718,San Pedro La Laguna,,,Sololá,GT07,Guatemala,GT,2018-09-25,2019-02-07,
Santiago Atitlán,GT0719,Santiago Atitlan,,,Sololá,GT07,Guatemala,GT,2018-09-25,2019-02-07,
Totonicapán,GT0801,Totonicapan,,,Totonicapán,GT08,Guatemala,GT,2018-09-25,2019-02-07,
San Cristóbal Totonicapán,GT0802,San Cristobal Totonicapan,,,Totonicapán,GT08,Guatemala,GT,2018-09-25,2019-02-07,
San Francisco El Alto,GT0803,San Francisco El Alto,,,Totonicapán,GT08,Guatemala,GT,2018-09-25,2019-02-07,
San Andrés Xecul,GT0804,San Andres Xecul,,,Totonicapán,GT08,Guatemala,GT,2018-09-25,2019-02-07,
Momostenango,GT0805,Momostenango,,,Totonicapán,GT08,Guatemala,GT,2018-09-25,2019-02-07,
Santa María Chiquimula,GT0806,Santa Maria Chiquimula,,,Totonicapán,GT08,Guatemala,GT,2018-09-25,2019-02-07,
Santa Lucía La Reforma,GT0807,Santa Lucia La Reforma,,,Totonicapán,GT08,Guatemala,GT,2018-09-25,2019-02-07,
San Bartolo,GT0808,San Bartolo,,,Totonicapán,GT08,Guatemala,GT,2018-09-25,2019-02-07,
Quetzaltenango,GT0901,Quetzaltenango,,,Quetzaltenango,GT09,Guatemala,GT,2018-09-25,2019-02-07,
Salcajá,GT0902,Salcaja,,,Quetzaltenango,GT09,Guatemala,GT,2018-09-25,2019-02-07,
Olintepeque,GT0903,Olintepeque,,,Quetzaltenango,GT09,Guatemala,GT,2018-09-25,2019-02-07,
San Carlos Sija,GT0904,San Carlos Sija,,,Quetzaltenango,GT09,Guatemala,GT,2018-09-25,2019-02-07,
Sibilia,GT0905,Sibilia,,,Quetzaltenango,GT09,Guatemala,GT,2018-09-25,2019-02-07,
Cabricán,GT0906,Cabrican,,,Quetzaltenango,GT09,Guatemala,GT,2018-09-25,2019-02-07,
Cajolá,GT0907,Cajola,,,Quetzaltenango,GT09,Guatemala,GT,2018-09-25,2019-02-07,
San Miguel Sigüila,GT0908,San Miguel Siguila,,,Quetzaltenango,GT09,Guatemala,GT,2018-09-25,2019-02-07,
Ostuncalco,GT0909,Ostuncalco,,,Quetzaltenango,GT09,Guatemala,GT,2018-09-25,2019-02-07,
San Mateo,GT0910,San Mateo,,,Quetzaltenango,GT09,Guatemala,GT,2018-09-25,2019-02-07,
Concepción Chiquirichapa,GT0911,Concepcion Chiquirichapa,,,Quetzaltenango,GT09,Guatemala,GT,2018-09-25,2019-02-07,
San Martín Sacatepéquez,GT0912,San Martin Sacatepequez,,,Quetzaltenango,GT09,Guatemala,GT,2018-09-25,2019-02-07,
Almolonga,GT0913,Almolonga,,,Quetzaltenango,GT09,Guatemala,GT,2018-09-25,2019-02-07,
Cantel,GT0914,Cantel,,,Quetzaltenango,GT09,Guatemala,GT,2018-09-25,2019-02-07,
Huitán,GT0915,Huitan,,,Quetzaltenango,GT09,Guatemala,GT,2018-09-25,2019-02-07,
Zunil,GT0916,Zunil,,,Quetzaltenango,GT09,Guatemala,GT,2018-09-25,2019-02-07,
Colomba,GT0917,Colomba,,,Quetzaltenango,GT09,Guatemala,GT,2018-09-25,2019-02-07,
San Francisco La Unión,GT0918,San Francisco La Union,,,Quetzaltenango,GT09,Guatemala,GT,2018-09-25,2019-02-07,
El Palmar,GT0919,El Palmar,,,Quetzaltenango,GT09,Guatemala,GT,2018-09-25,2019-02-07,
Coatepeque,GT0920,Coatepeque,,,Quetzaltenango,GT09,Guatemala,GT,2018-09-25,2019-02-07,
Génova,GT0921,Genova,,,Quetzaltenango,GT09,Guatemala,GT,2018-09-25,2019-02-07,
Flores Costa Cuca,GT0922,Flores Costa Cuca,,,Quetzaltenango,GT09,Guatemala,GT,2018-09-25,2019-02-07,
La Esperanza,GT0923,La Esperanza,,,Quetzaltenango,GT09,Guatemala,GT,2018-09-25,2019-02-07,
Palestina de Los Altos,GT0924,Palestina de Los Altos,,,Quetzaltenango,GT09,Guatemala,GT,2018-09-25,2019-02-07,
Mazatenango,GT1001,Mazatenango,,,Suchitepéquez,GT10,Guatemala,GT,2018-09-25,2019-02-07,
Cuyotenango,GT1002,Cuyotenango,,,Suchitepéquez,GT10,Guatemala,GT,2018-09-25,2019-02-07,
San Francisco Zapotitlán,GT1003,San Francisco Zapotitlan,,,Suchitepéquez,GT10,Guatemala,GT,2018-09-25,2019-02-07,
San Bernardino,GT1004,San Bernardino,,,Suchitepéquez,GT10,Guatemala,GT,2018-09-25,2019-02-07,
San José El Ídolo,GT1005,San Jose El Idolo,,,Suchitepéquez,GT10,Guatemala,GT,2018-09-25,2019-02-07,
Santo Domingo Suchitepéquez,GT1006,Santo Domingo Suchitepequez,,,Suchitepéquez,GT10,Guatemala,GT,2018-09-25,2019-02-07,
San Lorenzo,GT1007,San Lorenzo,,,Suchitepéquez,GT10,Guatemala,GT,2018-09-25,2019-02-07,
Samayac,GT1008,Samayac,,,Suchitepéquez,GT10,Guatemala,GT,2018-09-25,2019-02-07,
San Pablo Jocopilas,GT1009,San Pablo Jocopilas,,,Suchitepéquez,GT10,Guatemala,GT,2018-09-25,2019-02-07,
San Antonio Suchitepéquez,GT1010,San Antonio Suchitepequez,,,Suchitepéquez,GT10,Guatemala,GT,2018-09-25,2019-02-07,
San Miguel Panán,GT1011,San Miguel Panan,,,Suchitepéquez,GT10,Guatemala,GT,2018-09-25,2019-02-07,
San Gabriel,GT1012,San Gabriel,,,Suchitepéquez,GT10,Guatemala,GT,2018-09-25,2019-02-07,
Chicacao,GT1013,Chicacao,,,Suchitepéquez,GT10,Guatemala,GT,2018-09-25,2019-02-07,
Patulul,GT1014,Patulul,,,Suchitepéquez,GT10,Guatemala,GT,2018-09-25,2019-02-07,
Santa Bárbara,GT1015,Santa Barbara,,,Suchitepéquez,GT10,Guatemala,GT,2018-09-25,2019-02-07,
San Juan Bautista,GT1016,San Juan Bautista,,,Suchitepéquez,GT10,Guatemala,GT,2018-09-25,2019-02-07,
Santo Tomás La Unión,GT1017,Santo Tomas La Union,,,Suchitepéquez,GT10,Guatemala,GT,2018-09-25,2019-02-07,
Zunilito,GT1018,Zunilito,,,Suchitepéquez,GT10,Guatemala,GT,2018-09-25,2019-02-07,
Pueblo Nuevo,GT1019,Pueblo Nuevo,,,Suchitepéquez,GT10,Guatemala,GT,2018-09-25,2019-02-07,
Río Bravo,GT1020,Rio Bravo,,,Suchitepéquez,GT10,Guatemala,GT,2018-09-25,2019-02-07,
San José La Máquina,GT1021,San Jose La Maquina,,,Suchitepéquez,GT10,Guatemala,GT,2018-09-25,2019-02-07,
Retalhuleu,GT1101,Retalhuleu,,,Retalhuleu,GT11,Guatemala,GT,2018-09-25,2019-02-07,
San Sebastián,GT1102,San Sebastian,,,Retalhuleu,GT11,Guatemala,GT,2018-09-25,2019-02-07,
Santa Cruz Muluá,GT1103,Santa Cruz Mulua,,,Retalhuleu,GT11,Guatemala,GT,2018-09-25,2019-02-07,
San Martín Zapotitlán,GT1104,San Martin Zapotitlan,,,Retalhuleu,GT11,Guatemala,GT,2018-09-25,2019-02-07,
San Felipe,GT1105,San Felipe,,,Retalhuleu,GT11,Guatemala,GT,2018-09-25,2019-02-07,
San Andrés Villa Seca,GT1106,San Andres Villa Seca,,,Retalhuleu,GT11,Guatemala,GT,2018-09-25,2019-02-07,
Champerico,GT1107,Champerico,,,Retalhuleu,GT11,Guatemala,GT,2018-09-25,2019-02-07,
Nuevo San Carlos,GT1108,Nuevo San Carlos,,,Retalhuleu,GT11,Guatemala,GT,2018-09-25,2019-02-07,
El Asintal,GT1109,El Asintal,,,Retalhuleu,GT11,Guatemala,GT,2018-09-25,2019-02-07,
San Marcos,GT1201,San Marcos,,,San Marcos,GT12,Guatemala,GT,2018-09-25,2019-02-07,
San Pedro Sacatepéquez,GT1202,San Pedro Sacatepequez,,,San Marcos,GT12,Guatemala,GT,2018-09-25,2019-02-07,
San Antonio Sacatepéquez,GT1203,San Antonio Sacatepequez,,,San Marcos,GT12,Guatemala,GT,2018-09-25,2019-02-07,
Comitancillo,GT1204,Comitancillo,,,San Marcos,GT12,Guatemala,GT,2018-09-25,2019-02-07,
San Miguel Ixtahuacán,GT1205,San Miguel Ixtahuacan,,,San Marcos,GT12,Guatemala,GT,2018-09-25,2019-02-07,
Concepción Tutuapa,GT1206,Concepcion Tutuapa,,,San Marcos,GT12,Guatemala,GT,2018-09-25,2019-02-07,
Tacaná,GT1207,Tacana,,,San Marcos,GT12,Guatemala,GT,2018-09-25,2019-02-07,
Sibinal,GT1208,Sibinal,,,San Marcos,GT12,Guatemala,GT,2018-09-25,2019-02-07,
Tajumulco,GT1209,Tajumulco,,,San Marcos,GT12,Guatemala,GT,2018-09-25,2019-02-07,
Tejutla,GT1210,Tejutla,,,San Marcos,GT12,Guatemala,GT,2018-09-25,2019-02-07,
San Rafael Pie de la Cuesta,GT1211,San Rafael Pie de la Cuesta,,,San Marcos,GT12,Guatemala,GT,2018-09-25,2019-02-07,
Nuevo Progreso,GT1212,Nuevo Progreso,,,San Marcos,GT12,Guatemala,GT,2018-09-25,2019-02-07,
El Tumbador,GT1213,El Tumbador,,,San Marcos,GT12,Guatemala,GT,2018-09-25,2019-02-07,
El Rodeo,GT1214,El Rodeo,,,San Marcos,GT12,Guatemala,GT,2018-09-25,2019-02-07,
Malacatán,GT1215,Malacatan,,,San Marcos,GT12,Guatemala,GT,2018-09-25,2019-02-07,
Catarina,GT1216,Catarina,,,San Marcos,GT12,Guatemala,GT,2018-09-25,2019-02-07,
Ayutla,GT1217,Ayutla,,,San Marcos,GT12,Guatemala,GT,2018-09-25,2019-02-07,
Ocós,GT1218,Ocos,,,San Marcos,GT12,Guatemala,GT,2018-09-25,2019-02-07,
San Pablo,GT1219,San Pablo,,,San Marcos,GT12,Guatemala,GT,2018-09-25,2019-02-07,
El Quetzal,GT1220,El Quetzal,,,San Marcos,GT12,Guatemala,GT,2018-09-25,2019-02-07,
La Reforma,GT1221,La Reforma,,,San Marcos,GT12,Guatemala,GT,2018-09-25,2019-02-07,
Pajapita,GT1222,Pajapita,,,San Marcos,GT12,Guatemala,GT,2018-09-25,2019-02-07,
Ixchiguán,GT1223,Ixchiguan,,,San Marcos,GT12,Guatemala,GT,2018-09-25,2019-02-07,
San José Ojetenam,GT1224,San Jose Ojetenam,,,San Marcos,GT12,Guatemala,GT,2018-09-25,2019-02-07,
San Cristóbal Cucho,GT1225,San Cristobal Cucho,,,San Marcos,GT12,Guatemala,GT,2018-09-25,2019-02-07,
Sipacapa,GT1226,Sipacapa,,,San Marcos,GT12,Guatemala,GT,2018-09-25,2019-02-07,
Esquipulas Palo Gordo,GT1227,Esquipulas Palo Gordo,,,San Marcos,GT12,Guatemala,GT,2018-09-25,2019-02-07,
Río Blanco,GT1228,Rio Blanco,,,San Marcos,GT12,Guatemala,GT,2018-09-25,2019-02-07,
San Lorenzo,GT1229,San Lorenzo,,,San Marcos,GT12,Guatemala,GT,2018-09-25,2019-02-07,
La Blanca,GT1230,La Blanca,,,San Marcos,GT12,Guatemala,GT,2018-09-25,2019-02-07,
Huehuetenango,GT1301,Huehuetenango,,,Huehuetenango,GT13,Guatemala,GT,2018-09-25,2019-02-07,
Chiantla,GT1302,Chiantla,,,Huehuetenango,GT13,Guatemala,GT,2018-09-25,2019-02-07,
Malacatancito,GT1303,Malacatancito,,,Huehuetenango,GT13,Guatemala,GT,2018-09-25,2019-02-07,
Cuilco,GT1304,Cuilco,,,Huehuetenango,GT13,Guatemala,GT,2018-09-25,2019-02-07,
Nentón,GT1305,Nenton,,,Huehuetenango,GT13,Guatemala,GT,2018-09-25,2019-02-07,
San Pedro Necta,GT1306,San Pedro Necta,,,Huehuetenango,GT13,Guatemala,GT,2018-09-25,2019-02-07,
Jacaltenango,GT1307,Jacaltenango,,,Huehuetenango,GT13,Guatemala,GT,2018-09-25,2019-02-07,
Soloma,GT1308,Soloma,,,Huehuetenango,GT13,Guatemala,GT,2018-09-25,2019-02-07,
Ixtahuacán,GT1309,Ixtahuacan,,,Huehuetenango,GT13,Guatemala,GT,2018-09-25,2019-02-07,
Santa Bárbara,GT1310,Santa Barbara,,,Huehuetenango,GT13,Guatemala,GT,2018-09-25,2019-02-07,
La Libertad,GT1311,La Libertad,,,Huehuetenango,GT13,Guatemala,GT,2018-09-25,2019-02-07,
La Democracia,GT1312,La Democracia,,,Huehuetenango,GT13,Guatemala,GT,2018-09-25,2019-02-07,
San Miguel Acatán,GT1313,San Miguel Acatan,,,Huehuetenango,GT13,Guatemala,GT,2018-09-25,2019-02-07,
San Rafael La Independencia,GT1314,San Rafael La Independencia,,,Huehuetenango,GT13,Guatemala,GT,2018-09-25,2019-02-07,
Todos Santos Cuchumatán,GT1315,Todos Santos Cuchumatan,,,Huehuetenango,GT13,Guatemala,GT,2018-09-25,2019-02-07,
San Juan Atitán,GT1316,San Juan Atitan,,,Huehuetenango,GT13,Guatemala,GT,2018-09-25,2019-02-07,
Santa Eulalia,GT1317,Santa Eulalia,,,Huehuetenango,GT13,Guatemala,GT,2018-09-25,2019-02-07,
San Mateo Ixtatán,GT1318,San Mateo Ixtatan,,,Huehuetenango,GT13,Guatemala,GT,2018-09-25,2019-02-07,
Colotenango,GT1319,Colotenango,,,Huehuetenango,GT13,Guatemala,GT,2018-09-25,2019-02-07,
San Sebastián Huehuetenango,GT1320,San Sebastian Huehuetenango,,,Huehuetenango,GT13,Guatemala,GT,2018-09-25,2019-02-07,
Tectitán,GT1321,Tectitan,,,Huehuetenango,GT13,Guatemala,GT,2018-09-25,2019-02-07,
Concepción Huista,GT1322,Concepcion Huista,,,Huehuetenango,GT13,Guatemala,GT,2018-09-25,2019-02-07,
San Juan Ixcoy,GT1323,San Juan Ixcoy,,,Huehuetenango,GT13,Guatemala,GT,2018-09-25,2019-02-07,
San Antonio Huista,GT1324,San Antonio Huista,,,Huehuetenango,GT13,Guatemala,GT,2018-09-25,2019-02-07,
San Sebastián Coatán,GT1325,San Sebastian Coatan,,,Huehuetenango,GT13,Guatemala,GT,2018-09-25,2019-02-07,
Barillas,GT1326,Barillas,,,Huehuetenango,GT13,Guatemala,GT,2018-09-25,2019-02-07,
Aguacatán,GT1327,Aguacatan,,,Huehuetenango,GT13,Guatemala,GT,2018-09-25,2019-02-07,
San Rafael Petzal,GT1328,San Rafael Petzal,,,Huehuetenango,GT13,Guatemala,GT,2018-09-25,2019-02-07,
San Gaspar Ixchil,GT1329,San Gaspar Ixchil,,,Huehuetenango,GT13,Guatemala,GT,2018-09-25,2019-02-07,
Santiago Chimaltenango,GT1330,Santiago Chimaltenango,,,Huehuetenango,GT13,Guatemala,GT,2018-09-25,2019-02-07,
