#adm2+name+i_eng+is_latn,#adm2+code+v_pcode,#adm2+name,#adm2+name+alt1+i_eng+is_latn,#adm2+name+alt2+i_eng+is_latn,#adm1+name+i_eng+is_latn,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#country+code+v_iso3166p1a2,#date+start,#date+updated,#date+end
Kolofo'ou,TO11,,,,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
Kolomotu'a,TO12,,,,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
Vaini,TO13,,,,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
Tatakamotonga,TO14,,,,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
Lapaha,TO15,,,,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
Nukunuku,TO16,,,,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
Kolovai,TO17,,,,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
Neiafu,TO21,,,,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
Pangaimotu,TO22,,,,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
Hahake,TO23,,,,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
Leimatu'a,TO24,,,,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
Hihifo,TO25,,,,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
Motu,TO26,,,,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
Pangai,TO31,,,,Ha'apai,TO3,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
Foa,TO32,,,,Ha'apai,TO3,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
Lulunga,TO33,,,,Ha'apai,TO3,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
Mu'omu'a,TO34,,,,Ha'apai,TO3,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
Ha`ano,TO35,,,,Ha'apai,TO3,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
'Uiha,TO36,,,,Ha'apai,TO3,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
'Eua Prope,TO41,,,,'Eua,TO4,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
'Eua fo'ou,TO42,,,,'Eua,TO4,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
Niuatoputapu,TO51,,,,Niuas,TO5,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
Niuafo'ou,TO52,,,,Niuas,TO5,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
