#adm3+name+i_eng+is_latn,#adm3+code+v_pcode,#adm3+name,#adm3+name+alt1+i_eng+is_latn,#adm3+name+alt2+i_eng+is_latn,#adm2+name+i_eng+is_latn,#adm2+code+v_pcode,#adm1+name+i_eng+is_latn,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#country+code+v_iso3166p1a2,#date+start,#date+updated,#date+end
Bugweri,UG203101,,,,Bugweri,UG2031,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Buhaguzi,UG411801,,,,Kikuube,UG4118,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Buhweju,UG410101,,,,Buhweju,UG4101,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Buikwe,UG100101,,,,Buikwe,UG1001,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Bujenje,UG412501,,,,Masindi,UG4125,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Bujenje,UG412501,,,,Masindi,UG4125,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Bujumba,UG100601,,,,Kalangala,UG1006,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Bujumbura,UG413301,,,,Rukungiri,UG4133,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Bukanga,UG410801,,,,Isingiro,UG4108,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Bukedea,UG203201,,,,Bukedea,UG2032,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Bukomansimbi,UG100201,,,,Bukomansimbi,UG1002,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Bukonjo,UG411501,,,,Kasese,UG4115,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Bukooli,UG203002,,,,Bugiri,UG2030,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Bukooli,UG205501,,,,Namayingo,UG2055,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Bukoto,UG101501,,,,Lwengo,UG1015,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Bukoto,UG101701,,,,Masaka,UG1017,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Bulambuli,UG203401,,,,Bulambuli,UG2034,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Bulamogi,UG204301,,,,Kaliro,UG2043,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Buliisa,UG410201,,,,Buliisa,UG4102,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Bungokho,UG205401,,,,Mbale,UG2054,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Bunya,UG205301,,,,Mayuge,UG2053,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Bunyangabu,UG410401,,,,Bunyangabu,UG4104,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Bunyaruguru,UG413101,,,,Rubirizi,UG4131,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Bunyole,UG203601,,,,Butaleja,UG2036,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Burahya,UG411001,,,,Kabarole,UG4110,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Buruli,UG102301,,,,Nakasongola,UG1023,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Buruuli,UG412502,,,,Masindi,UG4125,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Bushenyi  Municipality,UG410501,,,,Bushenyi,UG4105,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Busia Municipality,UG203501,,,,Busia,UG2035,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Busiki,UG205701,,,,Namutumba,UG2057,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Busiro,UG102601,,,,Wakiso,UG1026,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Busongora,UG411502,,,,Kasese,UG4115,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Busujju,UG101801,,,,Mityana,UG1018,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Butambala,UG100301,,,,Butambala,UG1003,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Butebo,UG203701,,,,Butebo,UG2037,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Butebo,UG205901,,,,Pallisa,UG2059,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Butembe,UG204001,,,,Jinja,UG2040,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Buvuma Island,UG100401,,,,Buvuma,UG1004,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Buwekula,UG102001,,,,Mubende,UG1020,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Buyaga,UG411101,,,,Kagadi,UG4111,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Buyanja,UG411701,,,,Kibaale,UG4117,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Buzaaya,UG204402,,,,Kamuli,UG2044,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Bwamba,UG410302,,,,Bundibugyo,UG4103,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Chekwi,UG308901,,,,Nakapiripirit,UG3089,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Chua,UG307701,,,,Kitgum,UG3077,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Dodoth,UG307501,,,,Kaabong,UG3075,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Dodoth,UG307601,,,,Karenga,UG3076,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Dokolo,UG307301,,,,Dokolo,UG3073,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
East Moyo,UG306501,,,,Adjumani,UG3065,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Entebbe Municipality,UG102602,,,,Wakiso,UG1026,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Erute,UG308301,,,,Lira,UG3083,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Fort Portal Municipality,UG411002,,,,Kabarole,UG4110,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Gomba,UG100501,,,,Gomba,UG1005,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Gulu Municipality,UG307402,,,,Gulu,UG3074,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Hoima Municipality,UG410602,,,,Hoima,UG4106,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Ibanda,UG410701,,,,Ibanda,UG4107,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Ibanda,UG410701,,,,Ibanda,UG4107,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Ibanda,UG410701,,,,Ibanda,UG4107,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Ibanda Municipality,UG410702,,,,Ibanda,UG4107,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Iganga Municipality,UG203901,,,,Iganga,UG2039,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Igara,UG410502,,,,Bushenyi,UG4105,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Iki-Iki,UG202802,,,,Budaka,UG2028,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Isingiro,UG410802,,,,Isingiro,UG4108,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Jie,UG308001,,,,Kotido,UG3080,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Jinja Municipality,UG204002,,,,Jinja,UG2040,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Jonam,UG309801,,,,Pakwach,UG3098,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Kabale Municipality,UG410901,,,,Kabale,UG4109,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kaberamaido,UG204101,,,,Kaberamaido,UG2041,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kabula,UG101601,,,,Lyantonde,UG1016,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kagoma,UG204003,,,,Jinja,UG2040,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kajara,UG412901,,,,Ntungamo,UG4129,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kalaki,UG204201,,,,Kalaki,UG2042,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kalungu,UG100701,,,,Kalungu,UG1007,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kamuli Municipality,UG204403,,,,Kamuli,UG2044,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kapchorwa Municipality,UG204501,,,,Kapchorwa,UG2045,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kapelebyong,UG204601,,,,Kapelebyong,UG2046,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kasambya,UG102002,,,,Mubende,UG1020,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kasese Municipality,UG411503,,,,Kasese,UG4115,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kashari,UG412601,,,,Mbarara,UG4126,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kasilo,UG206001,,,,Serere,UG2060,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kassanda,UG100901,,,,Kassanda,UG1009,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Katakwi,UG204701,,,,Katakwi,UG2047,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Katikamu,UG101402,,,,Luwero,UG1014,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kazo,UG411601,,,,Kazo,UG4116,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
KCCA,UG100102,,,,Buikwe,UG1001,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
KCCA,UG100801,,,,Kampala,UG1008,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
KCCA,UG101802,,,,Mityana,UG1018,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
KCCA,UG102101,,,,Mukono,UG1021,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kibale,UG411301,,,,Kamwenge,UG4113,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kibanda,UG412001,,,,Kiryandongo,UG4120,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kiboga,UG101101,,,,Kiboga,UG1011,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kiboga,UG101201,,,,Kyankwanzi,UG1012,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kibuku,UG204801,,,,Kibuku,UG2048,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kigulu,UG203902,,,,Iganga,UG2039,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kilak,UG307001,,,,Amuru,UG3070,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Kinkizi,UG411401,,,,Kanungu,UG4114,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kioga,UG306801,,,,Amolatar,UG3068,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Kira Municipality,UG102603,,,,Wakiso,UG1026,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kisoro Municipality,UG412102,,,,Kisoro,UG4121,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kitagwenda,UG412201,,,,Kitagwenda,UG4122,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kitgum Municipality,UG307702,,,,Kitgum,UG3077,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Koboko,UG307801,,,,Koboko,UG3078,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Koboko Municipality,UG307802,,,,Koboko,UG3078,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Kole,UG307901,,,,Kole,UG3079,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Kongasis,UG203301,,,,Bukwo,UG2033,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kooki,UG102401,,,,Rakai,UG1024,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kotido Municipality,UG308002,,,,Kotido,UG3080,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Kumi,UG204901,,,,Kumi,UG2049,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kumi Municipality,UG204902,,,,Kumi,UG2049,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kwania,UG308101,,,,Kwania,UG3081,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Kween,UG205001,,,,Kween,UG2050,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kyadondo,UG102604,,,,Wakiso,UG1026,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kyaka,UG412301,,,,Kyegegwa,UG4123,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kyamuswa,UG100602,,,,Kalangala,UG1006,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kyotera,UG101301,,,,Kyotera,UG1013,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Labwor,UG306401,,,,Abim,UG3064,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Lamwo,UG308201,,,,Lamwo,UG3082,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Lira Municipality,UG308302,,,,Lira,UG3083,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Lugazi Municipality,UG100103,,,,Buikwe,UG1001,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Luuka,UG205101,,,,Luuka,UG2051,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Lwemiyaga,UG102501,,,,Ssembabule,UG1025,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Madi Okollo,UG308401,,,,Madi Okollo,UG3084,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Makindye Ssabagabo Municipality,UG102605,,,,Wakiso,UG1026,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Manjiya,UG202901,,,,Bududa,UG2029,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Maracha,UG308501,,,,Maracha,UG3085,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Maruzi,UG307102,,,,Apac,UG3071,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Masaka Municipality,UG101702,,,,Masaka,UG1017,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Masindi Municipality,UG412503,,,,Masindi,UG4125,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Matheniko,UG308601,,,,Moroto,UG3086,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Mawogola,UG102502,,,,Ssembabule,UG1025,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Mawokota,UG101901,,,,Mpigi,UG1019,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Mbale Municipality,UG205402,,,,Mbale,UG2054,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Mbarara Municipality,UG412602,,,,Mbarara,UG4126,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Mityana,UG101803,,,,Mityana,UG1018,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Mityana Municipality,UG101804,,,,Mityana,UG1018,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Moroto,UG306701,,,,Alebtong,UG3067,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Moroto Municipality,UG308602,,,,Moroto,UG3086,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Moyo,UG308701,,,,Moyo,UG3087,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Mubende Municipality,UG102003,,,,Mubende,UG1020,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Mukono,UG102102,,,,Mukono,UG1021,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Mukono Municipality,UG102103,,,,Mukono,UG1021,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Mwenge,UG412401,,,,Kyenjojo,UG4124,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Nakaseke,UG102201,,,,Nakaseke,UG1022,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Nakifuma,UG102104,,,,Mukono,UG1021,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Nansana Municipality,UG102606,,,,Wakiso,UG1026,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Ndorwa,UG410902,,,,Kabale,UG4109,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Nebbi Municipality,UG309101,,,,Nebbi,UG3091,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Ngora,UG205801,,,,Ngora,UG2058,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Njeru Municipality,UG100104,,,,Buikwe,UG1001,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Ntenjeru,UG101002,,,,Kayunga,UG1010,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Ntoroko,UG412801,,,,Ntoroko,UG4128,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Ntungamo Municipality,UG412902,,,,Ntungamo,UG4129,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Nwoya,UG309201,,,,Nwoya,UG3092,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Nyabushozi,UG411901,,,,Kiruhura,UG4119,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Obongi,UG309301,,,,Obongi,UG3093,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Okoro,UG310001,,,,Zombo,UG3100,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Omoro,UG309401,,,,Omoro,UG3094,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Otuke,UG309501,,,,Otuke,UG3095,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Oyam,UG309601,,,,Oyam,UG3096,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Padyere,UG309102,,,,Nebbi,UG3091,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Pallisa,UG205902,,,,Pallisa,UG2059,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Pian,UG308801,,,,Nabilatuk,UG3088,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Pokot,UG306901,,,,Amudat,UG3069,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Rubabo,UG413302,,,,Rukungiri,UG4133,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Rubanda,UG413001,,,,Rubanda,UG4130,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Ruhaama,UG412903,,,,Ntungamo,UG4129,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Ruhinda,UG412701,,,,Mitooma,UG4127,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Rukiga,UG413201,,,,Rukiga,UG4132,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Rukungiri Municipality,UG413303,,,,Rukungiri,UG4133,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Rushenyi,UG412904,,,,Ntungamo,UG4129,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Rwampara,UG413401,,,,Rwampara,UG4134,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Samia-Bugwe,UG203502,,,,Busia,UG2035,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Serere,UG206002,,,,Serere,UG2060,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Sheema,UG413501,,,,Sheema,UG4135,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Sheema,UG413501,,,,Sheema,UG4135,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Sheema Municipality,UG413502,,,,Sheema,UG4135,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Soroti,UG206201,,,,Soroti,UG2062,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Soroti Municipality,UG206202,,,,Soroti,UG2062,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Terego,UG307203,,,,Arua,UG3072,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Tingey,UG204502,,,,Kapchorwa,UG2045,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Tingey,UG204502,,,,Kapchorwa,UG2045,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Toroma,UG204702,,,,Katakwi,UG2047,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Tororo,UG206301,,,,Tororo,UG2063,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Tororo Municipality,UG206302,,,,Tororo,UG2063,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Vurra,UG307204,,,,Arua,UG3072,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
West Budama (Kisolo),UG206303,,,,Tororo,UG2063,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
