#country+name+i_fra+is_latn,#country+code+v_iso3166p1a2,#country+name,#country+name+alt1+i_fra+is_latn,#country+name+alt2+i_fra+is_latn,#date+start,#date+updated,#date+end
Togo,TG,,,,2020-01-12,2022-01-04,
