#adm1+name+i_eng+is_latn,#adm1+code+v_pcode,#adm1+name,#adm1+name+alt1+i_eng+is_latn,#adm1+name+alt2+i_eng+is_latn,#country+name+i_eng+is_latn,#country+code+v_iso3166p1a2,#date+start,#date+updated,#date+end
Tongatapu,TO1,,,,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
Vava'u,TO2,,,,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
Ha'apai,TO3,,,,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
'Eua,TO4,,,,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
Niuas,TO5,,,,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
