#adm2+name+i_eng+is_latn,#adm2+code+v_pcode,#adm2+name,#adm2+name+alt1+i_eng+is_latn,#adm2+name+alt2+i_eng+is_latn,#adm1+name+i_eng+is_latn,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#country+code+v_iso3166p1a2,#date+start,#date+updated,#date+end
Preah Vihear,KH1308,,,,Preah Vihear,KH13,Cambodia,KH,2014-10-14,2018-10-16,
Ba Phnum,KH1401,,,,Prey Veng,KH14,Cambodia,KH,2014-10-14,2018-10-16,
Kamchay Mear,KH1402,,,,Prey Veng,KH14,Cambodia,KH,2014-10-14,2018-10-16,
Kampong Trabaek,KH1403,,,,Prey Veng,KH14,Cambodia,KH,2014-10-14,2018-10-16,
Kanhchriech,KH1404,,,,Prey Veng,KH14,Cambodia,KH,2014-10-14,2018-10-16,
Me Sang,KH1405,,,,Prey Veng,KH14,Cambodia,KH,2014-10-14,2018-10-16,
Peam Chor,KH1406,,,,Prey Veng,KH14,Cambodia,KH,2014-10-14,2018-10-16,
Peam Ro,KH1407,,,,Prey Veng,KH14,Cambodia,KH,2014-10-14,2018-10-16,
Pea Reang,KH1408,,,,Prey Veng,KH14,Cambodia,KH,2014-10-14,2018-10-16,
Preah Sdach,KH1409,,,,Prey Veng,KH14,Cambodia,KH,2014-10-14,2018-10-16,
Prey Veng,KH1410,,,,Prey Veng,KH14,Cambodia,KH,2014-10-14,2018-10-16,
Pur Rieng,KH1411,,,,Prey Veng,KH14,Cambodia,KH,2014-10-14,2018-10-16,
Sithor Kandal,KH1412,,,,Prey Veng,KH14,Cambodia,KH,2014-10-14,2018-10-16,
Svay Antor,KH1413,,,,Prey Veng,KH14,Cambodia,KH,2014-10-14,2018-10-16,
Bakan,KH1501,,,,Pursat,KH15,Cambodia,KH,2014-10-14,2018-10-16,
Kandieng,KH1502,,,,Pursat,KH15,Cambodia,KH,2014-10-14,2018-10-16,
Krakor,KH1503,,,,Pursat,KH15,Cambodia,KH,2014-10-14,2018-10-16,
Phnum Kravanh,KH1504,,,,Pursat,KH15,Cambodia,KH,2014-10-14,2018-10-16,
Pursat,KH1505,,,,Pursat,KH15,Cambodia,KH,2014-10-14,2018-10-16,
Veal Veaeng,KH1506,,,,Pursat,KH15,Cambodia,KH,2014-10-14,2018-10-16,
Andoung Meas,KH1601,,,,Ratanak Kiri,KH16,Cambodia,KH,2014-10-14,2018-10-16,
Ban Lung,KH1602,,,,Ratanak Kiri,KH16,Cambodia,KH,2014-10-14,2018-10-16,
Bar Kaev,KH1603,,,,Ratanak Kiri,KH16,Cambodia,KH,2014-10-14,2018-10-16,
Koun Mom,KH1604,,,,Ratanak Kiri,KH16,Cambodia,KH,2014-10-14,2018-10-16,
Lumphat,KH1605,,,,Ratanak Kiri,KH16,Cambodia,KH,2014-10-14,2018-10-16,
Ou Chum,KH1606,,,,Ratanak Kiri,KH16,Cambodia,KH,2014-10-14,2018-10-16,
Ou Ya Dav,KH1607,,,,Ratanak Kiri,KH16,Cambodia,KH,2014-10-14,2018-10-16,
Ta Veaeng,KH1608,,,,Ratanak Kiri,KH16,Cambodia,KH,2014-10-14,2018-10-16,
Veun Sai,KH1609,,,,Ratanak Kiri,KH16,Cambodia,KH,2014-10-14,2018-10-16,
Angkor Chum,KH1701,,,,Siemreap,KH17,Cambodia,KH,2014-10-14,2018-10-16,
Angkor Thum,KH1702,,,,Siemreap,KH17,Cambodia,KH,2014-10-14,2018-10-16,
Banteay Srei,KH1703,,,,Siemreap,KH17,Cambodia,KH,2014-10-14,2018-10-16,
Chi Kraeng,KH1704,,,,Siemreap,KH17,Cambodia,KH,2014-10-14,2018-10-16,
Kralanh,KH1706,,,,Siemreap,KH17,Cambodia,KH,2014-10-14,2018-10-16,
Puok,KH1707,,,,Siemreap,KH17,Cambodia,KH,2014-10-14,2018-10-16,
Prasat Bakong,KH1709,,,,Siemreap,KH17,Cambodia,KH,2014-10-14,2018-10-16,
Siem Reap,KH1710,,,,Siemreap,KH17,Cambodia,KH,2014-10-14,2018-10-16,
Soutr Nikom,KH1711,,,,Siemreap,KH17,Cambodia,KH,2014-10-14,2018-10-16,
Srei Snam,KH1712,,,,Siemreap,KH17,Cambodia,KH,2014-10-14,2018-10-16,
Svay Leu,KH1713,,,,Siemreap,KH17,Cambodia,KH,2014-10-14,2018-10-16,
Varin,KH1714,,,,Siemreap,KH17,Cambodia,KH,2014-10-14,2018-10-16,
Preah Sihanouk,KH1801,,,,Preah Sihanouk,KH18,Cambodia,KH,2014-10-14,2018-10-16,
Prey Nob,KH1802,,,,Preah Sihanouk,KH18,Cambodia,KH,2014-10-14,2018-10-16,
Stueng Hav,KH1803,,,,Preah Sihanouk,KH18,Cambodia,KH,2014-10-14,2018-10-16,
Kampong Seila,KH1804,,,,Preah Sihanouk,KH18,Cambodia,KH,2014-10-14,2018-10-16,
Sesan,KH1901,,,,Stung Treng,KH19,Cambodia,KH,2014-10-14,2018-10-16,
Siem Bouk,KH1902,,,,Stung Treng,KH19,Cambodia,KH,2014-10-14,2018-10-16,
Siem Pang,KH1903,,,,Stung Treng,KH19,Cambodia,KH,2014-10-14,2018-10-16,
Stueng Traeng,KH1904,,,,Stung Treng,KH19,Cambodia,KH,2014-10-14,2018-10-16,
Thala Barivat,KH1905,,,,Stung Treng,KH19,Cambodia,KH,2014-10-14,2018-10-16,
Chantrea,KH2001,,,,Svay Rieng,KH20,Cambodia,KH,2014-10-14,2018-10-16,
Kampong Rou,KH2002,,,,Svay Rieng,KH20,Cambodia,KH,2014-10-14,2018-10-16,
Rumduol,KH2003,,,,Svay Rieng,KH20,Cambodia,KH,2014-10-14,2018-10-16,
Romeas Haek,KH2004,,,,Svay Rieng,KH20,Cambodia,KH,2014-10-14,2018-10-16,
Svay Chrum,KH2005,,,,Svay Rieng,KH20,Cambodia,KH,2014-10-14,2018-10-16,
Svay Rieng,KH2006,,,,Svay Rieng,KH20,Cambodia,KH,2014-10-14,2018-10-16,
Svay Teab,KH2007,,,,Svay Rieng,KH20,Cambodia,KH,2014-10-14,2018-10-16,
Bavet,KH2008,,,,Svay Rieng,KH20,Cambodia,KH,2014-10-14,2018-10-16,
Angkor Borei,KH2101,,,,Takeo,KH21,Cambodia,KH,2014-10-14,2018-10-16,
Bati,KH2102,,,,Takeo,KH21,Cambodia,KH,2014-10-14,2018-10-16,
Borei Cholsar,KH2103,,,,Takeo,KH21,Cambodia,KH,2014-10-14,2018-10-16,
Kiri Vong,KH2104,,,,Takeo,KH21,Cambodia,KH,2014-10-14,2018-10-16,
Kaoh Andaet,KH2105,,,,Takeo,KH21,Cambodia,KH,2014-10-14,2018-10-16,
Prey Kabbas,KH2106,,,,Takeo,KH21,Cambodia,KH,2014-10-14,2018-10-16,
Samraong,KH2107,,,,Takeo,KH21,Cambodia,KH,2014-10-14,2018-10-16,
Doun Kaev,KH2108,,,,Takeo,KH21,Cambodia,KH,2014-10-14,2018-10-16,
Tram Kak,KH2109,,,,Takeo,KH21,Cambodia,KH,2014-10-14,2018-10-16,
Treang,KH2110,,,,Takeo,KH21,Cambodia,KH,2014-10-14,2018-10-16,
Anlong Veaeng,KH2201,,,,Oddar Meanchey,KH22,Cambodia,KH,2014-10-14,2018-10-16,
Banteay Ampil,KH2202,,,,Oddar Meanchey,KH22,Cambodia,KH,2014-10-14,2018-10-16,
Chong Kal,KH2203,,,,Oddar Meanchey,KH22,Cambodia,KH,2014-10-14,2018-10-16,
Samraong,KH2204,,,,Oddar Meanchey,KH22,Cambodia,KH,2014-10-14,2018-10-16,
Trapeang Prasat,KH2205,,,,Oddar Meanchey,KH22,Cambodia,KH,2014-10-14,2018-10-16,
Damnak Chang'aeur,KH2301,Damnak Changaeur,,,Kep,KH23,Cambodia,KH,2014-10-14,2018-10-16,
Kaeb,KH2302,,,,Kep,KH23,Cambodia,KH,2014-10-14,2018-10-16,
Pailin,KH2401,,,,Pailin,KH24,Cambodia,KH,2014-10-14,2018-10-16,
Sala Krau,KH2402,,,,Pailin,KH24,Cambodia,KH,2014-10-14,2018-10-16,
Dambae,KH2501,,,,Tboung Khmum,KH25,Cambodia,KH,2014-10-14,2018-10-16,
Krouch Chhmar,KH2502,,,,Tboung Khmum,KH25,Cambodia,KH,2014-10-14,2018-10-16,
Memot,KH2503,,,,Tboung Khmum,KH25,Cambodia,KH,2014-10-14,2018-10-16,
Ou Reang Ov,KH2504,,,,Tboung Khmum,KH25,Cambodia,KH,2014-10-14,2018-10-16,
Ponhea Kraek,KH2505,,,,Tboung Khmum,KH25,Cambodia,KH,2014-10-14,2018-10-16,
Suong,KH2506,,,,Tboung Khmum,KH25,Cambodia,KH,2014-10-14,2018-10-16,
Tboung Khmum,KH2507,,,,Tboung Khmum,KH25,Cambodia,KH,2014-10-14,2018-10-16,
