#adm4+name+i_spa+is_latn,#adm4+name+i_eng+is_latn,#adm4+code+v_pcode,#adm4+name,#adm4+name+alt1+i_spa+is_latn,#adm4+name+alt2+i_spa+is_latn,#adm4+name+alt1+i_eng+is_latn,#adm4+name+alt2+i_eng+is_latn,#adm3+name+i_spa+is_latn,#adm3+name+i_eng+is_latn,#adm3+code+v_pcode,#adm2+name+i_spa+is_latn,#adm2+name+i_eng+is_latn,#adm2+code+v_pcode,#adm1+name+i_spa+is_latn,#adm1+name+i_eng+is_latn,#adm1+code+v_pcode,#country+name+i_spa+is_latn,#country+name+i_eng+is_latn,#country+code+v_iso3166p1a2,#date+start,#date+updated,#date+end
Consuelo,,DO07030401,Consuelo,,,,,Municipio Consuelo,,DO070304,Provincia San Pedro de Macorís,,DO0703,Región Higuamo,,DO07,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Quisqueya,,DO07030501,Quisqueya,,,,,Municipio Quisqueya,,DO070305,Provincia San Pedro de Macorís,,DO0703,Región Higuamo,,DO07,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Guayacanes,,DO07030601,Guayacanes,,,,,Municipio Guayacanes,,DO070306,Provincia San Pedro de Macorís,,DO0703,Región Higuamo,,DO07,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Santo Domingo de Guzmán,,DO08010101,Santo Domingo de Guzman,,,,,Municipio Santo Domingo de Guzmán,,DO080101,Distrito Nacional,,DO0801,Región Ozama,,DO08,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Santo Domingo Este,,DO08020101,Santo Domingo Este,,,,,Municipio Santo Domingo Este,,DO080201,Provincia Santo Domingo,,DO0802,Región Ozama,,DO08,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
San Luis (D.M.),,DO08020102,San Luis (D.M.),,,,,Municipio Santo Domingo Este,,DO080201,Provincia Santo Domingo,,DO0802,Región Ozama,,DO08,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Santo Domingo Oeste,,DO08020201,Santo Domingo Oeste,,,,,Municipio Santo Domingo Oeste,,DO080202,Provincia Santo Domingo,,DO0802,Región Ozama,,DO08,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Santo Domingo Norte,,DO08020301,Santo Domingo Norte,,,,,Municipio Santo Domingo Norte,,DO080203,Provincia Santo Domingo,,DO0802,Región Ozama,,DO08,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
La Victoria (D.M.),,DO08020302,La Victoria (D.M.),,,,,Municipio Santo Domingo Norte,,DO080203,Provincia Santo Domingo,,DO0802,Región Ozama,,DO08,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Boca Chica,,DO08020401,Boca Chica,,,,,Municipio Boca Chica,,DO080204,Provincia Santo Domingo,,DO0802,Región Ozama,,DO08,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
La Caleta (D.M.),,DO08020402,La Caleta (D.M.),,,,,Municipio Boca Chica,,DO080204,Provincia Santo Domingo,,DO0802,Región Ozama,,DO08,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
San Antonio de Guerra,,DO08020501,San Antonio de Guerra,,,,,Municipio San Antonio de Guerra,,DO080205,Provincia Santo Domingo,,DO0802,Región Ozama,,DO08,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Hato Viejo (D.M.),,DO08020502,Hato Viejo (D.M.),,,,,Municipio San Antonio de Guerra,,DO080205,Provincia Santo Domingo,,DO0802,Región Ozama,,DO08,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Los Alcarrizos,,DO08020601,Los Alcarrizos,,,,,Municipio Los Alcarrizos,,DO080206,Provincia Santo Domingo,,DO0802,Región Ozama,,DO08,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Palmarejo-Villa Linda (D.M.),,DO08020602,Palmarejo-Villa Linda (D.M.),,,,,Municipio Los Alcarrizos,,DO080206,Provincia Santo Domingo,,DO0802,Región Ozama,,DO08,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Pantoja (D.M.),,DO08020603,Pantoja (D.M.),,,,,Municipio Los Alcarrizos,,DO080206,Provincia Santo Domingo,,DO0802,Región Ozama,,DO08,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Pedro Brand,,DO08020701,Pedro Brand,,,,,Municipio Pedro Brand,,DO080207,Provincia Santo Domingo,,DO0802,Región Ozama,,DO08,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
La Guáyiga (D.M.),,DO08020702,La Guayiga (D.M.),,,,,Municipio Pedro Brand,,DO080207,Provincia Santo Domingo,,DO0802,Región Ozama,,DO08,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
La Cuaba (D.M.),,DO08020703,La Cuaba (D.M.),,,,,Municipio Pedro Brand,,DO080207,Provincia Santo Domingo,,DO0802,Región Ozama,,DO08,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Azua,,DO09010101,Azua,,,,,Municipio Azua,,DO090101,Provincia Azua,,DO0901,Región Valdesia,,DO09,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Barro Arriba (D.M.),,DO09010102,Barro Arriba (D.M.),,,,,Municipio Azua,,DO090101,Provincia Azua,,DO0901,Región Valdesia,,DO09,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Las Barías-la Estancia (D.M.),,DO09010103,Las Barias-la Estancia (D.M.),,,,,Municipio Azua,,DO090101,Provincia Azua,,DO0901,Región Valdesia,,DO09,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Los Jovillos (D.M.),,DO09010104,Los Jovillos (D.M.),,,,,Municipio Azua,,DO090101,Provincia Azua,,DO0901,Región Valdesia,,DO09,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Puerto Viejo (D.M.),,DO09010105,Puerto Viejo (D.M.),,,,,Municipio Azua,,DO090101,Provincia Azua,,DO0901,Región Valdesia,,DO09,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Barreras (D.M.),,DO09010106,Barreras (D.M.),,,,,Municipio Azua,,DO090101,Provincia Azua,,DO0901,Región Valdesia,,DO09,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Doña Emma Balaguer Viuda Vallejo (D.M),,DO09010107,Dona Emma Balaguer Viuda Vallejo (D.M),,,,,Municipio Azua,,DO090101,Provincia Azua,,DO0901,Región Valdesia,,DO09,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Clavellina (D.M.),,DO09010108,Clavellina (D.M.),,,,,Municipio Azua,,DO090101,Provincia Azua,,DO0901,Región Valdesia,,DO09,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Las Lomas (D.M.),,DO09010109,Las Lomas (D.M.),,,,,Municipio Azua,,DO090101,Provincia Azua,,DO0901,Región Valdesia,,DO09,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Las Charcas,,DO09010201,Las Charcas,,,,,Municipio Las Charcas,,DO090102,Provincia Azua,,DO0901,Región Valdesia,,DO09,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Palmar de Ocoa (D.M.),,DO09010202,Palmar de Ocoa (D.M.),,,,,Municipio Las Charcas,,DO090102,Provincia Azua,,DO0901,Región Valdesia,,DO09,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Las Yayas de Viajama,,DO09010301,Las Yayas de Viajama,,,,,Municipio Las Yayas de Viajama,,DO090103,Provincia Azua,,DO0901,Región Valdesia,,DO09,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Villarpando (D.M.),,DO09010302,Villarpando (D.M.),,,,,Municipio Las Yayas de Viajama,,DO090103,Provincia Azua,,DO0901,Región Valdesia,,DO09,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Hato Nuevo Cortés (D.M.),,DO09010303,Hato Nuevo Cortes (D.M.),,,,,Municipio Las Yayas de Viajama,,DO090103,Provincia Azua,,DO0901,Región Valdesia,,DO09,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Padre Las Casas,,DO09010401,Padre Las Casas,,,,,Municipio Padre Las Casas,,DO090104,Provincia Azua,,DO0901,Región Valdesia,,DO09,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Las Lagunas (D.M.),,DO09010402,Las Lagunas (D.M.),,,,,Municipio Padre Las Casas,,DO090104,Provincia Azua,,DO0901,Región Valdesia,,DO09,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
La Siembra (D.M.),,DO09010403,La Siembra (D.M.),,,,,Municipio Padre Las Casas,,DO090104,Provincia Azua,,DO0901,Región Valdesia,,DO09,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Monte Bonito (D.M.),,DO09010404,Monte Bonito (D.M.),,,,,Municipio Padre Las Casas,,DO090104,Provincia Azua,,DO0901,Región Valdesia,,DO09,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Los Fríos (D.M.),,DO09010405,Los Frios (D.M.),,,,,Municipio Padre Las Casas,,DO090104,Provincia Azua,,DO0901,Región Valdesia,,DO09,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Peralta,,DO09010501,Peralta,,,,,Municipio Peralta,,DO090105,Provincia Azua,,DO0901,Región Valdesia,,DO09,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Sabana Yegua,,DO09010601,Sabana Yegua,,,,,Municipio Sabana Yegua,,DO090106,Provincia Azua,,DO0901,Región Valdesia,,DO09,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Proyecto 4 (D.M.),,DO09010602,Proyecto 4 (D.M.),,,,,Municipio Sabana Yegua,,DO090106,Provincia Azua,,DO0901,Región Valdesia,,DO09,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Ganadero (D.M.),,DO09010603,Ganadero (D.M.),,,,,Municipio Sabana Yegua,,DO090106,Provincia Azua,,DO0901,Región Valdesia,,DO09,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Proyecto 2-C (D.M.),,DO09010604,Proyecto 2-C (D.M.),,,,,Municipio Sabana Yegua,,DO090106,Provincia Azua,,DO0901,Región Valdesia,,DO09,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Pueblo Viejo,,DO09010701,Pueblo Viejo,,,,,Municipio Pueblo Viejo,,DO090107,Provincia Azua,,DO0901,Región Valdesia,,DO09,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
El Rosario (D.M.),,DO09010702,El Rosario (D.M.),,,,,Municipio Pueblo Viejo,,DO090107,Provincia Azua,,DO0901,Región Valdesia,,DO09,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Tábara Arriba,,DO09010801,Tabara Arriba,,,,,Municipio Tábara Arriba,,DO090108,Provincia Azua,,DO0901,Región Valdesia,,DO09,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Tábara Abajo (D.M.),,DO09010802,Tabara Abajo (D.M.),,,,,Municipio Tábara Arriba,,DO090108,Provincia Azua,,DO0901,Región Valdesia,,DO09,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Amiama Gómez (D.M.),,DO09010803,Amiama Gomez (D.M.),,,,,Municipio Tábara Arriba,,DO090108,Provincia Azua,,DO0901,Región Valdesia,,DO09,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Los Toros (D.M.),,DO09010804,Los Toros (D.M.),,,,,Municipio Tábara Arriba,,DO090108,Provincia Azua,,DO0901,Región Valdesia,,DO09,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Guayabal,,DO09010901,Guayabal,,,,,Municipio Guayabal,,DO090109,Provincia Azua,,DO0901,Región Valdesia,,DO09,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Estebanía,,DO09011001,Estebania,,,,,Municipio Estebanía,,DO090110,Provincia Azua,,DO0901,Región Valdesia,,DO09,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Baní,,DO09020101,Bani,,,,,Municipio Baní,,DO090201,Provincia Peravia,,DO0902,Región Valdesia,,DO09,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Matanzas (D.M.),,DO09020102,Matanzas (D.M.),,,,,Municipio Baní,,DO090201,Provincia Peravia,,DO0902,Región Valdesia,,DO09,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Villa Fundación (D.M.),,DO09020103,Villa Fundacion (D.M.),,,,,Municipio Baní,,DO090201,Provincia Peravia,,DO0902,Región Valdesia,,DO09,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Sabana Buey (D.M.),,DO09020104,Sabana Buey (D.M.),,,,,Municipio Baní,,DO090201,Provincia Peravia,,DO0902,Región Valdesia,,DO09,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Paya (D.M.),,DO09020105,Paya (D.M.),,,,,Municipio Baní,,DO090201,Provincia Peravia,,DO0902,Región Valdesia,,DO09,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Villa Sombrero (D.M.),,DO09020106,Villa Sombrero (D.M.),,,,,Municipio Baní,,DO090201,Provincia Peravia,,DO0902,Región Valdesia,,DO09,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
El Carretón (D.M.),,DO09020107,El Carreton (D.M.),,,,,Municipio Baní,,DO090201,Provincia Peravia,,DO0902,Región Valdesia,,DO09,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Catalina (D.M.),,DO09020108,Catalina (D.M.),,,,,Municipio Baní,,DO090201,Provincia Peravia,,DO0902,Región Valdesia,,DO09,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
El Limonal (D.M.),,DO09020109,El Limonal (D.M.),,,,,Municipio Baní,,DO090201,Provincia Peravia,,DO0902,Región Valdesia,,DO09,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Las Barías (D.M.),,DO09020110,Las Barias (D.M.),,,,,Municipio Baní,,DO090201,Provincia Peravia,,DO0902,Región Valdesia,,DO09,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Nizao,,DO09020201,Nizao,,,,,Municipio Nizao,,DO090202,Provincia Peravia,,DO0902,Región Valdesia,,DO09,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Pizarrete (D.M.),,DO09020202,Pizarrete (D.M.),,,,,Municipio Nizao,,DO090202,Provincia Peravia,,DO0902,Región Valdesia,,DO09,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Santana (D.M.),,DO09020203,Santana (D.M.),,,,,Municipio Nizao,,DO090202,Provincia Peravia,,DO0902,Región Valdesia,,DO09,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
San Cristóbal,,DO09030101,San Cristobal,,,,,Municipio San Cristóbal,,DO090301,Provincia San Cristóbal,,DO0903,Región Valdesia,,DO09,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Hato Damas (D.M.),,DO09030102,Hato Damas (D.M.),,,,,Municipio San Cristóbal,,DO090301,Provincia San Cristóbal,,DO0903,Región Valdesia,,DO09,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Sabana Grande de Palenque,,DO09030201,Sabana Grande de Palenque,,,,,Municipio Sabana Grande de Palenque,,DO090302,Provincia San Cristóbal,,DO0903,Región Valdesia,,DO09,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Bajos de Haina,,DO09030301,Bajos de Haina,,,,,Municipio Bajos de Haina,,DO090303,Provincia San Cristóbal,,DO0903,Región Valdesia,,DO09,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
El Carril (D.M.),,DO09030302,El Carril (D.M.),,,,,Municipio Bajos de Haina,,DO090303,Provincia San Cristóbal,,DO0903,Región Valdesia,,DO09,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Cambita Garabitos,,DO09030401,Cambita Garabitos,,,,,Municipio Cambita Garabitos,,DO090304,Provincia San Cristóbal,,DO0903,Región Valdesia,,DO09,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Cambita el Pueblecito (D.M.),,DO09030402,Cambita el Pueblecito (D.M.),,,,,Municipio Cambita Garabitos,,DO090304,Provincia San Cristóbal,,DO0903,Región Valdesia,,DO09,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Villa Altagracia,,DO09030501,Villa Altagracia,,,,,Municipio Villa Altagracia,,DO090305,Provincia San Cristóbal,,DO0903,Región Valdesia,,DO09,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
San José del Puerto (D.M.),,DO09030502,San Jose del Puerto (D.M.),,,,,Municipio Villa Altagracia,,DO090305,Provincia San Cristóbal,,DO0903,Región Valdesia,,DO09,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Medina (D.M.),,DO09030503,Medina (D.M.),,,,,Municipio Villa Altagracia,,DO090305,Provincia San Cristóbal,,DO0903,Región Valdesia,,DO09,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
La Cuchilla (D.M.),,DO09030504,La Cuchilla (D.M.),,,,,Municipio Villa Altagracia,,DO090305,Provincia San Cristóbal,,DO0903,Región Valdesia,,DO09,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Yaguate,,DO09030601,Yaguate,,,,,Municipio Yaguate,,DO090306,Provincia San Cristóbal,,DO0903,Región Valdesia,,DO09,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
San Gregorio de Nigua,,DO09030701,San Gregorio de Nigua,,,,,Municipio San Gregorio de Nigua,,DO090307,Provincia San Cristóbal,,DO0903,Región Valdesia,,DO09,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Los Cacaos,,DO09030801,Los Cacaos,,,,,Municipio Los Cacaos,,DO090308,Provincia San Cristóbal,,DO0903,Región Valdesia,,DO09,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
San José de Ocoa,,DO09040101,San Jose de Ocoa,,,,,Municipio San José de Ocoa,,DO090401,Provincia San José de Ocoa,,DO0904,Región Valdesia,,DO09,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
La Ciénaga (D.M.),,DO09040102,La Cienaga (D.M.),,,,,Municipio San José de Ocoa,,DO090401,Provincia San José de Ocoa,,DO0904,Región Valdesia,,DO09,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Nizao - Las Auyamas (D.M.),,DO09040103,Nizao - Las Auyamas (D.M.),,,,,Municipio San José de Ocoa,,DO090401,Provincia San José de Ocoa,,DO0904,Región Valdesia,,DO09,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
El Pinar (D.M.),,DO09040104,El Pinar (D.M.),,,,,Municipio San José de Ocoa,,DO090401,Provincia San José de Ocoa,,DO0904,Región Valdesia,,DO09,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
El Naranjal (D.M.),,DO09040105,El Naranjal (D.M.),,,,,Municipio San José de Ocoa,,DO090401,Provincia San José de Ocoa,,DO0904,Región Valdesia,,DO09,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Sabana Larga,,DO09040201,Sabana Larga,,,,,Municipio Sabana Larga,,DO090402,Provincia San José de Ocoa,,DO0904,Región Valdesia,,DO09,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Rancho Arriba,,DO09040301,Rancho Arriba,,,,,Municipio Rancho Arriba,,DO090403,Provincia San José de Ocoa,,DO0904,Región Valdesia,,DO09,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
El Seibo,,DO10010101,El Seibo,,,,,Municipio El Seibo,,DO100101,Provincia El Seibo,,DO1001,Región Yuma,,DO10,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Pedro Sánchez (D.M.),,DO10010102,Pedro Sanchez (D.M.),,,,,Municipio El Seibo,,DO100101,Provincia El Seibo,,DO1001,Región Yuma,,DO10,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
San Francisco-Vicentillo (D.M.),,DO10010103,San Francisco-Vicentillo (D.M.),,,,,Municipio El Seibo,,DO100101,Provincia El Seibo,,DO1001,Región Yuma,,DO10,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Santa Lucía (D.M.),,DO10010104,Santa Lucia (D.M.),,,,,Municipio El Seibo,,DO100101,Provincia El Seibo,,DO1001,Región Yuma,,DO10,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Miches,,DO10010201,Miches,,,,,Municipio Miches,,DO100102,Provincia El Seibo,,DO1001,Región Yuma,,DO10,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
El Cedro (D.M.),,DO10010202,El Cedro (D.M.),,,,,Municipio Miches,,DO100102,Provincia El Seibo,,DO1001,Región Yuma,,DO10,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
La Gina (D.M.),,DO10010203,La Gina (D.M.),,,,,Municipio Miches,,DO100102,Provincia El Seibo,,DO1001,Región Yuma,,DO10,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Higüey,,DO10020101,Higuey,,,,,Municipio Higüey,,DO100201,Provincia La Altagracia,,DO1002,Región Yuma,,DO10,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Las Lagunas de Nisibón (D.M.),,DO10020102,Las Lagunas de Nisibon (D.M.),,,,,Municipio Higüey,,DO100201,Provincia La Altagracia,,DO1002,Región Yuma,,DO10,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
La Otra Banda (D.M.),,DO10020103,La Otra Banda (D.M.),,,,,Municipio Higüey,,DO100201,Provincia La Altagracia,,DO1002,Región Yuma,,DO10,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Verón Punta Cana (D.M.),,DO10020104,Veron Punta Cana (D.M.),,,,,Municipio Higüey,,DO100201,Provincia La Altagracia,,DO1002,Región Yuma,,DO10,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
San Rafael del Yuma,,DO10020201,San Rafael del Yuma,,,,,Municipio San Rafael del Yuma,,DO100202,Provincia La Altagracia,,DO1002,Región Yuma,,DO10,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Boca de Yuma (D.M.),,DO10020202,Boca de Yuma (D.M.),,,,,Municipio San Rafael del Yuma,,DO100202,Provincia La Altagracia,,DO1002,Región Yuma,,DO10,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Bayahíbe (D.M.),,DO10020203,Bayahibe (D.M.),,,,,Municipio San Rafael del Yuma,,DO100202,Provincia La Altagracia,,DO1002,Región Yuma,,DO10,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
La Romana,,DO10030101,La Romana,,,,,Municipio La Romana,,DO100301,Provincia La Romana,,DO1003,Región Yuma,,DO10,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Caleta (D.M.),,DO10030102,Caleta (D.M.),,,,,Municipio La Romana,,DO100301,Provincia La Romana,,DO1003,Región Yuma,,DO10,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Guaymate,,DO10030201,Guaymate,,,,,Municipio Guaymate,,DO100302,Provincia La Romana,,DO1003,Región Yuma,,DO10,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Villa Hermosa,,DO10030301,Villa Hermosa,,,,,Municipio Villa Hermosa,,DO100303,Provincia La Romana,,DO1003,Región Yuma,,DO10,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Cumayasa (D.M.),,DO10030302,Cumayasa (D.M.),,,,,Municipio Villa Hermosa,,DO100303,Provincia La Romana,,DO1003,Región Yuma,,DO10,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
