#country+name+i_eng+is_latn,#country+name+i_kaz+is_zyyy,#country+name+i_rus+is_cyrl,#country+code+v_iso3166p1a2,#country+name,#country+name+alt1+i_eng+is_latn,#country+name+alt2+i_eng+is_latn,#country+name+alt1+i_kaz+is_zyyy,#country+name+alt2+i_kaz+is_zyyy,#country+name+alt1+i_rus+is_cyrl,#country+name+alt2+i_rus+is_cyrl,#date+start,#date+updated,#date+end
Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,,,,,,,,2019-09-10,2019-09-10,
