#country+name+i_eng+is_latn,#country+name+i_ara+is_arab,#country+code+v_iso3166p1a2,#country+name,#country+name+alt1+i_eng+is_latn,#country+name+alt2+i_eng+is_latn,#country+name+alt1+i_ara+is_arab,#country+name+alt2+i_ara+is_arab,#date+start,#date+updated,#date+end
Libya,ليبيا,LY,,,,,,2018-11-13,2021-12-31,
