#adm2+name+i_eng+is_latn,#adm2+code+v_pcode,#adm2+name,#adm2+name+alt1+i_eng+is_latn,#adm2+name+alt2+i_eng+is_latn,#adm1+name+i_eng+is_latn,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#country+code+v_iso3166p1a2,#date+start,#date+updated,#date+end
Barima,GY0101,,,,Barima-Waini,GY01,Guyana,GY,2021-06-23,2021-06-23,
Waini,GY0102,,,,Barima-Waini,GY01,Guyana,GY,2021-06-23,2021-06-23,
Moruka/Pomeroon,GY0201,,,,Pomeroon-Supenaam,GY02,Guyana,GY,2021-06-23,2021-06-23,
Somerset And Berks,GY0202,,,,Pomeroon-Supenaam,GY02,Guyana,GY,2021-06-23,2021-06-23,
Essequibo I./L.B.E.River,GY0301,,,,Essequibo Islands-West Demerara,GY03,Guyana,GY,2021-06-23,2021-06-23,
Essequibo Islands,GY0302,,,,Essequibo Islands-West Demerara,GY03,Guyana,GY,2021-06-23,2021-06-23,
Bonasika/Boerasirie,GY0303,,,,Essequibo Islands-West Demerara,GY03,Guyana,GY,2021-06-23,2021-06-23,
Lower West Demerara,GY0304,,,,Essequibo Islands-West Demerara,GY03,Guyana,GY,2021-06-23,2021-06-23,
Moblissa/La Reconnai,GY0401,,,,Demerara-Mahaica,GY04,Guyana,GY,2021-06-23,2021-06-23,
Buxton/Mahaica,GY0402,,,,Demerara-Mahaica,GY04,Guyana,GY,2021-06-23,2021-06-23,
Mahaica/Mahaicony,GY0501,,,,Mahaica Berbice,GY05,Guyana,GY,2021-06-23,2021-06-23,
Mahaicony/Berbice,GY0502,,,,Mahaica Berbice,GY05,Guyana,GY,2021-06-23,2021-06-23,
East Berbice/W.Canje,GY0601,,,,East Berbice-Corentyne,GY06,Guyana,GY,2021-06-23,2021-06-23,
East Canje/E.C.Berb,GY0602,,,,East Berbice-Corentyne,GY06,Guyana,GY,2021-06-23,2021-06-23,
Black Bush Polder,GY0603,,,,East Berbice-Corentyne,GY06,Guyana,GY,2021-06-23,2021-06-23,
Lower Corentyne Rive,GY0604,,,,East Berbice-Corentyne,GY06,Guyana,GY,2021-06-23,2021-06-23,
Left Bank Upper Canj,GY0605,,,,East Berbice-Corentyne,GY06,Guyana,GY,2021-06-23,2021-06-23,
Upper Canje/Corentyn,GY0606,,,,East Berbice-Corentyne,GY06,Guyana,GY,2021-06-23,2021-06-23,
Upper Corentyne,GY0607,,,,East Berbice-Corentyne,GY06,Guyana,GY,2021-06-23,2021-06-23,
Cuyuni,GY0701,,,,Cuyuni-Mazaruni,GY07,Guyana,GY,2021-06-23,2021-06-23,
Mazaruni/L.B.E.Rive,GY0702,,,,Cuyuni-Mazaruni,GY07,Guyana,GY,2021-06-23,2021-06-23,
Ireng/Upper Potaro,GY0801,,,,Potaro-Siparuni,GY08,Guyana,GY,2021-06-23,2021-06-23,
Lower Potaro/Ladsm,GY0802,,,,Potaro-Siparuni,GY08,Guyana,GY,2021-06-23,2021-06-23,
Rupununi West,GY0901,,,,Upper Takutu-Upper Essequibo,GY09,Guyana,GY,2021-06-23,2021-06-23,
Rewa(Illiwa)/U.E,GY0902,,,,Upper Takutu-Upper Essequibo,GY09,Guyana,GY,2021-06-23,2021-06-23,
Right Bank Essequibo,GY1001,,,,Upper Demerara-Berbice,GY10,Guyana,GY,2021-06-23,2021-06-23,
Torani/Bulletwood,GY1002,,,,Upper Demerara-Berbice,GY10,Guyana,GY,2021-06-23,2021-06-23,
