#country+name+i_fra+is_latn,#country+code+v_iso3166p1a2,#country+name,#country+name+alt1+i_fra+is_latn,#country+name+alt2+i_fra+is_latn,#date+start,#date+updated,#date+end
Tchad,TD,Tchad,,,2016-07-01,2021-09-24,
