#adm1+name+i_eng+is_latn,#adm1+code+v_pcode,#adm1+name,#adm1+name+alt1+i_eng+is_latn,#adm1+name+alt2+i_eng+is_latn,#country+name+i_eng+is_latn,#country+code+v_iso3166p1a2,#date+start,#date+updated,#date+end
Grand Turk,TC1,,,,Turks and Caicos Islands,TC,2017-09-09,2021-02-09,
Middle Caicos,TC2,,,,Turks and Caicos Islands,TC,2017-09-09,2021-02-09,
North Caicos,TC3,,,,Turks and Caicos Islands,TC,2017-09-09,2021-02-09,
Providenciales and West Caicos,TC4,,,,Turks and Caicos Islands,TC,2017-09-09,2021-02-09,
Salt Cay,TC5,,,,Turks and Caicos Islands,TC,2017-09-09,2021-02-09,
South Caicos and East Caicos,TC6,,,,Turks and Caicos Islands,TC,2017-09-09,2021-02-09,
