#country+name+i_pol+is_latn,#country+code+v_iso3166p1a2,#country+name,#country+name+alt1+i_pol+is_latn,#country+name+alt2+i_pol+is_latn,#date+start,#date+updated,#date+end
Polska,PL,,,,2022-04-19,2022-04-19,
