#adm1+name+i_eng+is_latn,#adm1+code+v_pcode,#adm1+name,#adm1+name+alt1+i_eng+is_latn,#adm1+name+alt2+i_eng+is_latn,#country+name+i_eng+is_latn,#country+code+v_iso3166p1a2,#date+start,#date+updated,#date+end
Province 1,NP01,,,,Nepal,NP,2020-11-17,2020-11-17,
Province 2,NP02,,,,Nepal,NP,2020-11-17,2020-11-17,
Bagmati,NP03,,,,Nepal,NP,2020-11-17,2020-11-17,
Gandaki,NP04,,,,Nepal,NP,2020-11-17,2020-11-17,
Lumbini,NP05,,,,Nepal,NP,2020-11-17,2020-11-17,
Karnali,NP06,,,,Nepal,NP,2020-11-17,2020-11-17,
Sudurpaschim,NP07,,,,Nepal,NP,2020-11-17,2020-11-17,
