#adm3+name+i_eng+is_latn,#adm3+code+v_pcode,#adm3+name,#adm3+name+alt1+i_eng+is_latn,#adm3+name+alt2+i_eng+is_latn,#adm2+name+i_eng+is_latn,#adm2+code+v_pcode,#adm1+name+i_eng+is_latn,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#country+code+v_iso3166p1a2,#date+start,#date+updated,#date+end
Ambriz,AO01001001,,,,Ambriz,AO01001,Bengo,AO01,Angola,AO,2018-08-30,2020-11-12,
Bela Vista,AO01001002,,,,Ambriz,AO01001,Bengo,AO01,Angola,AO,2018-08-30,2020-11-12,
Tabi,AO01001003,,,,Ambriz,AO01001,Bengo,AO01,Angola,AO,2018-08-30,2020-11-12,
Barra do Dande,AO01002004,,,,Dande,AO01002,Bengo,AO01,Angola,AO,2018-08-30,2020-11-12,
Caxito,AO01002005,,,,Dande,AO01002,Bengo,AO01,Angola,AO,2018-08-30,2020-11-12,
Kikabo,AO01002006,,,,Dande,AO01002,Bengo,AO01,Angola,AO,2018-08-30,2020-11-12,
Mabubas,AO01002007,,,,Dande,AO01002,Bengo,AO01,Angola,AO,2018-08-30,2020-11-12,
Ucua,AO01002008,,,,Dande,AO01002,Bengo,AO01,Angola,AO,2018-08-30,2020-11-12,
Funda,AO01002299,,,,Dande,AO01002,Bengo,AO01,Angola,AO,2018-08-30,2020-11-12,
Gombe,AO01005017,,,,Nambuangongo,AO01005,Bengo,AO01,Angola,AO,2018-08-30,2020-11-12,
Kage,AO01005018,,,,Nambuangongo,AO01005,Bengo,AO01,Angola,AO,2018-08-30,2020-11-12,
Kanacassala,AO01005019,,,,Nambuangongo,AO01005,Bengo,AO01,Angola,AO,2018-08-30,2020-11-12,
Kicunzo,AO01005020,,,,Nambuangongo,AO01005,Bengo,AO01,Angola,AO,2018-08-30,2020-11-12,
Kixico,AO01005021,,,,Nambuangongo,AO01005,Bengo,AO01,Angola,AO,2018-08-30,2020-11-12,
Muxiluando,AO01005022,,,,Nambuangongo,AO01005,Bengo,AO01,Angola,AO,2018-08-30,2020-11-12,
Zala,AO01005023,,,,Nambuangongo,AO01005,Bengo,AO01,Angola,AO,2018-08-30,2020-11-12,
