#country+name+i_eng+is_latn,#country+name+i_mkd+is_cyrl,#country+code+v_iso3166p1a2,#country+name,#country+name+alt1+i_eng+is_latn,#country+name+alt2+i_eng+is_latn,#country+name+alt1+i_mkd+is_cyrl,#country+name+alt2+i_mkd+is_cyrl,#date+start,#date+updated,#date+end
North Macedonia,Република Северна Македонија,MK,,,,,,2016-05-12,2016-07-08,
