#country+name+i_eng+is_latn,#country+name+i_jpn+is_jpan,#country+code+v_iso3166p1a2,#country+name,#country+name+alt1+i_eng+is_latn,#country+name+alt2+i_eng+is_latn,#country+name+alt1+i_jpn+is_jpan,#country+name+alt2+i_jpn+is_jpan,#date+start,#date+updated,#date+end
Japan,日本,JP,,,,,,2019-12-17,2019-12-19,
