#country+name+i_spa+is_latn,#country+code+v_iso3166p1a2,#country+name,#country+name+alt1+i_spa+is_latn,#country+name+alt2+i_spa+is_latn,#date+start,#date+updated,#date+end
Chile,CL,,,,2021-08-03,2021-11-13,
