#adm3+name+i_eng+is_latn,#adm3+name+i_ukr+is_cyrl,#adm3+name+i_rus+is_cyrl,#adm3+code+v_pcode,#adm3+name,#adm3+name+alt1+i_eng+is_latn,#adm3+name+alt2+i_eng+is_latn,#adm3+name+alt1+i_ukr+is_cyrl,#adm3+name+alt2+i_ukr+is_cyrl,#adm3+name+alt1+i_rus+is_cyrl,#adm3+name+alt2+i_rus+is_cyrl,#adm2+name+i_eng+is_latn,#adm2+name+i_ukr+is_cyrl,#adm2+name+i_rus+is_cyrl,#adm2+code+v_pcode,#adm1+name+i_eng+is_latn,#adm1+name+i_ukr+is_cyrl,#adm1+name+i_rus+is_cyrl,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#country+name+i_ukr+is_cyrl,#country+name+i_rus+is_cyrl,#country+code+v_iso3166p1a2,#date+start,#date+updated,#date+end
Novooleksandrivska,Новоолександрівська,Новоалександровская,UA6502017,,,,,,,,Beryslavskyi,Бериславський,Бериславский,UA6502,Khersonska,Херсонська,Херсонская,UA65,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Novoraiska,Новорайська,Новорайская,UA6502019,,,,,,,,Beryslavskyi,Бериславський,Бериславский,UA6502,Khersonska,Херсонська,Херсонская,UA65,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Tiahynska,Тягинська,Тягинская,UA6502021,,,,,,,,Beryslavskyi,Бериславський,Бериславский,UA6502,Khersonska,Херсонська,Херсонская,UA65,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Henicheska,Генічеська,Геническая,UA6504001,,,,,,,,Henicheskyi,Генічеський,Генический,UA6504,Khersonska,Херсонська,Херсонская,UA65,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Ivanivska,Іванівська,Ивановская,UA6504003,,,,,,,,Henicheskyi,Генічеський,Генический,UA6504,Khersonska,Херсонська,Херсонская,UA65,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Nyzhnosirohozka,Нижньосірогозька,Нижнесерогозская,UA6504005,,,,,,,,Henicheskyi,Генічеський,Генический,UA6504,Khersonska,Херсонська,Херсонская,UA65,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Novotroitska,Новотроїцька,Новотроицкая,UA6504007,,,,,,,,Henicheskyi,Генічеський,Генический,UA6504,Khersonska,Херсонська,Херсонская,UA65,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Askaniia-Nova,Асканія-Нова,Аскания-Новая,UA6506001,,,,,,,,Kakhovskyi,Каховський,Каховский,UA6506,Khersonska,Херсонська,Херсонская,UA65,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Velykolepetyska,Великолепетиська,Великолепетихская,UA6506003,,,,,,,,Kakhovskyi,Каховський,Каховский,UA6506,Khersonska,Херсонська,Херсонская,UA65,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Verkhnorohachytska,Верхньорогачицька,Верхнерогачикская,UA6506005,,,,,,,,Kakhovskyi,Каховський,Каховский,UA6506,Khersonska,Херсонська,Херсонская,UA65,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Hornostaivska,Горностаївська,Горностаевская,UA6506007,,,,,,,,Kakhovskyi,Каховський,Каховский,UA6506,Khersonska,Херсонська,Херсонская,UA65,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Zelenopidska,Зеленопідська,Зеленоподская,UA6506009,,,,,,,,Kakhovskyi,Каховський,Каховский,UA6506,Khersonska,Херсонська,Херсонская,UA65,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Kakhovska,Каховська,Каховская,UA6506011,,,,,,,,Kakhovskyi,Каховський,Каховский,UA6506,Khersonska,Херсонська,Херсонская,UA65,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Kostiantynivska,Костянтинівська,Константиновская,UA6506013,,,,,,,,Kakhovskyi,Каховський,Каховский,UA6506,Khersonska,Херсонська,Херсонская,UA65,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Liubymivska,Любимівська,Любимовская,UA6506015,,,,,,,,Kakhovskyi,Каховський,Каховский,UA6506,Khersonska,Херсонська,Херсонская,UA65,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Novokakhovska,Новокаховська,Новокаховская,UA6506017,,,,,,,,Kakhovskyi,Каховський,Каховский,UA6506,Khersonska,Херсонська,Херсонская,UA65,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Prysyvaska,Присиваська,Присивашская,UA6506019,,,,,,,,Kakhovskyi,Каховський,Каховский,UA6506,Khersonska,Херсонська,Херсонская,UA65,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Rubanivska,Рубанівська,Рубановская,UA6506021,,,,,,,,Kakhovskyi,Каховський,Каховский,UA6506,Khersonska,Херсонська,Херсонская,UA65,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Tavrychanska,Тавричанська,Тавричанская,UA6506023,,,,,,,,Kakhovskyi,Каховський,Каховский,UA6506,Khersonska,Херсонська,Херсонская,UA65,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Tavriiska,Таврійська,Таврийская,UA6506025,,,,,,,,Kakhovskyi,Каховський,Каховский,UA6506,Khersonska,Херсонська,Херсонская,UA65,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Khrestivska,Хрестівська,Крестовская,UA6506027,,,,,,,,Kakhovskyi,Каховський,Каховский,UA6506,Khersonska,Херсонська,Херсонская,UA65,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Chaplynska,Чаплинська,Чаплинская,UA6506029,,,,,,,,Kakhovskyi,Каховський,Каховский,UA6506,Khersonska,Херсонська,Херсонская,UA65,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Bekhterska,Бехтерська,Бехтерская,UA6508001,,,,,,,,Skadovskyi,Скадовський,Скадовский,UA6508,Khersonska,Херсонська,Херсонская,UA65,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Holoprystanska,Голопристанська,Голопристанская,UA6508003,,,,,,,,Skadovskyi,Скадовський,Скадовский,UA6508,Khersonska,Херсонська,Херсонская,UA65,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Dolmativska,Долматівська,Долматовская,UA6508005,,,,,,,,Skadovskyi,Скадовський,Скадовский,UA6508,Khersonska,Херсонська,Херсонская,UA65,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Kalanchatska,Каланчацька,Каланчакская,UA6508007,,,,,,,,Skadovskyi,Скадовський,Скадовский,UA6508,Khersonska,Херсонська,Херсонская,UA65,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Lazurnenska,Лазурненська,Лазурненская,UA6508009,,,,,,,,Skadovskyi,Скадовський,Скадовский,UA6508,Khersonska,Херсонська,Херсонская,UA65,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Myrnenska,Мирненська,Мирненская,UA6508011,,,,,,,,Skadovskyi,Скадовський,Скадовский,UA6508,Khersonska,Херсонська,Херсонская,UA65,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Novomykolaivska,Новомиколаївська,Новониколаевская,UA6508013,,,,,,,,Skadovskyi,Скадовський,Скадовский,UA6508,Khersonska,Херсонська,Херсонская,UA65,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Skadovska,Скадовська,Скадовская,UA6508015,,,,,,,,Skadovskyi,Скадовський,Скадовский,UA6508,Khersonska,Херсонська,Херсонская,UA65,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Chulakivska,Чулаківська,Чулаковская,UA6508017,,,,,,,,Skadovskyi,Скадовський,Скадовский,UA6508,Khersonska,Херсонська,Херсонская,UA65,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Bilozerska,Білозерська,Белозерская,UA6510001,,,,,,,,Khersonskyi,Херсонський,Херсонский,UA6510,Khersonska,Херсонська,Херсонская,UA65,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Velykokopanivska,Великокопанівська,Великокопановская,UA6510003,,,,,,,,Khersonskyi,Херсонський,Херсонский,UA6510,Khersonska,Херсонська,Херсонская,UA65,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Vynohradivska,Виноградівська,Виноградовская,UA6510005,,,,,,,,Khersonskyi,Херсонський,Херсонский,UA6510,Khersonska,Херсонська,Херсонская,UA65,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Darivska,Дар'ївська,Дарьевская,UA6510007,,,,,,,,Khersonskyi,Херсонський,Херсонский,UA6510,Khersonska,Херсонська,Херсонская,UA65,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Muzykivska,Музиківська,Музыковская,UA6510009,,,,,,,,Khersonskyi,Херсонський,Херсонский,UA6510,Khersonska,Херсонська,Херсонская,UA65,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Oleshkivska,Олешківська,Алешковская,UA6510011,,,,,,,,Khersonskyi,Херсонський,Херсонский,UA6510,Khersonska,Херсонська,Херсонская,UA65,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Stanislavska,Станіславська,Станиславская,UA6510013,,,,,,,,Khersonskyi,Херсонський,Херсонский,UA6510,Khersonska,Херсонська,Херсонская,UA65,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Khersonska,Херсонська,Херсонская,UA6510015,,,,,,,,Khersonskyi,Херсонський,Херсонский,UA6510,Khersonska,Херсонська,Херсонская,UA65,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Chornobaivska,Чорнобаївська,Чернобаевская,UA6510017,,,,,,,,Khersonskyi,Херсонський,Херсонский,UA6510,Khersonska,Херсонська,Херсонская,UA65,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Yuvileina,Ювілейна,Юбилейная,UA6510019,,,,,,,,Khersonskyi,Херсонський,Херсонский,UA6510,Khersonska,Херсонська,Херсонская,UA65,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Hukivska,Гуківська,Гуковская,UA6802001,,,,,,,,Kamianets-Podilskyi,Кам'янець-Подільський,Каменец-Подольский,UA6802,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Humenetska,Гуменецька,Гуменецкая,UA6802003,,,,,,,,Kamianets-Podilskyi,Кам'янець-Подільський,Каменец-Подольский,UA6802,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Dunaievetska,Дунаєвецька,Дунаевецкая,UA6802005,,,,,,,,Kamianets-Podilskyi,Кам'янець-Подільський,Каменец-Подольский,UA6802,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Zhvanetska,Жванецька,Жванецкая,UA6802007,,,,,,,,Kamianets-Podilskyi,Кам'янець-Подільський,Каменец-Подольский,UA6802,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Zakupnenska,Закупненська,Закупненская,UA6802009,,,,,,,,Kamianets-Podilskyi,Кам'янець-Подільський,Каменец-Подольский,UA6802,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Kamianets-Podilska,Кам'янець-Подільська,Каменец-Подольская,UA6802011,,,,,,,,Kamianets-Podilskyi,Кам'янець-Подільський,Каменец-Подольский,UA6802,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Kytaihorodska,Китайгородська,Китайгородская,UA6802013,,,,,,,,Kamianets-Podilskyi,Кам'янець-Подільський,Каменец-Подольский,UA6802,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Makivska,Маківська,Маковская,UA6802015,,,,,,,,Kamianets-Podilskyi,Кам'янець-Подільський,Каменец-Подольский,UA6802,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Novounaievetska,Новодунаєвецька,Новодунаевецкая,UA6802017,,,,,,,,Kamianets-Podilskyi,Кам'янець-Подільський,Каменец-Подольский,UA6802,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Novoushytska,Новоушицька,Новоушицкая,UA6802019,,,,,,,,Kamianets-Podilskyi,Кам'янець-Подільський,Каменец-Подольский,UA6802,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Orynynska,Орининська,Орининская,UA6802021,,,,,,,,Kamianets-Podilskyi,Кам'янець-Подільський,Каменец-Подольский,UA6802,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Slobidsko-Kulchiievetska,Слобідсько-Кульчієвецька,Слободско-Кульчиевецкая,UA6802023,,,,,,,,Kamianets-Podilskyi,Кам'янець-Подільський,Каменец-Подольский,UA6802,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Smotrytska,Смотрицька,Смотричская,UA6802025,,,,,,,,Kamianets-Podilskyi,Кам'янець-Подільський,Каменец-Подольский,UA6802,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Staroushytska,Староушицька,Староушицкая,UA6802027,,,,,,,,Kamianets-Podilskyi,Кам'янець-Подільський,Каменец-Подольский,UA6802,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Chemerovetska,Чемеровецька,Чемеровецкая,UA6802029,,,,,,,,Kamianets-Podilskyi,Кам'янець-Подільський,Каменец-Подольский,UA6802,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Antoninska,Антонінська,Антонинская,UA6804001,,,,,,,,Khmelnytskyi,Хмельницький,Хмельницкий,UA6804,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Viitovetska,Війтовецька,Войтовецкая,UA6804003,,,,,,,,Khmelnytskyi,Хмельницький,Хмельницкий,UA6804,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Vinkovetska,Віньковецька,Виньковецкая,UA6804005,,,,,,,,Khmelnytskyi,Хмельницький,Хмельницкий,UA6804,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Vovkovynetska,Вовковинецька,Волковинецкая,UA6804007,,,,,,,,Khmelnytskyi,Хмельницький,Хмельницкий,UA6804,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Volochyska,Волочиська,Волочисская,UA6804009,,,,,,,,Khmelnytskyi,Хмельницький,Хмельницкий,UA6804,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Hvardiiska,Гвардійська,Гвардейская,UA6804011,,,,,,,,Khmelnytskyi,Хмельницький,Хмельницкий,UA6804,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Horodotska,Городоцька,Городокская,UA6804013,,,,,,,,Khmelnytskyi,Хмельницький,Хмельницкий,UA6804,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Derazhnianska,Деражнянська,Деражнянская,UA6804015,,,,,,,,Khmelnytskyi,Хмельницький,Хмельницкий,UA6804,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Zasluchnenska,Заслучненська,Заслучненская,UA6804017,,,,,,,,Khmelnytskyi,Хмельницький,Хмельницкий,UA6804,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Zinkivska,Зіньківська,Зиньковская,UA6804019,,,,,,,,Khmelnytskyi,Хмельницький,Хмельницкий,UA6804,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Krasylivska,Красилівська,Красиловская,UA6804021,,,,,,,,Khmelnytskyi,Хмельницький,Хмельницкий,UA6804,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Letychivska,Летичівська,Летичевская,UA6804023,,,,,,,,Khmelnytskyi,Хмельницький,Хмельницкий,UA6804,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Lisovohrynivetska,Лісовогринівецька,Лесовогриневецкая,UA6804025,,,,,,,,Khmelnytskyi,Хмельницький,Хмельницкий,UA6804,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Medzhybizka,Меджибізька,Меджибожская,UA6804027,,,,,,,,Khmelnytskyi,Хмельницький,Хмельницкий,UA6804,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Myroliubnenska,Миролюбненська,Миролюбненская,UA6804029,,,,,,,,Khmelnytskyi,Хмельницький,Хмельницкий,UA6804,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Narkevytska,Наркевицька,Наркевичская,UA6804031,,,,,,,,Khmelnytskyi,Хмельницький,Хмельницкий,UA6804,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Rozsoshanska,Розсошанська,Россошанская,UA6804033,,,,,,,,Khmelnytskyi,Хмельницький,Хмельницкий,UA6804,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Satanivska,Сатанівська,Сатановская,UA6804035,,,,,,,,Khmelnytskyi,Хмельницький,Хмельницкий,UA6804,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Solobkovetska,Солобковецька,Солобковецкая,UA6804037,,,,,,,,Khmelnytskyi,Хмельницький,Хмельницкий,UA6804,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Starokostiantynivska,Старокостянтинівська,Староконстантиновская,UA6804039,,,,,,,,Khmelnytskyi,Хмельницький,Хмельницкий,UA6804,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Staroostropilska,Староостропільська,Староостропольская,UA6804041,,,,,,,,Khmelnytskyi,Хмельницький,Хмельницкий,UA6804,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Starosyniavska,Старосинявська,Старосинявская,UA6804043,,,,,,,,Khmelnytskyi,Хмельницький,Хмельницкий,UA6804,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Teofipolska,Теофіпольська,Теофипольская,UA6804045,,,,,,,,Khmelnytskyi,Хмельницький,Хмельницкий,UA6804,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Khmelnytska,Хмельницька,Хмельницкая,UA6804047,,,,,,,,Khmelnytskyi,Хмельницький,Хмельницкий,UA6804,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Chornoostrivska,Чорноострівська,Черноостровская,UA6804049,,,,,,,,Khmelnytskyi,Хмельницький,Хмельницкий,UA6804,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Shchyborivska,Щиборівська,Щиборовская,UA6804051,,,,,,,,Khmelnytskyi,Хмельницький,Хмельницкий,UA6804,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Yarmolynetska,Ярмолинецька,Ярмолинецкая,UA6804053,,,,,,,,Khmelnytskyi,Хмельницький,Хмельницкий,UA6804,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Berezdivska,Берездівська,Берездовская,UA6806001,,,,,,,,Shepetivskyi,Шепетівський,Шепетовский,UA6806,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Bilohirska,Білогірська,Белогорская,UA6806003,,,,,,,,Shepetivskyi,Шепетівський,Шепетовский,UA6806,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Hannopilska,Ганнопільська,Аннопольская,UA6806005,,,,,,,,Shepetivskyi,Шепетівський,Шепетовский,UA6806,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Hrytsivska,Грицівська,Грицевская,UA6806007,,,,,,,,Shepetivskyi,Шепетівський,Шепетовский,UA6806,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Iziaslavska,Ізяславська,Изяславская,UA6806009,,,,,,,,Shepetivskyi,Шепетівський,Шепетовский,UA6806,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Krupetska,Крупецька,Крупецкая,UA6806011,,,,,,,,Shepetivskyi,Шепетівський,Шепетовский,UA6806,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Lenkovetska,Ленковецька,Ленковецкая,UA6806013,,,,,,,,Shepetivskyi,Шепетівський,Шепетовский,UA6806,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Mykhailiutska,Михайлюцька,Михайлючская,UA6806015,,,,,,,,Shepetivskyi,Шепетівський,Шепетовский,UA6806,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Netishynska,Нетішинська,Нетешинская,UA6806017,,,,,,,,Shepetivskyi,Шепетівський,Шепетовский,UA6806,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Pluzhnenska,Плужненська,Плужненская,UA6806019,,,,,,,,Shepetivskyi,Шепетівський,Шепетовский,UA6806,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Polonska,Полонська,Полонская,UA6806021,,,,,,,,Shepetivskyi,Шепетівський,Шепетовский,UA6806,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Poninkivska,Понінківська,Понинковская,UA6806023,,,,,,,,Shepetivskyi,Шепетівський,Шепетовский,UA6806,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Sakhnovetska,Сахновецька,Сахновецкая,UA6806025,,,,,,,,Shepetivskyi,Шепетівський,Шепетовский,UA6806,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Slavutska,Славутська,Славутская,UA6806027,,,,,,,,Shepetivskyi,Шепетівський,Шепетовский,UA6806,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Sudylkivska,Судилківська,Судилковская,UA6806029,,,,,,,,Shepetivskyi,Шепетівський,Шепетовский,UA6806,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Ulashanivska,Улашанівська,Улашановская,UA6806031,,,,,,,,Shepetivskyi,Шепетівський,Шепетовский,UA6806,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Shepetivska,Шепетівська,Шепетовская,UA6806033,,,,,,,,Shepetivskyi,Шепетівський,Шепетовский,UA6806,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Yampilska,Ямпільська,Ямпольская,UA6806035,,,,,,,,Shepetivskyi,Шепетівський,Шепетовский,UA6806,Khmelnytska,Хмельницька,Хмельницкая,UA68,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Buzhanska,Бужанська,Бужанская,UA7102001,,,,,,,,Zvenyhorodskyi,Звенигородський,Звенигородский,UA7102,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Vatutinska,Ватутінська,Ватутинская,UA7102003,,,,,,,,Zvenyhorodskyi,Звенигородський,Звенигородский,UA7102,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Vynohradska,Виноградська,Виноградская,UA7102005,,,,,,,,Zvenyhorodskyi,Звенигородський,Звенигородский,UA7102,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Vilshanska,Вільшанська,Ольшанская,UA7102007,,,,,,,,Zvenyhorodskyi,Звенигородський,Звенигородский,UA7102,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Vodianytska,Водяницька,Водяникская,UA7102009,,,,,,,,Zvenyhorodskyi,Звенигородський,Звенигородский,UA7102,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Yerkivska,Єрківська,Ерковская,UA7102011,,,,,,,,Zvenyhorodskyi,Звенигородський,Звенигородский,UA7102,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Zvenyhorodska,Звенигородська,Звенигородская,UA7102013,,,,,,,,Zvenyhorodskyi,Звенигородський,Звенигородский,UA7102,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Katerynopilska,Катеринопільська,Катеринопольская,UA7102015,,,,,,,,Zvenyhorodskyi,Звенигородський,Звенигородский,UA7102,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Lypianska,Лип'янська,Липянская,UA7102017,,,,,,,,Zvenyhorodskyi,Звенигородський,Звенигородский,UA7102,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Lysianska,Лисянська,Лысянская,UA7102019,,,,,,,,Zvenyhorodskyi,Звенигородський,Звенигородский,UA7102,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
Matusivska,Матусівська,Матусовская,UA7102021,,,,,,,,Zvenyhorodskyi,Звенигородський,Звенигородский,UA7102,Cherkaska,Черкаська,Черкасская,UA71,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
