#adm3+name+i_eng+is_latn,#adm3+name+i_ara+is_arab,#adm3+code+v_pcode,#adm3+name,#adm3+name+alt1+i_eng+is_latn,#adm3+name+alt2+i_eng+is_latn,#adm3+name+alt1+i_ara+is_arab,#adm3+name+alt2+i_ara+is_arab,#adm2+name+i_eng+is_latn,#adm2+name+i_ara+is_arab,#adm2+code+v_pcode,#adm1+name+i_eng+is_latn,#adm1+name+i_ara+is_arab,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#country+name+i_ara+is_arab,#country+code+v_iso3166p1a2,#date+start,#date+updated,#date+end
Ain el-Mreisseh,عين المريسه,LB10110,Ain el-Mreisseh,,,,,Beirut,بيروت,LB11,Beirut,بيروت,LB1,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Ras Beyrouth,راس بيروت,LB10150,Ras Beyrouth,,,,,Beirut,بيروت,LB11,Beirut,بيروت,LB1,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Moussaytbeh,مصيطبة,LB10210,Moussaytbeh,,,,,Beirut,بيروت,LB11,Beirut,بيروت,LB1,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Minet el-Hosn,مينا الحصن,LB10250,Minet el-Hosn,,,,,Beirut,بيروت,LB11,Beirut,بيروت,LB1,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Mazraa,المزرعة,LB10310,Mazraa,,,,,Beirut,بيروت,LB11,Beirut,بيروت,LB1,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Bachoura,باشورة,LB10350,Bachoura,,,,,Beirut,بيروت,LB11,Beirut,بيروت,LB1,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Zoukak el-Blatt,زقاق البلاط,LB10410,Zoukak el-Blatt,,,,,Beirut,بيروت,LB11,Beirut,بيروت,LB1,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Marfaa,مرفأ,LB10450,Marfaa,,,,,Beirut,بيروت,LB11,Beirut,بيروت,LB1,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Saifeh,صيفي,LB10510,Saifeh,,,,,Beirut,بيروت,LB11,Beirut,بيروت,LB1,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Remeil,رميل,LB10550,Remeil,,,,,Beirut,بيروت,LB11,Beirut,بيروت,LB1,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Medawar,مدور,LB10610,Medawar,,,,,Beirut,بيروت,LB11,Beirut,بيروت,LB1,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Achrafieh,الاشرفية,LB10650,Achrafieh,,,,,Beirut,بيروت,LB11,Beirut,بيروت,LB1,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Beirut Central District,وسط بيروت,LB10999,Beirut Central District,,,,,Beirut,بيروت,LB11,Beirut,بيروت,LB1,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Chiyah,شياح,LB21111,Chiyah,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Furn Ech-Chebbak,فرن الشباك,LB21133,Furn Ech-Chebbak,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Haret Hreik,حارة حريك,LB21144,Haret Hreik,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Laylakeh,ليلكي,LB21166,Laylakeh,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Bourj El-Brajneh,برج البراجنة,LB21177,Bourj El-Brajneh,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Tahouitat El Ghadir,تحويطة الغدير,LB21188,Tahouitat El Ghadir,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Baabda,بعبدا,LB21211,Baabda,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Hadath Beyrouth,حدث,LB21219,Hadath Beyrouth,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Boutchay,بطشيه,LB21227,Boutchay,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Merdache,مرداشة,LB21235,Merdache,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Louayzeh Baabda,لويزة,LB21243,Louayzeh Baabda,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Kfar Chima,كفرشيما,LB21251,Kfar Chima,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Ouadi Chahrour Es-Soufla,وادي شحرور السفلى,LB21259,Ouadi Chahrour Es-Soufla,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Ouadi Chahrour El Aaoulia,وادي شحرور العليا,LB21267,Ouadi Chahrour El Aaoulia,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Haret Es-Sit,حارة الست,LB21275,Haret Es-Sit,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Bsaba Baabda,بسابا وادي الدلب,LB21283,Bsaba Baabda,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Baalchmay,بعلشميه,LB21311,Baalchmay,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Aain Mouaffaq,عين موفق,LB21314,Aain Mouaffaq,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Rouayssrt El-Ballout,رويسة البلوط,LB21317,Rouayssrt El-Ballout,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Mzairaa Baabda,مزيرعة بعبدا,LB21321,Mzairaa Baabda,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Hlaliyeh Baabda,هلالية,LB21324,Hlaliyeh Baabda,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Haret Hamzeh,حارة حمزة,LB21327,Haret Hamzeh,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Qtaleh Baabda,قتالة,LB21331,Qtaleh Baabda,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Ras El-Href,راس الحرف,LB21334,Ras El-Href,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Deir Khouna,دير خونة,LB21337,Deir Khouna,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Aabadiyeh,عبادية,LB21341,Aabadiyeh,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Qrayet Baabda,قرية,LB21344,Qrayet Baabda,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Chmeisset Baabda,شميسة,LB21347,Chmeisset Baabda,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Ras El Matn,راس المتن,LB21351,Ras El Matn,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Chouit,شويت,LB21354,Chouit,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Qobbayaa,قبيع,LB21357,Qobbayaa,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Qordata,قرطادة,LB21361,Qordata,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Qsaibeh Baabda,قصيبة,LB21364,Qsaibeh Baabda,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Deir El-harf,دير الحرف,LB21367,Deir El-harf,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Aaraiya,عاريا,LB21371,Aaraiya,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Zandouqa,زندوقة,LB21374,Zandouqa,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Kneisset Baabda,كنيسة بعبدا,LB21377,Kneisset Baabda,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Aarbaniyeh,عربانية,LB21381,Aarbaniyeh,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Dlaybeh,دليبه,LB21391,Dlaybeh,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Salima Baabda,صليما بعبدا,LB21394,Salima Baabda,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Hasbaiya El-Matn,حاصبيّا المتن,LB21397,Hasbaiya El-Matn,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Hammana,حمانا,LB21411,Hammana,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Qalaat Baabda,القلعة,LB21416,Qalaat Baabda,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Khalouat Baabda,خلوات,LB21421,Khalouat Baabda,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Chbaniyeh,شبانية,LB21426,Chbaniyeh,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Khreibet Baabda,خريبة بعبدا,LB21431,Khreibet Baabda,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Bmaryam,بمريم,LB21436,Bmaryam,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Btekhnay,بتخناي,LB21441,Btekhnay,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Falougha,فالوغا,LB21446,Falougha,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Btibyat,بتبيات,LB21451,Btibyat,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Qornayel,قرنايل,LB21456,Qornayel,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Jouar El-Haouz,جوار الحوز,LB21461,Jouar El-Haouz,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Bzebdine,بزبدين,LB21466,Bzebdine,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Arsoun,ارصون,LB21471,Arsoun,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Kfar Selouane,كفرسلوان,LB21476,Kfar Selouane,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Tarchich,ترشيش,LB21481,Tarchich,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Jouret Arsoun,جورة ارصون,LB21487,Jouret Arsoun,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Litige,,LB22001,Litige,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Litige,,LB22002,Litige,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Bourj Hammoud,برج حمّود,LB22111,Bourj Hammoud,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Sinn El-Fil,سن الفيل,LB22155,Sinn El-Fil,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Jdaidet El-Matn,جديدة المتن,LB22211,Jdaidet El-Matn,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Baouchriyeh,بوشرية,LB22228,Baouchriyeh,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Deir mar Roukoz, مار روكز,LB22245,Deir mar Roukoz,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Dekouaneh,دكوانة,LB22262,Dekouaneh,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Mkalles,مكلس,LB22279,Mkalles,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Antelias,انطلياس,LB22311,Antelias,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Menqlet Mezher,مزهر,LB22319,Menqlet Mezher,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Jall Ed-Did,جل الديب,LB22327,Jall Ed-Did,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Naqqach,نقاش,LB22335,Naqqach,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Aamaret Chalhoub,الوطى عمارة شلهوب,LB22343,Aamaret Chalhoub,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Zalqa,الزلقا,LB22351,Zalqa,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Byaqout,بياقوت,LB22359,Byaqout,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Mazraat El-Hdaira,مزرعة الحضيرة,LB22367,Mazraat El-Hdaira,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Dbayeh,ضبية,LB22375,Dbayeh,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Haret El-Ballane,حارة البلان,LB22383,Haret El-Ballane,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Mazraat Deir Aaoukar,مزرعة دير عوكر,LB22391,Mazraat Deir Aaoukar,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Mansouriyet El-Matn,منصورية,LB22411,Mansouriyet El-Matn,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Daychouniyeh,ديشونية,LB22415,Daychouniyeh,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Fanar,الفنار,LB22419,Fanar,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Aain Saadeh,عين سعادة,LB22423,Aain Saadeh,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Roumieh,روميه المتن,LB22427,Roumieh,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Bqennaya,بقنايا,LB22431,Bqennaya,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Majzoub,مجذوب,LB22435,Majzoub,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Bsalim,بصاليم,LB22439,Bsalim,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Nabay,نابيه,LB22443,Nabay,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Mtayleb,مطيلب,LB22447,Mtayleb,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Beit El-Kekko,بيت الككو,LB22451,Beit El-Kekko,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Qornet Chehouane,قرنة شهوان,LB22455,Qornet Chehouane,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Beit Ech-Chaar,مزرعة بيت الشعّار,LB22459,Beit Ech-Chaar,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Dik El-Mehdi,ديك المحدي,LB22463,Dik El-Mehdi,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Zouk El-Kharab,ذوق الخراب,LB22467,Zouk El-Kharab,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Aain Aar,عين عار,LB22471,Aain Aar,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Mazraat Yachouaa,مزرعة يشوع,LB22475,Mazraat Yachouaa,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Deir Tamich,دير طاميش,LB22479,Deir Tamich,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Zakrit,زكريت,LB22483,Zakrit,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Deir Mar Aabda el Mchammar,دير مار عبدا المشمر,LB22487,Deir Mar Aabda el Mchammar,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Bikfaya,بكفيا,LB22511,Bikfaya,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Mhaidset Matn,محيدثة المتن,LB22515,Mhaidset Matn,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Ouadi Chahine,وادي شاهين,LB22519,Ouadi Chahine,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Aain El-Qach,عين القش,LB22523,Aain El-Qach,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Mar Boutros Karm Et-Tine,مار بطرس كرم التين,LB22527,Mar Boutros Karm Et-Tine,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Beit Chabab,بيت شباب,LB22531,Beit Chabab,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Bhersaf,بحرصاف,LB22535,Bhersaf,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Mayasseh,مياسة,LB22539,Mayasseh,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Aain El-Kharroubeh,عين الخروبة,LB22543,Aain El-Kharroubeh,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Himlaya,حملايا,LB22547,Himlaya,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Aain Aalaq,عين علق,LB22551,Aain Aalaq,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Aatchaneh,عطشانة,LB22555,Aatchaneh,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Chaouiyeh,شاوية,LB22559,Chaouiyeh,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Aain Et-Teffaha,عين التفاحة,LB22563,Aain Et-Teffaha,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Sfeilet Bikfaya,سفيلة بكفيا,LB22567,Sfeilet Bikfaya,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Fraikeh,فريكه,LB22571,Fraikeh,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Abou Mizane,أبو ميزان,LB22575,Abou Mizane,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Deir Chamra,دير شمرا,LB22579,Deir Chamra,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Hbous,حبوس,LB22583,Hbous,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Jouar El-Matn,جوار المتن,LB22587,Jouar El-Matn,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Chrine,شرين,LB22591,Chrine,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Qornet El-Hamra,قرنة الحمرا,LB22595,Qornet El-Hamra,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Broummana El-Matn,برمانا المتن,LB22611,Broummana El-Matn,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Jouret El-Ballout,جورة البلوط,LB22619,Jouret El-Ballout,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Masqa,المسقى,LB22627,Masqa,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Aayoun El-Matn,عيون المتن,LB22635,Aayoun El-Matn,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Qennabet Broummana,قنابة برمانا,LB22643,Qennabet Broummana,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Mzakkeh,مزكة,LB22651,Mzakkeh,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Baabdat,بعبدات,LB22659,Baabdat,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Beit Meri,بيت مري,LB22667,Beit Meri,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
Dahr Es-Souane El-Matn,ضهر الصوان المتن,LB22675,Dahr Es-Souane El-Matn,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
