#adm1+name+i_fra+is_latn,#adm1+code+v_pcode,#adm1+name,#adm1+name+alt1+i_fra+is_latn,#adm1+name+alt2+i_fra+is_latn,#country+name+i_fra+is_latn,#country+code+v_iso3166p1a2,#date+start,#date+updated,#date+end
Basse-Terre,GP01,Basse-Terre,,,Guadeloupe,GP,2017-09-07,2019-12-10,
Pointe-à-Pitre,GP02,Pointe-a-Pitre,,,Guadeloupe,GP,2017-09-07,2019-12-10,
