#adm2+name+i_eng+is_latn,#adm2+code+v_pcode,#adm2+name,#adm2+name+alt1+i_eng+is_latn,#adm2+name+alt2+i_eng+is_latn,#adm1+name+i_eng+is_latn,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#country+code+v_iso3166p1a2,#date+start,#date+updated,#date+end
Borama,SO1101,Borama,Boorama,,Awdal,SO11,Somalia,SO,2014-06-06,2017-04-05,
Baki,SO1102,Baki, ,,Awdal,SO11,Somalia,SO,2014-06-06,2017-04-05,
Lughaye,SO1103,Lughaye, ,,Awdal,SO11,Somalia,SO,2014-06-06,2017-04-05,
Zeylac,SO1104,Zeylac,Saylac,,Awdal,SO11,Somalia,SO,2014-06-06,2017-04-05,
Hargeysa,SO1201,Hargeysa,Hargeisa,,Woqooyi Galbeed,SO12,Somalia,SO,2014-06-06,2017-04-05,
Berbera,SO1202,Berbera, ,,Woqooyi Galbeed,SO12,Somalia,SO,2014-06-06,2017-04-05,
Gebiley,SO1203,Gebiley,Gabiley,,Woqooyi Galbeed,SO12,Somalia,SO,2014-06-06,2017-04-05,
Burco,SO1301,Burco,Burao,,Togdheer,SO13,Somalia,SO,2014-06-06,2017-04-05,
Buuhoodle,SO1302,Buuhoodle,Buhodle,,Togdheer,SO13,Somalia,SO,2014-06-06,2017-04-05,
Owdweyne,SO1303,Owdweyne,Oodweyne,,Togdheer,SO13,Somalia,SO,2014-06-06,2017-04-05,
Sheikh,SO1304,Sheikh,Sheekh,,Togdheer,SO13,Somalia,SO,2014-06-06,2017-04-05,
Laas Caanood,SO1401,Laas Caanood,"Las Caanood, Lascaanod, Lasanod, Las Anod",,Sool,SO14,Somalia,SO,2014-06-06,2017-04-05,
Caynabo,SO1402,Caynabo,Ainabo,,Sool,SO14,Somalia,SO,2014-06-06,2017-04-05,
Taleex,SO1403,Taleex,Taleh,,Sool,SO14,Somalia,SO,2014-06-06,2017-04-05,
Xudun,SO1404,Xudun,Hudun,,Sool,SO14,Somalia,SO,2014-06-06,2017-04-05,
Ceerigaabo,SO1501,Ceerigaabo,"Ceerigaavo, Erigavo, Erigabo",,Sanaag,SO15,Somalia,SO,2014-06-06,2017-04-05,
Ceel Afweyn,SO1502,Ceel Afweyn,"Ceel Afweyne, Ceel-afwein, El Afwein",,Sanaag,SO15,Somalia,SO,2014-06-06,2017-04-05,
Laasqoray,SO1503,Laasqoray,Lasqoray,,Sanaag,SO15,Somalia,SO,2014-06-06,2017-04-05,
Bossaso,SO1601,Bossaso,"Bossaaso, Bossaso , Bosaaso",,Bari,SO16,Somalia,SO,2014-06-06,2017-04-05,
Bandarbeyla,SO1602,Bandarbeyla,"Bandar Beyla, Bander-beyla, Benderbela",,Bari,SO16,Somalia,SO,2014-06-06,2017-04-05,
Caluula,SO1603,Caluula,"Calawla, Alula",,Bari,SO16,Somalia,SO,2014-06-06,2017-04-05,
Iskushuban,SO1604,Iskushuban, ,,Bari,SO16,Somalia,SO,2014-06-06,2017-04-05,
Qandala,SO1605,Qandala,Kandala,,Bari,SO16,Somalia,SO,2014-06-06,2017-04-05,
Qardho,SO1606,Qardho,Gardo,,Bari,SO16,Somalia,SO,2014-06-06,2017-04-05,
Garoowe,SO1701,Garoowe,Garowe,,Nugaal,SO17,Somalia,SO,2014-06-06,2017-04-05,
Burtinle,SO1702,Burtinle, ,,Nugaal,SO17,Somalia,SO,2014-06-06,2017-04-05,
Eyl,SO1703,Eyl, ,,Nugaal,SO17,Somalia,SO,2014-06-06,2017-04-05,
Gaalkacyo,SO1801,Gaalkacyo,"Galkacyo, Gaalkacayo, Galkayo",,Mudug,SO18,Somalia,SO,2014-06-06,2017-04-05,
Galdogob,SO1802,Galdogob,Goldogob,,Mudug,SO18,Somalia,SO,2014-06-06,2017-04-05,
Hobyo,SO1803,Hobyo, ,,Mudug,SO18,Somalia,SO,2014-06-06,2017-04-05,
Jariiban,SO1804,Jariiban, ,,Mudug,SO18,Somalia,SO,2014-06-06,2017-04-05,
Xarardheere,SO1805,Xarardheere,"Hararheere, Harardhere",,Mudug,SO18,Somalia,SO,2014-06-06,2017-04-05,
Dhuusamarreeb,SO1901,Dhuusamarreeb,"Dhusa Marreeb, Dhuusamareeb, Dhusa Mareeb",,Galgaduud,SO19,Somalia,SO,2014-06-06,2017-04-05,
Cabudwaaq,SO1902,Cabudwaaq,"Caabudwaaq, Abudwaq",,Galgaduud,SO19,Somalia,SO,2014-06-06,2017-04-05,
Cadaado,SO1903,Cadaado,"Cadado, Adado",,Galgaduud,SO19,Somalia,SO,2014-06-06,2017-04-05,
Ceel Buur,SO1904,Ceel Buur,"El Bur, Ceel Bur",,Galgaduud,SO19,Somalia,SO,2014-06-06,2017-04-05,
Ceel Dheer,SO1905,Ceel Dheer,"El Dere, El Der",,Galgaduud,SO19,Somalia,SO,2014-06-06,2017-04-05,
Belet Weyne,SO2001,Belet Weyne,Beled Weyne,,Hiraan,SO20,Somalia,SO,2014-06-06,2017-04-05,
Bulo Burto,SO2002,Bulo Burto,"Bulo Barde, Buulo Burdo, Bula-brif, Bulo Burti",,Hiraan,SO20,Somalia,SO,2014-06-06,2017-04-05,
Jalalaqsi,SO2003,Jalalaqsi, ,,Hiraan,SO20,Somalia,SO,2014-06-06,2017-04-05,
Jowhar,SO2101,Jowhar,Jawhar,,Middle Shabelle,SO21,Somalia,SO,2014-06-06,2017-04-05,
Adan Yabaal,SO2102,Adan Yabaal,"Aden Yabal, Aadan",,Middle Shabelle,SO21,Somalia,SO,2014-06-06,2017-04-05,
Balcad,SO2103,Balcad,Balad,,Middle Shabelle,SO21,Somalia,SO,2014-06-06,2017-04-05,
Cadale,SO2104,Cadale,Adale,,Middle Shabelle,SO21,Somalia,SO,2014-06-06,2017-04-05,
Banadir,SO2201,Banadir, ,,Banadir,SO22,Somalia,SO,2014-06-06,2017-04-05,
Marka,SO2301,Marka,Merka,,Lower Shabelle,SO23,Somalia,SO,2014-06-06,2017-04-05,
Afgooye,SO2302,Afgooye,Afgoi,,Lower Shabelle,SO23,Somalia,SO,2014-06-06,2017-04-05,
Baraawe,SO2303,Baraawe,Barawe,,Lower Shabelle,SO23,Somalia,SO,2014-06-06,2017-04-05,
Kurtunwaarey,SO2304,Kurtunwaarey,Kuntuwaaray,,Lower Shabelle,SO23,Somalia,SO,2014-06-06,2017-04-05,
Qoryooley,SO2305,Qoryooley,Qoryoley,,Lower Shabelle,SO23,Somalia,SO,2014-06-06,2017-04-05,
Sablaale,SO2306,Sablaale,Sablale,,Lower Shabelle,SO23,Somalia,SO,2014-06-06,2017-04-05,
Wanla Weyn,SO2307,Wanla Weyn,Wanla Weyne,,Lower Shabelle,SO23,Somalia,SO,2014-06-06,2017-04-05,
Baydhaba,SO2401,Baydhaba,"Baydhabo, Baidoa",,Bay,SO24,Somalia,SO,2014-06-06,2017-04-05,
Buur Hakaba,SO2402,Buur Hakaba,"Buur Xakaba, Bur Hacaba",,Bay,SO24,Somalia,SO,2014-06-06,2017-04-05,
Diinsoor,SO2403,Diinsoor,"Dinsor, Diinsor",,Bay,SO24,Somalia,SO,2014-06-06,2017-04-05,
Qansax Dheere,SO2404,Qansax Dheere,Qansah Dere,,Bay,SO24,Somalia,SO,2014-06-06,2017-04-05,
Xudur,SO2501,Xudur,Hudur,,Bakool,SO25,Somalia,SO,2014-06-06,2017-04-05,
Ceel Barde,SO2502,Ceel Barde,El Barde,,Bakool,SO25,Somalia,SO,2014-06-06,2017-04-05,
Tayeeglow,SO2503,Tayeeglow,"Tiyeeglow, Tayeglow, Tieglow",,Bakool,SO25,Somalia,SO,2014-06-06,2017-04-05,
Waajid,SO2504,Waajid,Wajid,,Bakool,SO25,Somalia,SO,2014-06-06,2017-04-05,
Rab Dhuure,SO2505,Rab Dhuure,"Yeed, Biyole",,Bakool,SO25,Somalia,SO,2014-06-06,2017-04-05,
Garbahaarey,SO2601,Garbahaarey,"Garbahaaray, Garbaharey",,Gedo,SO26,Somalia,SO,2014-06-06,2017-04-05,
Baardheere,SO2602,Baardheere,"Baar-dheere, Bardera",,Gedo,SO26,Somalia,SO,2014-06-06,2017-04-05,
Belet Xaawo,SO2603,Belet Xaawo,Belet Xaawa,,Gedo,SO26,Somalia,SO,2014-06-06,2017-04-05,
Ceel Waaq,SO2604,Ceel Waaq,"Ceel Waq, El Wak, El Waq",,Gedo,SO26,Somalia,SO,2014-06-06,2017-04-05,
Doolow,SO2605,Doolow,"Dolow, Dolo",,Gedo,SO26,Somalia,SO,2014-06-06,2017-04-05,
Luuq,SO2606,Luuq,"Luuk, Luq",,Gedo,SO26,Somalia,SO,2014-06-06,2017-04-05,
Bu'aale,SO2701,Bu'aale, ,,Middle Juba,SO27,Somalia,SO,2014-06-06,2017-04-05,
Jilib,SO2702,Jilib, ,,Middle Juba,SO27,Somalia,SO,2014-06-06,2017-04-05,
