#country+name+i_eng+is_latn,#country+name+i_bul+is_cyrl,#country+code+v_iso3166p1a2,#country+name,#country+name+alt1+i_eng+is_latn,#country+name+alt2+i_eng+is_latn,#country+name+alt1+i_bul+is_cyrl,#country+name+alt2+i_bul+is_cyrl,#date+start,#date+updated,#date+end
Bulgaria,България,BG,,,,,,2019-09-16,2019-09-16,
