#country+name+i_por+is_latn,#country+code+v_iso3166p1a2,#country+name,#country+name+alt1+i_por+is_latn,#country+name+alt2+i_por+is_latn,#date+start,#date+updated,#date+end
São Tomé e Príncipe,ST,,,,2020-08-17,2020-08-17,
