#adm1+name+i_eng+is_latn,#adm1+code+v_pcode,#adm1+name,#adm1+name+alt1+i_eng+is_latn,#adm1+name+alt2+i_eng+is_latn,#country+name+i_eng+is_latn,#country+code+v_iso3166p1a2,#date+start,#date+updated,#date+end
West Bank,PS01,,,,State of Palestine (the),PS,2021-03-10,2021-08-10,
Gaza Strip,PS02,,,,State of Palestine (the),PS,2021-03-10,2021-08-10,
