#adm3+name+i_spa+is_latn,#adm3+code+v_pcode,#adm3+name,#adm3+name+alt1+i_spa+is_latn,#adm3+name+alt2+i_spa+is_latn,#adm2+name+i_spa+is_latn,#adm2+code+v_pcode,#adm1+name+i_spa+is_latn,#adm1+code+v_pcode,#country+name+i_spa+is_latn,#country+code+v_iso3166p1a2,#date+start,#date+updated,#date+end
Tarifa,EC091651,,,,Samborondon,EC0916,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-31,
Santa Lucia,EC091850,,,,Santa Lucia,EC0918,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-31,
El Salitre (Las Ramas),EC091950,,,,Salitre,EC0919,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-31,
Gral. Vernaza (Dos Esteros),EC091951,,,,Salitre,EC0919,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-31,
La Victoria (Ñauza),EC091952,,,,Salitre,EC0919,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-31,
Junquillal,EC091953,,,,Salitre,EC0919,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-31,
San Jacinto de Yaguachi,EC092050,,,,San Jacinto de Yaguachi,EC0920,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-31,
Gral. Pedro J. Montero (Boliche),EC092053,,,,San Jacinto de Yaguachi,EC0920,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-31,
Yaguachi Viejo (Cone),EC092055,,,,San Jacinto de Yaguachi,EC0920,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-31,
Virgen de Fatima,EC092056,,,,San Jacinto de Yaguachi,EC0920,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-31,
General Villamil (Playas),EC092150,,,,Playas,EC0921,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-31,
Simon Bolivar,EC092250,,,,Simon Bolivar,EC0922,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-31,
Crnel. Lorenzo de Garaicoa (Pedregal),EC092251,,,,Simon Bolivar,EC0922,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-31,
Coronel Marcelino Maridueña (San Carlos),EC092350,Coronel Marcelino Mariduena (San Carlos),,,Crnel. Marcelino Maridueña,EC0923,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-31,
Lomas de Sargentillo,EC092450,,,,Lomas de Sargentillo,EC0924,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-31,
Narcisa de Jesus,EC092550,,,,Nobol,EC0925,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-31,
Gral. Antonio Elizalde (Bucay),EC092750,,,,Gnral. Antonio Elizalde,EC0927,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-31,
Isidro Ayora,EC092850,,,,Isidro Ayora,EC0928,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-31,
San Miguel de Ibarra,EC100150,,,,Ibarra,EC1001,Imbabura,EC10,Ecuador (el),EC,2018-12-17,2019-07-31,
Ambuqui,EC100151,,,,Ibarra,EC1001,Imbabura,EC10,Ecuador (el),EC,2018-12-17,2019-07-31,
Angochagua,EC100152,,,,Ibarra,EC1001,Imbabura,EC10,Ecuador (el),EC,2018-12-17,2019-07-31,
Carolina,EC100153,,,,Ibarra,EC1001,Imbabura,EC10,Ecuador (el),EC,2018-12-17,2019-07-31,
La Esperanza,EC100154,,,,Ibarra,EC1001,Imbabura,EC10,Ecuador (el),EC,2018-12-17,2019-07-31,
Lita,EC100155,,,,Ibarra,EC1001,Imbabura,EC10,Ecuador (el),EC,2018-12-17,2019-07-31,
Salinas,EC100156,,,,Ibarra,EC1001,Imbabura,EC10,Ecuador (el),EC,2018-12-17,2019-07-31,
San Antonio,EC100157,,,,Ibarra,EC1001,Imbabura,EC10,Ecuador (el),EC,2018-12-17,2019-07-31,
Atuntaqui,EC100250,,,,Antonio Ante,EC1002,Imbabura,EC10,Ecuador (el),EC,2018-12-17,2019-07-31,
Imbaya (San Luis de Cobuendo),EC100251,,,,Antonio Ante,EC1002,Imbabura,EC10,Ecuador (el),EC,2018-12-17,2019-07-31,
San Fco. de Natabuela,EC100252,,,,Antonio Ante,EC1002,Imbabura,EC10,Ecuador (el),EC,2018-12-17,2019-07-31,
San Jose de Chaltura,EC100253,,,,Antonio Ante,EC1002,Imbabura,EC10,Ecuador (el),EC,2018-12-17,2019-07-31,
San Roque,EC100254,,,,Antonio Ante,EC1002,Imbabura,EC10,Ecuador (el),EC,2018-12-17,2019-07-31,
Cotacachi,EC100350,,,,Cotacachi,EC1003,Imbabura,EC10,Ecuador (el),EC,2018-12-17,2019-07-31,
Apuela,EC100351,,,,Cotacachi,EC1003,Imbabura,EC10,Ecuador (el),EC,2018-12-17,2019-07-31,
Garcia Moreno (Llurimagua),EC100352,,,,Cotacachi,EC1003,Imbabura,EC10,Ecuador (el),EC,2018-12-17,2019-07-31,
Imantag,EC100353,,,,Cotacachi,EC1003,Imbabura,EC10,Ecuador (el),EC,2018-12-17,2019-07-31,
Peñaherrera,EC100354,Penaherrera,,,Cotacachi,EC1003,Imbabura,EC10,Ecuador (el),EC,2018-12-17,2019-07-31,
Plaza Gutierrez (Calvario),EC100355,,,,Cotacachi,EC1003,Imbabura,EC10,Ecuador (el),EC,2018-12-17,2019-07-31,
Quiroga,EC100356,,,,Cotacachi,EC1003,Imbabura,EC10,Ecuador (el),EC,2018-12-17,2019-07-31,
6 de Julio de Cuellaje (Cab. en Cuellaje),EC100357,,,,Cotacachi,EC1003,Imbabura,EC10,Ecuador (el),EC,2018-12-17,2019-07-31,
Vacas Galindo (El Churo) (Cab. en San Miguel Alto),EC100358,,,,Cotacachi,EC1003,Imbabura,EC10,Ecuador (el),EC,2018-12-17,2019-07-31,
Otavalo,EC100450,,,,Otavalo,EC1004,Imbabura,EC10,Ecuador (el),EC,2018-12-17,2019-07-31,
Doctor Miguel Egas Cabezas (Peguche),EC100451,,,,Otavalo,EC1004,Imbabura,EC10,Ecuador (el),EC,2018-12-17,2019-07-31,
Eugenio Espejo (Calpaqui),EC100452,,,,Otavalo,EC1004,Imbabura,EC10,Ecuador (el),EC,2018-12-17,2019-07-31,
Gonzalez Suarez,EC100453,,,,Otavalo,EC1004,Imbabura,EC10,Ecuador (el),EC,2018-12-17,2019-07-31,
Pataqui,EC100454,,,,Otavalo,EC1004,Imbabura,EC10,Ecuador (el),EC,2018-12-17,2019-07-31,
San Jose de Quichinche,EC100455,,,,Otavalo,EC1004,Imbabura,EC10,Ecuador (el),EC,2018-12-17,2019-07-31,
San Juan de Iluman,EC100456,,,,Otavalo,EC1004,Imbabura,EC10,Ecuador (el),EC,2018-12-17,2019-07-31,
San Pablo,EC100457,,,,Otavalo,EC1004,Imbabura,EC10,Ecuador (el),EC,2018-12-17,2019-07-31,
San Rafael,EC100458,,,,Otavalo,EC1004,Imbabura,EC10,Ecuador (el),EC,2018-12-17,2019-07-31,
Selva Alegre (Cab. en San Miguel de Pamplona),EC100459,,,,Otavalo,EC1004,Imbabura,EC10,Ecuador (el),EC,2018-12-17,2019-07-31,
Pimampiro,EC100550,,,,Pimampiro,EC1005,Imbabura,EC10,Ecuador (el),EC,2018-12-17,2019-07-31,
Chuga,EC100551,,,,Pimampiro,EC1005,Imbabura,EC10,Ecuador (el),EC,2018-12-17,2019-07-31,
Mariano Acosta,EC100552,,,,Pimampiro,EC1005,Imbabura,EC10,Ecuador (el),EC,2018-12-17,2019-07-31,
San Fco. de Sigsipamba,EC100553,,,,Pimampiro,EC1005,Imbabura,EC10,Ecuador (el),EC,2018-12-17,2019-07-31,
Urcuqui,EC100650,,,,San Miguel de Urcuqui,EC1006,Imbabura,EC10,Ecuador (el),EC,2018-12-17,2019-07-31,
Cahuasqui,EC100651,,,,San Miguel de Urcuqui,EC1006,Imbabura,EC10,Ecuador (el),EC,2018-12-17,2019-07-31,
La Merced de Buenos Aires,EC100652,,,,San Miguel de Urcuqui,EC1006,Imbabura,EC10,Ecuador (el),EC,2018-12-17,2019-07-31,
Pablo Arenas,EC100653,,,,San Miguel de Urcuqui,EC1006,Imbabura,EC10,Ecuador (el),EC,2018-12-17,2019-07-31,
San Blas,EC100654,,,,San Miguel de Urcuqui,EC1006,Imbabura,EC10,Ecuador (el),EC,2018-12-17,2019-07-31,
Tumbabiro,EC100655,,,,San Miguel de Urcuqui,EC1006,Imbabura,EC10,Ecuador (el),EC,2018-12-17,2019-07-31,
Loja,EC110150,,,,Loja,EC1101,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Chantaco,EC110151,,,,Loja,EC1101,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Chuquiribamba,EC110152,,,,Loja,EC1101,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
El Cisne,EC110153,,,,Loja,EC1101,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Gualel,EC110154,,,,Loja,EC1101,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Jimbilla,EC110155,,,,Loja,EC1101,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Malacatos (Valladolid),EC110156,,,,Loja,EC1101,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
San Lucas,EC110157,,,,Loja,EC1101,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
San Pedro de Vilcabamba,EC110158,,,,Loja,EC1101,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Santiago,EC110159,,,,Loja,EC1101,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Taquil (Miguel Riofrio),EC110160,,,,Loja,EC1101,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Vilcabamba (Victoria),EC110161,,,,Loja,EC1101,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Yangana (Arsenio Castillo),EC110162,,,,Loja,EC1101,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Quinara,EC110163,,,,Loja,EC1101,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Cariamanga,EC110250,,,,Calvas,EC1102,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Colaisaca,EC110251,,,,Calvas,EC1102,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
El Lucero,EC110252,,,,Calvas,EC1102,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Utuana,EC110253,,,,Calvas,EC1102,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Sanguillin,EC110254,,,,Calvas,EC1102,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Catamayo (La Toma),EC110350,,,,Catamayo,EC1103,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
El Tambo,EC110351,,,,Catamayo,EC1103,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Guayquichuma,EC110352,,,,Catamayo,EC1103,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
San Pedro de La Bendita,EC110353,,,,Catamayo,EC1103,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Zambi,EC110354,,,,Catamayo,EC1103,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Celica,EC110450,,,,Celica,EC1104,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Cruzpamba (Cab en Carlos Bustamante),EC110451,,,,Celica,EC1104,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Pozul (San Juan de Pozul),EC110455,,,,Celica,EC1104,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Sabanilla,EC110456,,,,Celica,EC1104,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Tnte. Maximiliano Rodriguez Loaiza,EC110457,,,,Celica,EC1104,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Chaguarpamba,EC110550,,,,Chaguarpamba,EC1105,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Buenavista,EC110551,,,,Chaguarpamba,EC1105,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
El Rosario,EC110552,,,,Chaguarpamba,EC1105,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Santa Rufina,EC110553,,,,Chaguarpamba,EC1105,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Amarillos,EC110554,,,,Chaguarpamba,EC1105,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Amaluza,EC110650,,,,Espindola,EC1106,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Bellavista,EC110651,,,,Espindola,EC1106,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Jimbura,EC110652,,,,Espindola,EC1106,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Santa Teresita,EC110653,,,,Espindola,EC1106,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
27 de Abril (Cab. en la Naranja),EC110654,,,,Espindola,EC1106,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
El Ingenio,EC110655,,,,Espindola,EC1106,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
El Airo,EC110656,,,,Espindola,EC1106,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Gonzanama,EC110750,,,,Gonzanama,EC1107,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Changaimina (La Libertad),EC110751,,,,Gonzanama,EC1107,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Nambacola,EC110753,,,,Gonzanama,EC1107,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Purunuma (Eguiguren),EC110754,,,,Gonzanama,EC1107,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Sacapalca,EC110756,,,,Gonzanama,EC1107,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Macara,EC110850,,,,Macara,EC1108,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Larama,EC110851,,,,Macara,EC1108,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
La Victoria,EC110852,,,,Macara,EC1108,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Sabiango (La Capilla),EC110853,,,,Macara,EC1108,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Catacocha,EC110950,,,,Paltas,EC1109,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Cangonama,EC110951,,,,Paltas,EC1109,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Guachanama,EC110952,,,,Paltas,EC1109,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Lauro Guerrero,EC110954,,,,Paltas,EC1109,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Orianga,EC110956,,,,Paltas,EC1109,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
San Antonio,EC110957,,,,Paltas,EC1109,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Casanga,EC110958,,,,Paltas,EC1109,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Yamana,EC110959,,,,Paltas,EC1109,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Alamor,EC111050,,,,Puyango,EC1110,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Ciano,EC111051,,,,Puyango,EC1110,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
El Arenal,EC111052,,,,Puyango,EC1110,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
El Limo (Mariana de Jesus),EC111053,,,,Puyango,EC1110,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Mercadillo,EC111054,,,,Puyango,EC1110,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Vicentino,EC111055,,,,Puyango,EC1110,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Saraguro,EC111150,,,,Saraguro,EC1111,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
El Paraiso de Celen,EC111151,,,,Saraguro,EC1111,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
El Tablon,EC111152,,,,Saraguro,EC1111,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Lluzhapa,EC111153,,,,Saraguro,EC1111,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Manu,EC111154,,,,Saraguro,EC1111,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
San Antonio de Qumbe (Cumbe),EC111155,,,,Saraguro,EC1111,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
San Pablo de Tenta,EC111156,,,,Saraguro,EC1111,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
San Sebastian de Yuluc,EC111157,,,,Saraguro,EC1111,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Selva Alegre,EC111158,,,,Saraguro,EC1111,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Urdaneta (Paquishapa),EC111159,,,,Saraguro,EC1111,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Sumaypamba,EC111160,,,,Saraguro,EC1111,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Sozoranga,EC111250,,,,Sozoranga,EC1112,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Nueva Fatima,EC111251,,,,Sozoranga,EC1112,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Tacamoros,EC111252,,,,Sozoranga,EC1112,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Zapotillo,EC111350,,,,Zapotillo,EC1113,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Mangahurco,EC111351,,,,Zapotillo,EC1113,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Garzareal,EC111352,,,,Zapotillo,EC1113,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Limones,EC111353,,,,Zapotillo,EC1113,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Paletillas,EC111354,,,,Zapotillo,EC1113,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Bolaspamba,EC111355,,,,Zapotillo,EC1113,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Cazaderos,EC111356,,,,Zapotillo,EC1113,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Pindal,EC111450,,,,Pindal,EC1114,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Chaquinal,EC111451,,,,Pindal,EC1114,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
12 de Diciembre (Cab. en Achiotes),EC111452,,,,Pindal,EC1114,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Milagros,EC111453,,,,Pindal,EC1114,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Quilanga,EC111550,,,,Quilanga,EC1115,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Fundochamba,EC111551,,,,Quilanga,EC1115,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
San Antonio de Las Aradas (Cab. en las Aradas),EC111552,,,,Quilanga,EC1115,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Olmedo,EC111650,,,,Olmedo,EC1116,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
La Tingue,EC111651,,,,Olmedo,EC1116,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-31,
Babahoyo,EC120150,,,,Babahoyo,EC1201,Los Rios,EC12,Ecuador (el),EC,2018-12-17,2019-07-31,
Caracol,EC120152,,,,Babahoyo,EC1201,Los Rios,EC12,Ecuador (el),EC,2018-12-17,2019-07-31,
Febres Cordero (Las Juntas),EC120153,,,,Babahoyo,EC1201,Los Rios,EC12,Ecuador (el),EC,2018-12-17,2019-07-31,
Pimocha,EC120154,,,,Babahoyo,EC1201,Los Rios,EC12,Ecuador (el),EC,2018-12-17,2019-07-31,
La Union,EC120155,,,,Babahoyo,EC1201,Los Rios,EC12,Ecuador (el),EC,2018-12-17,2019-07-31,
Baba,EC120250,,,,Baba,EC1202,Los Rios,EC12,Ecuador (el),EC,2018-12-17,2019-07-31,
Guare,EC120251,,,,Baba,EC1202,Los Rios,EC12,Ecuador (el),EC,2018-12-17,2019-07-31,
Isla de Bejucal,EC120252,,,,Baba,EC1202,Los Rios,EC12,Ecuador (el),EC,2018-12-17,2019-07-31,
Montalvo,EC120350,,,,Montalvo,EC1203,Los Rios,EC12,Ecuador (el),EC,2018-12-17,2019-07-31,
La Esmeralda,EC120351,,,,Montalvo,EC1203,Los Rios,EC12,Ecuador (el),EC,2018-12-17,2019-07-31,
Puebloviejo,EC120450,,,,Puebloviejo,EC1204,Los Rios,EC12,Ecuador (el),EC,2018-12-17,2019-07-31,
Puerto Pechiche,EC120451,,,,Puebloviejo,EC1204,Los Rios,EC12,Ecuador (el),EC,2018-12-17,2019-07-31,
San Juan,EC120452,,,,Puebloviejo,EC1204,Los Rios,EC12,Ecuador (el),EC,2018-12-17,2019-07-31,
Quevedo,EC120550,,,,Quevedo,EC1205,Los Rios,EC12,Ecuador (el),EC,2018-12-17,2019-07-31,
San Carlos,EC120553,,,,Quevedo,EC1205,Los Rios,EC12,Ecuador (el),EC,2018-12-17,2019-07-31,
La Esperanza,EC120555,,,,Quevedo,EC1205,Los Rios,EC12,Ecuador (el),EC,2018-12-17,2019-07-31,
Catarama,EC120650,,,,Urdaneta,EC1206,Los Rios,EC12,Ecuador (el),EC,2018-12-17,2019-07-31,
Ricaurte,EC120651,,,,Urdaneta,EC1206,Los Rios,EC12,Ecuador (el),EC,2018-12-17,2019-07-31,
Ventanas,EC120750,,,,Ventanas,EC1207,Los Rios,EC12,Ecuador (el),EC,2018-12-17,2019-07-31,
Zapotal,EC120752,,,,Ventanas,EC1207,Los Rios,EC12,Ecuador (el),EC,2018-12-17,2019-07-31,
Chacarita,EC120753,,,,Ventanas,EC1207,Los Rios,EC12,Ecuador (el),EC,2018-12-17,2019-07-31,
Los Angeles,EC120754,,,,Ventanas,EC1207,Los Rios,EC12,Ecuador (el),EC,2018-12-17,2019-07-31,
Vinces,EC120850,,,,Vinces,EC1208,Los Rios,EC12,Ecuador (el),EC,2018-12-17,2019-07-31,
Antonio Sotomayor (Cab. en Playas de Vinces),EC120851,,,,Vinces,EC1208,Los Rios,EC12,Ecuador (el),EC,2018-12-17,2019-07-31,
Palenque,EC120950,,,,Palenque,EC1209,Los Rios,EC12,Ecuador (el),EC,2018-12-17,2019-07-31,
San Jacinto de Buena Fe,EC121050,,,,Buena Fe,EC1210,Los Rios,EC12,Ecuador (el),EC,2018-12-17,2019-07-31,
Patricia Pilar,EC121051,,,,Buena Fe,EC1210,Los Rios,EC12,Ecuador (el),EC,2018-12-17,2019-07-31,
Valencia,EC121150,,,,Valencia,EC1211,Los Rios,EC12,Ecuador (el),EC,2018-12-17,2019-07-31,
Mocache,EC121250,,,,Mocache,EC1212,Los Rios,EC12,Ecuador (el),EC,2018-12-17,2019-07-31,
Quinsaloma,EC121350,,,,Quinsaloma,EC1213,Los Rios,EC12,Ecuador (el),EC,2018-12-17,2019-07-31,
Portoviejo,EC130150,,,,Portoviejo,EC1301,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
Abdon Calderon (San Francisco),EC130151,,,,Portoviejo,EC1301,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
Alhajuela (Bajo Grande),EC130152,,,,Portoviejo,EC1301,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
Crucita,EC130153,,,,Portoviejo,EC1301,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
Pueblo Nuevo,EC130154,,,,Portoviejo,EC1301,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
Riochico (Rio Chico),EC130155,,,,Portoviejo,EC1301,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
San Placido,EC130156,,,,Portoviejo,EC1301,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
Chirijos,EC130157,,,,Portoviejo,EC1301,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
Calceta,EC130250,,,,Bolivar,EC1302,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
Membrillo,EC130251,,,,Bolivar,EC1302,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
Quiroga,EC130252,,,,Bolivar,EC1302,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
Chone,EC130350,,,,Chone,EC1303,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
Boyaca,EC130351,,,,Chone,EC1303,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
Canuto,EC130352,,,,Chone,EC1303,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
Convento,EC130353,,,,Chone,EC1303,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
Chibunga,EC130354,,,,Chone,EC1303,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
Eloy Alfaro,EC130355,,,,Chone,EC1303,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
Ricaurte,EC130356,,,,Chone,EC1303,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
San Antonio,EC130357,,,,Chone,EC1303,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
El Carmen,EC130450,,,,El Carmen,EC1304,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
Wilfrido Loor Moreira (Maicito),EC130451,,,,El Carmen,EC1304,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
San Pedro de Suma,EC130452,,,,El Carmen,EC1304,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
Flavio Alfaro,EC130550,,,,Flavio Alfaro,EC1305,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
San Francisco de Novillo (Cab. en Novillo),EC130551,,,,Flavio Alfaro,EC1305,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
Zapallo,EC130552,,,,Flavio Alfaro,EC1305,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
Jipijapa,EC130650,,,,Jipijapa,EC1306,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
America,EC130651,,,,Jipijapa,EC1306,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
El Anegado (Cab. en Eloy Alfaro),EC130652,,,,Jipijapa,EC1306,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
Julcuy,EC130653,,,,Jipijapa,EC1306,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
La Union,EC130654,,,,Jipijapa,EC1306,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
Membrillal,EC130656,,,,Jipijapa,EC1306,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
Pedro Pablo Gomez,EC130657,,,,Jipijapa,EC1306,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
Puerto de Cayo,EC130658,,,,Jipijapa,EC1306,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
