#adm2+name+i_eng+is_latn,#adm2+code+v_pcode,#adm2+name,#adm2+name+alt1+i_eng+is_latn,#adm2+name+alt2+i_eng+is_latn,#adm1+name+i_eng+is_latn,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#country+code+v_iso3166p1a2,#date+start,#date+updated,#date+end
Anna's Hope Village,VI01004600,,,,St. Croix,VI010,United States Virgin Islands,VI,2017-09-09,2019-11-04,
Christiansted,VI01020800,,,,St. Croix,VI010,United States Virgin Islands,VI,2017-09-09,2019-11-04,
East End,VI01031600,,,,St. Croix,VI010,United States Virgin Islands,VI,2017-09-09,2019-11-04,
Frederiksted,VI01038800,,,,St. Croix,VI010,United States Virgin Islands,VI,2017-09-09,2019-11-04,
Northcentral,VI01059500,,,,St. Croix,VI010,United States Virgin Islands,VI,2017-09-09,2019-11-04,
Northwest,VI01062200,,,,St. Croix,VI010,United States Virgin Islands,VI,2017-09-09,2019-11-04,
Sion Farm,VI01071200,,,,St. Croix,VI010,United States Virgin Islands,VI,2017-09-09,2019-11-04,
Southcentral,VI01073900,,,,St. Croix,VI010,United States Virgin Islands,VI,2017-09-09,2019-11-04,
Southwest,VI01075700,,,,St. Croix,VI010,United States Virgin Islands,VI,2017-09-09,2019-11-04,
Central,VI02015400,,,,St. John,VI020,United States Virgin Islands,VI,2017-09-09,2019-11-04,
Coral Bay,VI02027100,,,,St. John,VI020,United States Virgin Islands,VI,2017-09-09,2019-11-04,
Cruz Bay,VI02028900,,,,St. John,VI020,United States Virgin Islands,VI,2017-09-09,2019-11-04,
East End,VI02033400,,,,St. John,VI020,United States Virgin Islands,VI,2017-09-09,2019-11-04,
Charlotte Amalie,VI03017200,,,,St. Thomas,VI030,United States Virgin Islands,VI,2017-09-09,2019-11-04,
East End,VI03034300,,,,St. Thomas,VI030,United States Virgin Islands,VI,2017-09-09,2019-11-04,
Northside,VI03061300,,,,St. Thomas,VI030,United States Virgin Islands,VI,2017-09-09,2019-11-04,
Southside,VI03074800,,,,St. Thomas,VI030,United States Virgin Islands,VI,2017-09-09,2019-11-04,
Tutu,VI03078400,,,,St. Thomas,VI030,United States Virgin Islands,VI,2017-09-09,2019-11-04,
Water Island,VI03082000,,,,St. Thomas,VI030,United States Virgin Islands,VI,2017-09-09,2019-11-04,
West End,VI03082900,,,,St. Thomas,VI030,United States Virgin Islands,VI,2017-09-09,2019-11-04,
